run_tag,config_id,window,n_completed,mean_gross_pct,mean_net_old_pct,mean_net_new_pct,mean_net_diff_pp,mean_drag_old_pp,mean_drag_new_pp,total_profit_old_yuan,total_profit_new_yuan,total_fees_old_yuan,total_fees_new_yuan
R2,R2-turnover-capitulation-h5,validation,2678,-1.0147259344415989,-1.1290985739921866,-1.1136864683736747,0.015412105618511885,0.11437263955058768,0.09896053393207578,-1484278.3626173618,-1464311.5353736903,150231.6742273796,130264.84698370751
R2,R2-volconfirm-reversal-h5,dev,3248,-0.6588776855794533,-0.8102130503558276,-0.7581939788205638,0.05201907153526379,0.15133536477637433,0.09931629324111052,-1286122.335461304,-1203450.6974821687,240793.46632728542,158121.8283481495
R2,R2-volconfirm-reversal-h5,validation,2677,-0.2538223528093039,-0.36965233216149535,-0.3535436001446609,0.01610873201683442,0.11582997935219147,0.09972124733535705,-474877.4292718519,-454336.1190125249,150021.4592818353,129480.1490225075
R3,R3-mr-shrink-dip-h3,dev,3973,-0.3522980843732981,-0.5048631211286428,-0.45192088058987084,0.052942240538772,0.15256503675534472,0.09962279621657272,-977086.0005414981,-874038.5180901211,297221.51408653613,194174.03163515878
R3,R3-mr-shrink-dip-h3,validation,2837,-0.15983194332754874,-0.2757363053575187,-0.2596471575806578,0.016089147776860848,0.11590436202996993,0.09981521425310906,-383500.7838673958,-361159.6636204561,161702.22933103776,139361.10908409773
R3,R3-mr-shrink-dip-h5,dev,3993,-0.6350578349125455,-0.7871540077014141,-0.7343979420508486,0.05275606565056548,0.15209617278886864,0.09934010713830313,-1520248.3296255113,-1417041.9459285391,297947.2138601486,194740.83016317597
R3,R3-mr-shrink-dip-h5,validation,2828,-0.36379491438162304,-0.47943303270289,-0.46340621664167636,0.016026816061213683,0.11563811832126698,0.09961130226005328,-661194.6050847303,-639037.9272027293,160866.79302295513,138710.11514095368
R3,R3-mr-z-confirmed-h3,dev,3653,-0.02125193499780469,-0.17397528270095225,-0.12120569462290064,0.05276958807805163,0.15272334770314755,0.09995375962509594,-306367.1180612813,-212044.65777439484,272961.2048519795,178638.74456509302
R3,R3-mr-z-confirmed-h3,validation,2750,-0.1566364029665349,-0.27319547464041316,-0.25645481196131964,0.016740662679093524,0.11655907167387829,0.09981840899478474,-371324.8305982452,-349079.5184445523,155917.95299549118,133672.64084179793
R3,R3-mr-z-confirmed-h5,dev,3645,-0.07541439353950123,-0.22802653019115682,-0.17531400424328572,0.052712525947871146,0.1526121366516556,0.09989961070378447,-400322.7344803486,-306302.05116157216,272201.94072345865,178181.25740468234
R3,R3-mr-z-confirmed-h5,validation,2754,-0.3342720803402308,-0.4505007851637156,-0.43391289805546185,0.016587887108253704,0.11622870482348481,0.09964081771523112,-606736.178017709,-584688.1835338668,155733.03212442275,133685.03764058003
R3,R3-mr-z-oversold-h3,dev,3855,-0.5228479793642776,-0.6749232827106268,-0.6223002683126763,0.0526230143979505,0.1520753033463492,0.09945228894839868,-1281311.6561456467,-1181833.4806993462,287736.3269494032,188258.15150310282
R3,R3-mr-z-oversold-h3,validation,2820,-0.12257918607281827,-0.23864598075372265,-0.22243164377232058,0.01621433698140204,0.11606679468090438,0.09985245769950234,-329210.2434696998,-307135.13585559087,159276.76750713718,137201.6598930281
R3,R3-mr-z-oversold-h5,dev,3864,-1.0187226038586201,-1.1700161400311182,-1.117679142120196,0.052336997910922174,0.15129353617249816,0.09895653826157601,-2218727.6443628003,-2119550.3546517766,287168.3772606973,187991.08754967342
R3,R3-mr-z-oversold-h5,validation,2816,-0.17662697075350794,-0.2925953770819924,-0.2764253941768984,0.016169982905094082,0.1159684063284845,0.09979842342339043,-404896.02068210236,-382918.3322741049,158924.91808104684,136947.2296730492
R3,R3-mr-z-shrink-combo-h3,dev,3964,-0.46952833509660413,-0.6218190468880331,-0.5690339303626908,0.052785116525342214,0.1522907117914289,0.0995055952660867,-1210967.768738292,-1108225.308350647,296680.048597539,193937.58820989443
R3,R3-mr-z-shrink-combo-h3,validation,2829,-0.05380152348957529,-0.16992275163581994,-0.15372274166154282,0.01620000997427713,0.11612122814624466,0.09992121817196753,-222636.61388302667,-200241.8354992506,161162.1605437722,138767.38215999556
R3,R3-mr-z-shrink-combo-h5,dev,3981,-0.8593493873880711,-1.0110001953478676,-0.9584652590327718,0.05253493631509574,0.15165080795979646,0.09911587164470075,-1966787.3602226665,-1864084.9293875499,296900.01632719504,194197.5854920784
R3,R3-mr-z-shrink-combo-h5,validation,2823,-0.12315618520063565,-0.23913894969016117,-0.22300806604522383,0.01613088364493735,0.11598276448952555,0.09985188084458818,-311728.60445848084,-289483.8710659532,160647.0962613798,138402.3628688522
R5,R5-trend-dip-30w-10d-h5,dev,3858,-0.723705026293397,-0.8751105228849443,-0.8229565083965776,0.052154014488366714,0.15140549659154737,0.09925148210318065,-1639857.6749255199,-1541433.4731573255,286142.8866770077,187718.68490881362
R5,R5-trend-dip-30w-10d-h5,validation,2863,-0.6230112426934277,-0.7380654413554812,-0.7223633934130544,0.015702047942426755,0.11505419866205352,0.09935215071962676,-1023144.17985895,-1001412.2173611738,161237.55152652704,139505.5890287507
R5,R5-trend-dip-30w-5d-h5,dev,3853,-1.2107404244500795,-1.3614110970980138,-1.3095049928835212,0.051906104214492724,0.1506706726479343,0.09876456843344159,-2565199.3182016723,-2467380.46005201,284553.17554266844,186734.31739300574
R5,R5-trend-dip-30w-5d-h5,validation,2876,-1.202218675303691,-1.316445348599858,-1.3009917633563743,0.015453585243483604,0.11422667329616712,0.0987730880526835,-1858565.428515235,-1837108.5216467904,161111.62951919757,139654.72265075298
R5,R5-trend-dip-60w-10d-h5,dev,3409,-1.04913366074097,-1.1990841747845098,-1.1480597955465275,0.051024379237982295,0.1499505140435399,0.09892613480555763,-2011672.5015252982,-1926454.491152216,250905.28095765683,165687.27058457426
R5,R5-trend-dip-60w-10d-h5,validation,2861,-0.5631763002075226,-0.6782485786248477,-0.6625882709146385,0.015660307710209164,0.11507227841732508,0.09941197070711591,-944049.7471566903,-922405.8684318071,161008.09948913305,139364.22076424933
R5,R5-trend-dip-60w-5d-h5,dev,3402,-1.5601934907947832,-1.709400881349209,-1.6586086935033113,0.0507921878458977,0.14920739055442586,0.09841520270852817,-2855771.8171562157,-2771141.272524601,249296.2829809839,164665.7383493686
R5,R5-trend-dip-60w-5d-h5,validation,2871,-1.0137952946122861,-1.1282627455985583,-1.1127567589515892,0.015505986646969169,0.11446745098627228,0.09896146433930308,-1593882.157279708,-1572368.8084986773,161092.36643789953,139579.01765686864
