date,session,cash,pending_am_to_pm,pending_next_day,equity_snapshot,host_recomputed,reconcile_abs_diff,positions,marks,month_end
2019-12-02,am,94030.79999999996,0.0,0.0,212562.39999999997,212562.39999999997,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.775|sh.518880:3.265|sz.159934:3.237,false
2019-12-02,pm,94030.79999999996,0.0,0.0,212750.49999999994,212750.49999999997,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.934|sh.518880:3.269|sz.159934:3.244,false
2019-12-03,am,94030.79999999996,0.0,0.0,212750.49999999994,212750.49999999997,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.934|sh.518880:3.269|sz.159934:3.244,false
2019-12-03,pm,94030.79999999996,0.0,0.0,212967.49999999994,212967.49999999994,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:119.02|sh.518880:3.277|sz.159934:3.251,false
2019-12-04,am,94030.79999999996,0.0,0.0,212967.49999999994,212967.49999999994,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:119.02|sh.518880:3.277|sz.159934:3.251,false
2019-12-04,pm,94030.79999999996,0.0,0.0,214466.19999999995,214466.19999999998,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:119.001|sh.518880:3.337|sz.159934:3.309,false
2019-12-05,am,94030.79999999996,0.0,0.0,214466.19999999995,214466.19999999998,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:119.001|sh.518880:3.337|sz.159934:3.309,false
2019-12-05,pm,94030.79999999996,0.0,0.0,214064.99999999997,214064.99999999994,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.981|sh.518880:3.321|sz.159934:3.294,false
2019-12-06,am,94030.79999999996,0.0,0.0,214064.99999999997,214064.99999999994,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.981|sh.518880:3.321|sz.159934:3.294,false
2019-12-06,pm,94030.79999999996,0.0,0.0,213497.89999999997,213497.89999999997,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.96|sh.518880:3.297|sz.159934:3.274,false
2019-12-09,am,94030.79999999996,0.0,0.0,213497.89999999997,213497.89999999997,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.96|sh.518880:3.297|sz.159934:3.274,false
2019-12-09,pm,94030.79999999996,0.0,0.0,212847.19999999995,212847.19999999995,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.789|sh.518880:3.275|sz.159934:3.249,false
2019-12-10,am,94030.79999999996,0.0,0.0,212847.19999999995,212847.19999999995,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.789|sh.518880:3.275|sz.159934:3.249,false
2019-12-10,pm,94030.79999999996,0.0,0.0,212953.69999999995,212953.69999999995,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.719|sh.518880:3.28|sz.159934:3.254,false
2019-12-11,am,94030.79999999996,0.0,0.0,212953.69999999995,212953.69999999995,0.0,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.719|sh.518880:3.28|sz.159934:3.254,false
2019-12-11,pm,94030.79999999996,0.0,0.0,213028.59999999995,213028.59999999998,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.756|sh.518880:3.282|sz.159934:3.257,false
2019-12-12,am,94030.79999999996,0.0,0.0,213028.59999999995,213028.59999999998,2.9103830456733704e-11,sh.511010:300|sh.518880:12700|sz.159934:12800,sh.511010:118.756|sh.518880:3.282|sz.159934:3.257,false
