event_id,symbol,announcement_version,ann_date,decision_time,start_timestamp,type_upgrade,numeric_revision,numeric_available,admission_rank,risk_state,held_seats,pending_seats,category,issued,order_price_first,order_price_last,n_submissions,order_outcomes,fill_day,fill_price,decision_anchor_price,skip_or_cancel_reason,diag_ret_from_decision_20,diag_ret_from_announcement_20,ret_from_fill_cost_20,decision_to_fill_price_ret,label_end_decision,window_complete,crosses_dev_boundary,matched_control_return,pool_mean_20,pool_n,pool_n_complete,actual_net_pnl,buy_cost,pnl_over_buy_cost,sell_proceeds,dividend_cash,outcome
B1|sz.002628|20190930|a2019-10-15|u0,sz.002628,20190930#u0,2019-10-15,2019-10-16 am,2019-10-16 am,false,true,true,4,reduced,3,1,slot_full,false,,,0,{},,,4.79,slot_full,-0.07352941176470607,-0.06250000000000011,,,2019-11-13,true,false,-0.05377906976744162,-0.04105458157050316,1397,1397,,,,,,never_seen
B1|sz.002709|20190930|a2019-10-15|u0,sz.002709,20190930#u0,2019-10-15,2019-10-16 am,2019-10-16 am,false,true,true,5,reduced,3,1,slot_full,false,,,0,{},,,16.74,slot_full,0.0017772511848346273,0.012597480503899527,,,2019-11-13,true,false,-0.05377906976744162,-0.04105458157050316,1397,1397,,,,,,never_seen
B1|sz.002512|20190930|a2019-10-16|u0,sz.002512,20190930#u0,2019-10-16,2019-10-17 am,2019-10-17 am,false,true,true,1,reduced,4,0,slot_full,false,,,0,{},,,5.89,slot_full,-0.03310104529616731,-0.10260586319218246,,,2019-11-14,true,false,-0.04782146652497343,-0.03328354543694709,1397,1397,,,,,,never_seen
B1|sz.002299|20191231|a2020-01-04|u0,sz.002299,20191231#u0,2020-01-04,2020-01-06 am,2020-01-06 am,false,true,true,1,reduced,0,0,issued,true,25.28,25.28,1,"{""filled_limit_buy"": 1}",2020-01-06,25.28,25.28,"",-0.07784156265285902,-0.026777266541377687,-0.08148934128160568,0.0,2020-02-11,true,false,-0.0905797101449275,-0.04943636162950273,1309,1309,-1803.2479999999996,20229.0,-0.08914172722329328,17225.752,1200.0,filled
B1|sz.002182|20191231|a2020-01-20|u0,sz.002182,20191231#u0,2020-01-20,2020-01-21 am,2020-01-21 am,false,true,true,1,reduced,1,0,issued,true,11.0,11.0,1,"{""filled_limit_buy"": 1}",2020-01-21,11.0,11.0,"",0.07438016528925617,0.15650591446769813,0.06363636363636371,0.0,2020-02-26,true,false,-0.012510425354461896,0.021932551631357638,1309,1309,-2953.9739999999983,20905.0,-0.1413046639559913,17951.026,0.0,filled
B1|sz.002489|20191231|a2020-01-20|u0,sz.002489,20191231#u0,2020-01-20,2020-01-21 am,2020-01-21 am,false,true,true,2,reduced,1,1,issued,true,4.92,4.92,1,"{""filled_limit_buy"": 1}",2020-01-21,4.92,4.92,"",-0.06391752577319543,-0.07258064516128993,-0.07723577235772316,0.0,2020-02-26,true,false,-0.012510425354461896,0.021932551631357638,1309,1309,-4283.899000000001,21161.0,-0.20244312650630883,16877.101,0.0,filled
B1|sz.002903|20191231|a2020-01-21|u0,sz.002903,20191231#u0,2020-01-21,2020-01-22 am,2020-01-22 am,false,true,true,1,reduced,3,0,issued,true,14.32,14.39,2,"{""not_penetrated"": 1, ""filled_limit_buy"": 1}",2020-01-23,14.39,14.32,"",-0.06740792216817282,-0.06416382252559771,-0.14871438498957668,0.004888268156424624,2020-02-27,true,false,-0.010093727469358549,0.019423975725629095,1309,1309,-3904.268000000002,20151.0,-0.19375058309761312,16246.731999999998,0.0,filled
B1|sz.002184|20191231|a2020-01-31|u0,sz.002184,20191231#u0,2020-01-31,2020-02-03 am,2020-02-03 am,false,true,true,1,reduced,3,0,issued,true,9.7,9.7,2,"{""not_penetrated"": 1, ""filled_limit_buy"": 1}",2020-02-04,9.7,9.7,"",0.23917525773195836,0.0333951762523188,0.25360824742267996,0.0,2020-03-02,true,false,0.11963865762110926,0.14944738844598174,1606,1606,5473.111000000001,20375.0,0.2686189447852761,25848.111,0.0,filled
B1|sz.002335|20191231|a2020-01-31|u0,sz.002335,20191231#u0,2020-01-31,2020-02-03 am,2020-02-03 am,false,true,true,2,reduced,3,1,slot_full,false,,,0,{},,,15.77,slot_full,0.6062143310082433,0.338470319634703,,,2020-03-02,true,false,0.11963865762110926,0.14944738844598174,1606,1606,,,,,,never_seen
B1|sz.002941|20191231|a2020-01-31|u0,sz.002941,20191231#u0,2020-01-31,2020-02-03 am,2020-02-03 am,false,true,true,3,reduced,3,1,slot_full,false,,,0,{},,,14.63,slot_full,0.2638414217361589,0.03446153846153899,,,2020-03-02,true,false,0.11963865762110926,0.14944738844598174,1606,1606,,,,,,never_seen
B1|sz.002429|20191231|a2020-02-03|u0,sz.002429,20191231#u0,2020-02-03,2020-02-04 am,2020-02-04 am,false,true,true,1,reduced,3,0,issued,true,3.73,3.73,1,"{""not_penetrated"": 1}",,,3.73,cancel_cap,0.4805194805194801,0.5885714285714281,,,2020-03-03,true,false,0.1425896201177097,0.1669431758216702,1606,1606,,,,,,cancel_cap
B1|sz.002409|20200331|a2020-03-12|u0,sz.002409,20200331#u0,2020-03-12,2020-03-13 am,2020-03-13 am,false,true,true,1,reduced,0,0,issued,true,35.97,35.97,1,"{""not_penetrated"": 1}",,,35.97,cancel_cap,-0.2032608695652176,-0.16028368794326275,,,2020-04-13,true,false,-0.058056872037914986,-0.044606285295338485,1807,1807,,,,,,cancel_cap
B1|sz.000813|20191231|a2020-03-31|u0,sz.000813,20191231#u0,2020-03-31,2020-04-01 am,2020-04-01 am,false,true,true,1,reduced,0,0,issued,true,5.25,5.25,1,"{""filled_limit_buy"": 1}",2020-04-01,5.25,5.25,"",0.03838771593090273,0.009398496240601961,0.03047619047619099,0.0,2020-04-30,true,false,0.020827077202324906,0.03670370840677184,1820,1820,568.4000000000015,21005.0,0.027060223756248582,21573.4,0.0,filled
B1|sz.002605|20200331|a2020-04-08|u0,sz.002605,20200331#u0,2020-04-08,2020-04-09 am,2020-04-09 am,false,true,true,1,reduced,1,0,issued,true,30.27,30.27,1,"{""filled_limit_buy"": 1}",2020-04-09,30.27,30.27,"",-0.06385101429996665,-0.05840886203423956,-0.07003633961017497,0.0,2020-05-12,true,false,-0.010024849860443497,0.0022415574517811046,1820,1820,-1828.3899999999994,21194.0,-0.0862692271397565,19365.61,0.0,filled
B1|sz.002258|20200331|a2020-04-11|u0,sz.002258,20200331#u0,2020-04-11,2020-04-13 am,2020-04-13 am,false,true,true,1,reduced,2,0,issued,true,15.02,15.02,1,"{""filled_limit_buy"": 1}",2020-04-13,15.02,15.02,"",-0.017173051519154603,0.08005617977528079,-0.009320905459387574,0.0,2020-05-14,true,false,0.008930168399028049,0.029002078988360432,1820,1820,94.84600000000137,21033.0,0.004509390006180829,21127.846,0.0,filled
B1|sz.002312|20200331|a2020-04-15|u0,sz.002312,20200331#u0,2020-04-15,2020-04-16 am,2020-04-16 am,false,true,true,1,reduced,3,0,issued,true,4.58,4.61,2,"{""not_penetrated"": 1, ""filled_limit_buy"": 1}",2020-04-17,4.61,4.58,"",0.030368763557483414,0.03493449781659397,0.019522776572667988,0.0065502183406114245,2020-05-19,true,false,0.003385732945301423,0.021343737259942756,1820,1820,612.1500000000015,21211.0,0.02886002545848859,21823.15,0.0,filled
B1|sz.002384|20200630|a2020-06-09|u0,sz.002384,20200630#u0,2020-06-09,2020-06-10 am,2020-06-10 am,false,true,true,1,reduced,0,0,issued,true,28.9,28.9,1,"{""filled_limit_buy"": 1}",2020-06-10,28.9,28.9,"",0.11258404601266059,0.13804025112949603,0.11258404601266059,0.0,2020-07-10,true,false,0.15123096500062627,0.18658708706925742,1456,1456,2319.4530000000013,20235.0,0.11462579688658273,22519.453,35.0,filled
B1|sz.002585|20200630|a2020-06-30|u0,sz.002585,20200630#u0,2020-06-30,2020-07-01 am,2020-07-01 am,false,true,true,1,reduced,1,0,issued,true,6.53,6.53,1,"{""filled_limit_buy"": 1}",2020-07-01,6.53,6.53,"",0.2155688622754488,0.2559618441971383,0.24349157733537474,0.0,2020-07-29,true,false,0.09056372532596002,0.12142149582514836,1556,1556,5765.292000000001,20901.0,0.2758380938711067,26666.292,0.0,filled
