时间,代码,名称,开盘价,收盘价,最高价,最低价,成交量,成交额,涨幅,振幅
2015-07-01 09:30:00,sz000560,我爱我家,30.3,30.3,30.3,30.3,159,481770,0.0,0.0
2015-07-01 09:31:00,sz000560,我爱我家,30.29,30.0,30.29,30.0,675,2038108,-0.99,0.96
2015-07-01 09:32:00,sz000560,我爱我家,30.0,30.23,30.23,30.0,137,411712,0.77,0.77
2015-07-01 09:33:00,sz000560,我爱我家,30.3,30.3,30.3,30.3,72,218160,0.23,0.0
2015-07-01 09:34:00,sz000560,我爱我家,30.8,30.98,30.98,30.8,220,681182,2.24,0.59
2015-07-01 09:35:00,sz000560,我爱我家,30.95,30.8,30.95,30.8,145,447920,-0.58,0.48
2015-07-01 09:36:00,sz000560,我爱我家,30.79,30.66,30.79,30.62,188,576364,-0.45,0.55
2015-07-01 09:37:00,sz000560,我爱我家,30.6,30.6,30.6,30.6,179,547740,-0.2,0.0
2015-07-01 09:38:00,sz000560,我爱我家,30.5,30.61,30.61,30.5,151,460660,0.03,0.36
2015-07-01 09:39:00,sz000560,我爱我家,30.66,30.79,30.79,30.66,231,708714,0.59,0.42
2015-07-01 09:40:00,sz000560,我爱我家,30.79,30.8,30.8,30.79,123,378826,0.03,0.03
2015-07-01 09:41:00,sz000560,我爱我家,30.81,31.18,31.18,30.81,35,108765,1.23,1.2
2015-07-01 09:42:00,sz000560,我爱我家,31.17,31.15,31.17,31.15,107,333329,-0.1,0.06
2015-07-01 09:43:00,sz000560,我爱我家,31.0,31.0,31.0,31.0,115,356500,-0.48,0.0
2015-07-01 09:44:00,sz000560,我爱我家,30.81,31.01,31.01,30.81,80,247373,0.03,0.65
2015-07-01 09:45:00,sz000560,我爱我家,31.01,30.9,31.01,30.9,145,449524,-0.35,0.35
2015-07-01 09:46:00,sz000560,我爱我家,30.9,30.87,30.9,30.87,40,123530,-0.1,0.1
2015-07-01 09:47:00,sz000560,我爱我家,30.87,30.87,30.87,30.87,34,104958,0.0,0.0
2015-07-01 09:48:00,sz000560,我爱我家,30.9,30.88,30.9,30.88,92,284116,0.03,0.06
2015-07-01 09:49:00,sz000560,我爱我家,30.9,30.79,30.9,30.79,249,766878,-0.29,0.36
2015-07-01 09:50:00,sz000560,我爱我家,30.79,30.79,30.79,30.79,41,126238,0.0,0.0
2015-07-01 09:51:00,sz000560,我爱我家,30.67,30.67,30.67,30.67,129,395643,-0.39,0.0
2015-07-01 09:52:00,sz000560,我爱我家,30.67,30.8,30.8,30.67,290,891505,0.42,0.42
2015-07-01 09:53:00,sz000560,我爱我家,30.88,30.94,30.94,30.88,99,305982,0.45,0.19
2015-07-01 09:54:00,sz000560,我爱我家,31.0,31.1,31.1,30.95,271,840740,0.52,0.48
2015-07-01 09:55:00,sz000560,我爱我家,31.2,31.3,31.3,31.2,201,628580,0.64,0.32
2015-07-01 09:56:00,sz000560,我爱我家,31.35,31.3,31.45,31.3,197,617769,0.0,0.48
2015-07-01 09:57:00,sz000560,我爱我家,31.3,31.2,31.3,31.2,143,447170,-0.32,0.32
2015-07-01 09:58:00,sz000560,我爱我家,31.11,30.95,31.11,30.95,120,371944,-0.8,0.51
2015-07-01 09:59:00,sz000560,我爱我家,30.88,31.0,31.0,30.88,68,210032,0.16,0.39
2015-07-01 10:00:00,sz000560,我爱我家,30.95,30.91,31.0,30.91,33,102196,-0.29,0.29
2015-07-01 10:01:00,sz000560,我爱我家,30.91,31.0,31.0,30.91,32,99137,0.29,0.29
2015-07-01 10:02:00,sz000560,我爱我家,31.0,31.0,31.0,31.0,90,279000,0.0,0.0
2015-07-01 10:03:00,sz000560,我爱我家,31.01,31.01,31.01,31.01,38,117838,0.03,0.0
2015-07-01 10:04:00,sz000560,我爱我家,31.09,31.1,31.15,31.09,167,520012,0.29,0.19
2015-07-01 10:05:00,sz000560,我爱我家,31.15,31.14,31.15,31.1,76,236539,0.13,0.16
2015-07-01 10:06:00,sz000560,我爱我家,31.1,31.1,31.1,31.1,49,152390,-0.13,0.0
2015-07-01 10:07:00,sz000560,我爱我家,31.1,31.09,31.1,31.09,26,80854,-0.03,0.03
2015-07-01 10:08:00,sz000560,我爱我家,31.09,31.01,31.09,31.01,38,117870,-0.26,0.26
2015-07-01 10:09:00,sz000560,我爱我家,31.01,31.01,31.01,31.01,36,111636,0.0,0.0
2015-07-01 10:10:00,sz000560,我爱我家,31.01,31.01,31.01,31.01,13,40313,0.0,0.0
2015-07-01 10:11:00,sz000560,我爱我家,31.05,31.05,31.05,31.05,1,3105,0.13,0.0
2015-07-01 10:12:00,sz000560,我爱我家,31.01,31.0,31.01,31.0,71,220128,-0.16,0.03
2015-07-01 10:13:00,sz000560,我爱我家,30.9,30.85,30.9,30.85,123,379975,-0.48,0.16
2015-07-01 10:14:00,sz000560,我爱我家,30.8,30.75,30.8,30.75,104,320134,-0.32,0.16
2015-07-01 10:15:00,sz000560,我爱我家,30.66,30.66,30.66,30.62,166,508796,-0.29,0.13
2015-07-01 10:16:00,sz000560,我爱我家,30.7,30.9,30.9,30.7,23,70709,0.78,0.65
2015-07-01 10:17:00,sz000560,我爱我家,30.9,30.9,30.9,30.9,24,74159,0.0,0.0
2015-07-01 10:18:00,sz000560,我爱我家,30.9,30.76,30.9,30.76,4,12345,-0.45,0.45
2015-07-01 10:19:00,sz000560,我爱我家,30.76,30.76,30.76,30.76,26,79976,0.0,0.0
2015-07-01 10:20:00,sz000560,我爱我家,30.75,30.75,30.75,30.75,144,442800,-0.03,0.0
2015-07-01 10:21:00,sz000560,我爱我家,30.75,30.75,30.75,30.75,39,119925,0.0,0.0
2015-07-01 10:22:00,sz000560,我爱我家,30.75,30.77,30.77,30.75,91,279941,0.07,0.07
2015-07-01 10:23:00,sz000560,我爱我家,30.79,30.99,30.99,30.79,34,105346,0.71,0.65
2015-07-01 10:24:00,sz000560,我爱我家,30.99,30.99,30.99,30.99,134,415266,0.0,0.0
2015-07-01 10:25:00,sz000560,我爱我家,30.99,30.99,30.99,30.99,9,27890,0.0,0.0
2015-07-01 10:26:00,sz000560,我爱我家,30.8,30.8,30.8,30.8,87,267960,-0.61,0.0
2015-07-01 10:27:00,sz000560,我爱我家,30.8,30.8,30.8,30.8,23,70840,0.0,0.0
2015-07-01 10:28:00,sz000560,我爱我家,30.8,30.8,30.8,30.8,0,0,0.0,0.0
2015-07-01 10:29:00,sz000560,我爱我家,30.9,30.99,30.99,30.9,2,6189,0.62,0.29
2015-07-01 10:30:00,sz000560,我爱我家,30.99,30.99,30.99,30.99,28,86771,0.0,0.0
2015-07-01 10:31:00,sz000560,我爱我家,30.88,30.81,30.88,30.81,42,129625,-0.58,0.23
2015-07-01 10:32:00,sz000560,我爱我家,30.88,30.88,30.88,30.88,82,253216,0.23,0.0
2015-07-01 10:33:00,sz000560,我爱我家,30.83,30.83,30.83,30.83,23,70907,-0.16,0.0
2015-07-01 10:34:00,sz000560,我爱我家,30.82,30.82,30.88,30.82,158,486974,-0.03,0.19
2015-07-01 10:35:00,sz000560,我爱我家,30.82,30.88,30.88,30.82,154,475115,0.19,0.19
2015-07-01 10:36:00,sz000560,我爱我家,30.87,30.87,30.87,30.87,17,52479,-0.03,0.0
2015-07-01 10:37:00,sz000560,我爱我家,30.87,30.87,30.87,30.87,31,95697,0.0,0.0
2015-07-01 10:38:00,sz000560,我爱我家,30.88,30.85,30.88,30.85,47,145133,-0.06,0.1
2015-07-01 10:39:00,sz000560,我爱我家,30.87,30.88,30.88,30.87,21,64840,0.1,0.03
2015-07-01 10:40:00,sz000560,我爱我家,30.88,30.88,30.88,30.88,65,200720,0.0,0.0
2015-07-01 10:41:00,sz000560,我爱我家,30.88,30.88,30.9,30.88,98,302633,0.0,0.06
2015-07-01 10:42:00,sz000560,我爱我家,30.88,30.9,30.9,30.88,209,645792,0.06,0.06
2015-07-01 10:43:00,sz000560,我爱我家,30.9,31.0,31.0,30.9,97,299898,0.32,0.32
2015-07-01 10:44:00,sz000560,我爱我家,31.0,31.0,31.0,31.0,24,74400,0.0,0.0
2015-07-01 10:45:00,sz000560,我爱我家,31.0,31.0,31.0,31.0,115,356500,0.0,0.0
2015-07-01 10:46:00,sz000560,我爱我家,31.0,30.95,31.0,30.95,16,49545,-0.16,0.16
2015-07-01 10:47:00,sz000560,我爱我家,30.95,30.95,30.95,30.95,39,120704,0.0,0.0
2015-07-01 10:48:00,sz000560,我爱我家,30.92,30.91,30.92,30.91,29,89643,-0.13,0.03
2015-07-01 10:49:00,sz000560,我爱我家,30.9,30.9,30.9,30.9,79,244110,-0.03,0.0
2015-07-01 10:50:00,sz000560,我爱我家,30.92,30.9,30.92,30.9,29,89614,0.0,0.06
2015-07-01 10:51:00,sz000560,我爱我家,30.9,30.9,30.9,30.9,9,27808,0.0,0.0
2015-07-01 10:52:00,sz000560,我爱我家,30.9,30.9,30.9,30.9,7,21630,0.0,0.0
2015-07-01 10:53:00,sz000560,我爱我家,30.9,30.9,30.9,30.89,11,33987,0.0,0.03
2015-07-01 10:54:00,sz000560,我爱我家,30.9,30.9,30.9,30.9,5,15450,0.0,0.0
2015-07-01 10:55:00,sz000560,我爱我家,30.92,30.92,30.92,30.92,61,188612,0.06,0.0
2015-07-01 10:56:00,sz000560,我爱我家,30.92,30.92,30.92,30.92,56,173152,0.0,0.0
2015-07-01 10:57:00,sz000560,我爱我家,30.92,30.92,30.92,30.92,15,46380,0.0,0.0
2015-07-01 10:58:00,sz000560,我爱我家,30.98,30.98,30.98,30.98,4,12392,0.19,0.0
2015-07-01 10:59:00,sz000560,我爱我家,30.99,30.99,30.99,30.99,20,61979,0.03,0.0
2015-07-01 11:00:00,sz000560,我爱我家,30.98,30.98,30.98,30.98,9,27882,-0.03,0.0
2015-07-01 11:01:00,sz000560,我爱我家,30.98,30.94,30.98,30.94,15,46434,-0.13,0.13
2015-07-01 11:02:00,sz000560,我爱我家,30.94,30.94,30.94,30.94,3,9282,0.0,0.0
2015-07-01 11:03:00,sz000560,我爱我家,30.94,30.94,30.94,30.94,10,30940,0.0,0.0
2015-07-01 11:04:00,sz000560,我爱我家,30.94,30.92,30.94,30.92,26,80424,-0.06,0.06
2015-07-01 11:05:00,sz000560,我爱我家,30.94,30.94,30.94,30.94,7,21658,0.06,0.0
2015-07-01 11:06:00,sz000560,我爱我家,30.94,30.94,30.94,30.94,46,142324,0.0,0.0
2015-07-01 11:07:00,sz000560,我爱我家,30.97,30.97,30.97,30.97,4,12388,0.1,0.0
2015-07-01 11:08:00,sz000560,我爱我家,30.91,30.91,30.91,30.91,34,105094,-0.19,0.0
2015-07-01 11:09:00,sz000560,我爱我家,30.99,31.0,31.0,30.99,195,604405,0.29,0.03
2015-07-01 11:10:00,sz000560,我爱我家,31.0,31.05,31.05,31.0,40,124020,0.16,0.16
2015-07-01 11:11:00,sz000560,我爱我家,31.09,31.09,31.09,31.09,20,62179,0.13,0.0
2015-07-01 11:12:00,sz000560,我爱我家,31.09,31.09,31.09,31.09,101,314008,0.0,0.0
2015-07-01 11:13:00,sz000560,我爱我家,31.1,31.09,31.1,31.09,75,233239,0.0,0.03
2015-07-01 11:14:00,sz000560,我爱我家,31.1,31.1,31.1,31.1,6,18660,0.03,0.0
2015-07-01 11:15:00,sz000560,我爱我家,31.1,31.11,31.11,31.1,15,46654,0.03,0.03
2015-07-01 11:16:00,sz000560,我爱我家,31.11,31.11,31.11,31.1,47,146203,0.0,0.03
2015-07-01 11:17:00,sz000560,我爱我家,30.9,30.88,30.9,30.88,175,540728,-0.74,0.06
2015-07-01 11:18:00,sz000560,我爱我家,30.8,30.8,30.8,30.8,400,1232000,-0.26,0.0
2015-07-01 11:19:00,sz000560,我爱我家,30.81,30.82,30.82,30.81,20,61625,0.06,0.03
2015-07-01 11:20:00,sz000560,我爱我家,30.82,30.85,30.85,30.82,18,55518,0.1,0.1
2015-07-01 11:21:00,sz000560,我爱我家,30.85,30.85,30.85,30.85,37,114145,0.0,0.0
2015-07-01 11:22:00,sz000560,我爱我家,30.81,30.7,30.81,30.7,231,709333,-0.49,0.36
2015-07-01 11:23:00,sz000560,我爱我家,30.6,30.7,30.7,30.6,66,202412,0.0,0.33
2015-07-01 11:24:00,sz000560,我爱我家,30.7,30.7,30.7,30.66,142,435699,0.0,0.13
2015-07-01 11:25:00,sz000560,我爱我家,30.7,30.69,30.7,30.69,35,107424,-0.03,0.03
2015-07-01 11:26:00,sz000560,我爱我家,30.69,30.67,30.69,30.67,23,70552,-0.07,0.07
2015-07-01 11:27:00,sz000560,我爱我家,30.67,30.68,30.68,30.67,56,171797,0.03,0.03
2015-07-01 11:28:00,sz000560,我爱我家,30.68,30.66,30.68,30.66,105,322012,-0.07,0.07
2015-07-01 11:29:00,sz000560,我爱我家,30.66,30.65,30.66,30.65,1683,5158424,-0.03,0.03
2015-07-01 11:30:00,sz000560,我爱我家,30.65,30.65,30.65,30.65,340,1042099,0.0,0.0
2015-07-01 13:01:00,sz000560,我爱我家,30.7,30.7,30.7,30.65,31,95139,0.16,0.16
2015-07-01 13:02:00,sz000560,我爱我家,30.66,30.65,30.66,30.65,419,1284238,-0.16,0.03
2015-07-01 13:03:00,sz000560,我爱我家,30.6,30.56,30.6,30.56,27,82608,-0.29,0.13
2015-07-01 13:04:00,sz000560,我爱我家,30.56,30.56,30.56,30.56,4,12224,0.0,0.0
2015-07-01 13:05:00,sz000560,我爱我家,30.6,30.66,30.66,30.6,21,64296,0.33,0.2
2015-07-01 13:06:00,sz000560,我爱我家,30.66,30.65,30.66,30.65,54,165533,-0.03,0.03
2015-07-01 13:07:00,sz000560,我爱我家,30.65,30.65,30.65,30.65,7,21454,0.0,0.0
2015-07-01 13:08:00,sz000560,我爱我家,30.63,30.6,30.63,30.6,31,94944,-0.16,0.1
2015-07-01 13:09:00,sz000560,我爱我家,30.58,30.58,30.58,30.58,20,61159,-0.07,0.0
2015-07-01 13:10:00,sz000560,我爱我家,30.56,30.5,30.56,30.5,176,537190,-0.26,0.2
2015-07-01 13:11:00,sz000560,我爱我家,30.48,30.48,30.48,30.48,27,82296,-0.07,0.0
2015-07-01 13:12:00,sz000560,我爱我家,30.4,30.35,30.4,30.35,41,124464,-0.43,0.16
2015-07-01 13:13:00,sz000560,我爱我家,30.35,30.3,30.35,30.3,106,321440,-0.16,0.16
2015-07-01 13:14:00,sz000560,我爱我家,30.16,30.0,30.16,30.0,303,909486,-0.99,0.53
2015-07-01 13:15:00,sz000560,我爱我家,30.12,30.3,30.3,30.12,85,256540,1.0,0.6
2015-07-01 13:16:00,sz000560,我爱我家,30.4,30.3,30.4,30.3,158,479180,0.0,0.33
2015-07-01 13:17:00,sz000560,我爱我家,30.3,30.18,30.3,30.18,134,404808,-0.4,0.4
2015-07-01 13:18:00,sz000560,我爱我家,30.17,30.12,30.17,30.12,97,292394,-0.2,0.17
2015-07-01 13:19:00,sz000560,我爱我家,30.15,30.11,30.15,30.11,38,114465,-0.03,0.13
2015-07-01 13:20:00,sz000560,我爱我家,30.11,30.15,30.15,30.11,201,605895,0.13,0.13
2015-07-01 13:21:00,sz000560,我爱我家,30.19,30.19,30.48,30.19,265,804501,0.13,0.96
2015-07-01 13:22:00,sz000560,我爱我家,30.19,30.19,30.19,30.19,11,33209,0.0,0.0
2015-07-01 13:23:00,sz000560,我爱我家,30.21,30.21,30.21,30.21,17,51357,0.07,0.0
2015-07-01 13:24:00,sz000560,我爱我家,30.21,30.21,30.21,30.21,30,90630,0.0,0.0
2015-07-01 13:25:00,sz000560,我爱我家,30.21,30.19,30.21,30.19,18,54346,-0.07,0.07
2015-07-01 13:26:00,sz000560,我爱我家,30.21,30.21,30.21,30.21,36,108756,0.07,0.0
2015-07-01 13:27:00,sz000560,我爱我家,30.21,30.21,30.21,30.21,15,45315,0.0,0.0
2015-07-01 13:28:00,sz000560,我爱我家,30.22,30.22,30.22,30.22,0,0,0.03,0.0
2015-07-01 13:29:00,sz000560,我爱我家,30.29,30.4,30.4,30.29,34,103205,0.6,0.36
2015-07-01 13:30:00,sz000560,我爱我家,30.4,30.4,30.4,30.4,51,155040,0.0,0.0
2015-07-01 13:31:00,sz000560,我爱我家,30.4,30.29,30.4,30.29,23,69798,-0.36,0.36
2015-07-01 13:32:00,sz000560,我爱我家,30.4,30.4,30.4,30.4,30,91200,0.36,0.0
2015-07-01 13:33:00,sz000560,我爱我家,30.22,30.22,30.22,30.22,11,33241,-0.59,0.0
2015-07-01 13:34:00,sz000560,我爱我家,30.22,30.22,30.22,30.22,25,75549,0.0,0.0
2015-07-01 13:35:00,sz000560,我爱我家,30.22,30.22,30.23,30.22,27,81600,0.0,0.03
2015-07-01 13:36:00,sz000560,我爱我家,30.4,30.4,30.4,30.4,18,54719,0.6,0.0
2015-07-01 13:37:00,sz000560,我爱我家,30.25,30.25,30.25,30.25,7,21175,-0.49,0.0
2015-07-01 13:38:00,sz000560,我爱我家,30.23,30.22,30.23,30.22,45,136003,-0.1,0.03
2015-07-01 13:39:00,sz000560,我爱我家,30.24,30.24,30.24,30.23,65,196535,0.07,0.03
2015-07-01 13:40:00,sz000560,我爱我家,30.23,30.23,30.23,30.23,15,45345,-0.03,0.0
2015-07-01 13:41:00,sz000560,我爱我家,30.23,30.23,30.23,30.23,1,3023,0.0,0.0
2015-07-01 13:42:00,sz000560,我爱我家,30.23,30.23,30.38,30.23,51,154323,0.0,0.5
2015-07-01 13:43:00,sz000560,我爱我家,30.23,30.23,30.38,30.23,0,0,0.0,0.0
2015-07-01 13:44:00,sz000560,我爱我家,30.23,30.23,30.23,30.23,35,105805,0.0,0.0
2015-07-01 13:45:00,sz000560,我爱我家,30.2,30.21,30.21,30.2,82,247711,-0.07,0.03
2015-07-01 13:46:00,sz000560,我爱我家,30.2,30.18,30.2,30.18,17,51326,-0.1,0.07
2015-07-01 13:47:00,sz000560,我爱我家,30.15,30.11,30.15,30.11,64,192908,-0.23,0.13
2015-07-01 13:48:00,sz000560,我爱我家,30.1,30.08,30.1,30.01,116,348715,-0.1,0.3
2015-07-01 13:49:00,sz000560,我爱我家,30.01,30.08,30.08,30.01,24,72135,0.0,0.23
2015-07-01 13:50:00,sz000560,我爱我家,30.1,30.03,30.1,30.03,161,484443,-0.17,0.23
2015-07-01 13:51:00,sz000560,我爱我家,30.08,30.04,30.08,30.04,35,105210,0.03,0.13
2015-07-01 13:52:00,sz000560,我爱我家,30.07,30.03,30.07,30.03,25,75135,-0.03,0.13
2015-07-01 13:53:00,sz000560,我爱我家,30.06,30.05,30.06,30.05,39,117209,0.07,0.03
2015-07-01 13:54:00,sz000560,我爱我家,30.03,30.05,30.05,30.03,129,387561,0.0,0.07
2015-07-01 13:55:00,sz000560,我爱我家,30.05,30.06,30.06,30.05,42,126250,0.03,0.03
2015-07-01 13:56:00,sz000560,我爱我家,30.06,30.1,30.1,30.06,55,165490,0.13,0.13
