时间,代码,名称,开盘价,收盘价,最高价,最低价,成交量,成交额,涨幅,振幅
2015-07-01 09:30:00,sz300209,有棵树,23.04,23.04,23.04,23.04,1184,2727936,0.0,0.0
2015-07-01 09:31:00,sz300209,有棵树,23.03,23.04,23.05,23.03,1459,3361880,0.0,0.09
2015-07-01 09:32:00,sz300209,有棵树,23.08,23.09,23.19,23.05,640,1476822,0.22,0.61
2015-07-01 09:33:00,sz300209,有棵树,23.1,23.2,23.2,23.1,1334,3082470,0.48,0.43
2015-07-01 09:34:00,sz300209,有棵树,23.35,23.31,23.5,23.31,519,1214386,0.47,0.82
2015-07-01 09:35:00,sz300209,有棵树,23.55,23.65,23.65,23.55,525,1238364,1.46,0.43
2015-07-01 09:36:00,sz300209,有棵树,23.61,23.48,23.61,23.48,927,2182114,-0.72,0.55
2015-07-01 09:37:00,sz300209,有棵树,23.47,23.4,23.47,23.4,926,2169632,-0.34,0.3
2015-07-01 09:38:00,sz300209,有棵树,23.33,23.5,23.5,23.33,539,1259749,0.43,0.73
2015-07-01 09:39:00,sz300209,有棵树,23.54,23.69,23.69,23.54,351,829074,0.81,0.64
2015-07-01 09:40:00,sz300209,有棵树,23.61,23.82,23.82,23.61,886,2104040,0.55,0.89
2015-07-01 09:41:00,sz300209,有棵树,23.9,23.83,23.9,23.83,2302,5495343,0.04,0.29
2015-07-01 09:42:00,sz300209,有棵树,23.82,23.69,23.82,23.69,502,1193541,-0.59,0.55
2015-07-01 09:43:00,sz300209,有棵树,23.69,23.6,23.69,23.6,316,746426,-0.38,0.38
2015-07-01 09:44:00,sz300209,有棵树,23.56,23.47,23.56,23.47,921,2163985,-0.55,0.38
2015-07-01 09:45:00,sz300209,有棵树,23.5,23.7,23.7,23.5,444,1046600,0.98,0.85
2015-07-01 09:46:00,sz300209,有棵树,23.81,23.76,23.81,23.76,1163,2768377,0.25,0.21
2015-07-01 09:47:00,sz300209,有棵树,23.75,23.75,23.75,23.75,274,650750,-0.04,0.0
2015-07-01 09:48:00,sz300209,有棵树,23.7,23.67,23.75,23.67,320,758091,-0.34,0.34
2015-07-01 09:49:00,sz300209,有棵树,23.56,23.47,23.56,23.47,1411,3314359,-0.84,0.38
2015-07-01 09:50:00,sz300209,有棵树,23.6,23.6,23.6,23.6,390,920400,0.55,0.0
2015-07-01 09:51:00,sz300209,有棵树,23.6,23.8,23.8,23.6,1193,2831540,0.85,0.85
2015-07-01 09:52:00,sz300209,有棵树,23.81,23.84,23.84,23.78,522,1242754,0.17,0.25
2015-07-01 09:53:00,sz300209,有棵树,23.88,23.9,23.9,23.88,301,719241,0.25,0.08
2015-07-01 09:54:00,sz300209,有棵树,23.98,23.97,23.98,23.91,576,1380072,0.29,0.29
2015-07-01 09:55:00,sz300209,有棵树,23.96,23.96,23.97,23.96,663,1588756,-0.04,0.04
2015-07-01 09:56:00,sz300209,有棵树,23.92,23.92,23.92,23.92,755,1805960,-0.17,0.0
2015-07-01 09:57:00,sz300209,有棵树,23.92,23.78,23.92,23.78,404,963500,-0.59,0.59
2015-07-01 09:58:00,sz300209,有棵树,23.75,23.78,23.78,23.75,519,1233435,0.0,0.13
2015-07-01 09:59:00,sz300209,有棵树,23.78,23.75,23.78,23.75,311,739198,-0.13,0.13
2015-07-01 10:00:00,sz300209,有棵树,23.75,23.77,23.84,23.75,324,770269,0.08,0.38
2015-07-01 10:01:00,sz300209,有棵树,23.85,23.88,23.88,23.78,630,1500747,0.46,0.42
2015-07-01 10:02:00,sz300209,有棵树,23.84,23.9,23.9,23.84,262,625412,0.08,0.25
2015-07-01 10:03:00,sz300209,有棵树,23.88,23.88,23.88,23.88,290,692520,-0.08,0.0
2015-07-01 10:04:00,sz300209,有棵树,23.8,23.68,23.8,23.68,985,2342600,-0.84,0.5
2015-07-01 10:05:00,sz300209,有棵树,23.68,23.65,23.68,23.65,309,731496,-0.13,0.13
2015-07-01 10:06:00,sz300209,有棵树,23.65,23.62,23.65,23.62,688,1625710,-0.13,0.13
2015-07-01 10:07:00,sz300209,有棵树,23.71,23.79,23.79,23.71,83,197291,0.72,0.34
2015-07-01 10:08:00,sz300209,有棵树,23.9,23.78,23.9,23.78,572,1360780,-0.04,0.5
2015-07-01 10:09:00,sz300209,有棵树,23.8,23.79,23.8,23.79,432,1028102,0.04,0.04
2015-07-01 10:10:00,sz300209,有棵树,23.72,23.66,23.72,23.66,98,232147,-0.55,0.25
2015-07-01 10:11:00,sz300209,有棵树,23.66,23.7,23.7,23.65,305,722085,0.17,0.21
2015-07-01 10:12:00,sz300209,有棵树,23.71,23.7,23.71,23.7,619,1467334,0.0,0.04
2015-07-01 10:13:00,sz300209,有棵树,23.65,23.62,23.65,23.62,208,491617,-0.34,0.13
2015-07-01 10:14:00,sz300209,有棵树,23.55,23.55,23.55,23.45,1226,2883920,-0.3,0.42
