时间,代码,名称,开盘价,收盘价,最高价,最低价,成交量,成交额,涨幅,振幅
2015-07-01 09:30:00,sz300006,莱美药业,41.5,41.5,41.5,41.5,222,921300,0.0,0.0
2015-07-01 09:31:00,sz300006,莱美药业,41.7,41.59,41.7,41.02,971,4017364,0.22,1.64
2015-07-01 09:32:00,sz300006,莱美药业,42.2,42.49,42.49,42.2,611,2587132,2.16,0.7
2015-07-01 09:33:00,sz300006,莱美药业,42.49,42.49,42.49,42.49,319,1355431,0.0,0.0
2015-07-01 09:34:00,sz300006,莱美药业,42.28,42.49,42.49,42.28,190,805861,0.0,0.49
2015-07-01 09:35:00,sz300006,莱美药业,41.28,41.28,41.28,41.28,696,2873088,-2.85,0.0
2015-07-01 09:36:00,sz300006,莱美药业,41.42,41.8,41.8,41.42,240,996922,1.26,0.92
2015-07-01 09:37:00,sz300006,莱美药业,42.36,42.36,42.36,42.36,107,453252,1.34,0.0
2015-07-01 09:38:00,sz300006,莱美药业,42.49,42.4,42.49,42.4,392,1664680,0.09,0.21
2015-07-01 09:39:00,sz300006,莱美药业,43.0,42.79,43.0,42.79,289,1239634,0.92,0.5
2015-07-01 09:40:00,sz300006,莱美药业,43.0,43.0,43.0,43.0,380,1634000,0.49,0.0
2015-07-01 09:41:00,sz300006,莱美药业,43.0,43.4,43.4,43.0,400,1727812,0.93,0.93
2015-07-01 09:42:00,sz300006,莱美药业,43.3,43.15,43.3,43.15,169,731245,-0.58,0.35
2015-07-01 09:43:00,sz300006,莱美药业,43.16,43.0,43.16,43.0,633,2727941,-0.35,0.37
2015-07-01 09:44:00,sz300006,莱美药业,42.8,42.84,42.84,42.8,319,1365847,-0.37,0.09
2015-07-01 09:45:00,sz300006,莱美药业,42.8,42.89,42.89,42.8,619,2653163,0.12,0.21
2015-07-01 09:46:00,sz300006,莱美药业,42.11,42.24,42.8,42.11,199,847420,-1.52,1.61
2015-07-01 09:47:00,sz300006,莱美药业,42.8,42.78,42.8,42.78,82,350846,1.28,0.05
2015-07-01 09:48:00,sz300006,莱美药业,42.66,42.21,42.66,42.21,586,2480436,-1.33,1.05
2015-07-01 09:49:00,sz300006,莱美药业,42.77,42.2,42.77,42.2,605,2557987,-0.02,1.35
2015-07-01 09:50:00,sz300006,莱美药业,42.2,42.6,42.6,42.2,219,925540,0.95,0.95
2015-07-01 09:51:00,sz300006,莱美药业,42.4,42.4,42.4,42.4,1271,5389040,-0.47,0.0
2015-07-01 09:52:00,sz300006,莱美药业,42.6,42.98,42.98,42.6,1772,7575105,1.37,0.9
2015-07-01 09:53:00,sz300006,莱美药业,43.0,42.8,43.0,42.8,985,4219539,-0.42,0.47
