时间,代码,名称,开盘价,收盘价,最高价,最低价,成交量,成交额,涨幅,振幅
2015-07-01 09:30:00,sz300100,双林股份,19.22,19.22,19.22,19.22,178,342116,0.0,0.0
2015-07-01 09:31:00,sz300100,双林股份,18.99,19.0,19.03,18.99,1019,1937238,-1.14,0.21
2015-07-01 09:32:00,sz300100,双林股份,18.99,19.0,19.0,18.99,648,1230903,0.0,0.05
2015-07-01 09:33:00,sz300100,双林股份,19.11,19.18,19.18,19.11,317,607585,0.95,0.37
2015-07-01 09:34:00,sz300100,双林股份,19.2,19.25,19.25,19.2,554,1064879,0.36,0.26
2015-07-01 09:35:00,sz300100,双林股份,19.39,19.38,19.39,19.38,481,932396,0.68,0.05
2015-07-01 09:36:00,sz300100,双林股份,19.33,19.25,19.33,19.25,514,991134,-0.67,0.41
2015-07-01 09:37:00,sz300100,双林股份,19.26,19.3,19.3,19.26,197,379678,0.26,0.21
2015-07-01 09:38:00,sz300100,双林股份,19.3,19.3,19.3,19.3,498,961140,0.0,0.0
2015-07-01 09:39:00,sz300100,双林股份,19.35,19.4,19.4,19.35,195,377600,0.52,0.26
2015-07-01 09:40:00,sz300100,双林股份,19.49,19.49,19.49,19.49,209,407339,0.46,0.0
2015-07-01 09:41:00,sz300100,双林股份,19.5,19.48,19.5,19.48,311,606058,-0.05,0.1
2015-07-01 09:42:00,sz300100,双林股份,19.54,19.58,19.58,19.54,193,377657,0.51,0.21
2015-07-01 09:43:00,sz300100,双林股份,19.6,19.61,19.61,19.6,268,525499,0.15,0.05
2015-07-01 09:44:00,sz300100,双林股份,19.6,19.5,19.6,19.5,679,1326819,-0.56,0.51
2015-07-01 09:45:00,sz300100,双林股份,19.5,19.4,19.5,19.4,525,1021157,-0.51,0.51
2015-07-01 09:46:00,sz300100,双林股份,19.39,19.36,19.39,19.35,345,668327,-0.21,0.21
2015-07-01 09:47:00,sz300100,双林股份,19.38,19.35,19.38,19.35,302,584655,-0.05,0.15
2015-07-01 09:48:00,sz300100,双林股份,19.38,19.42,19.42,19.38,695,1347673,0.36,0.21
2015-07-01 09:49:00,sz300100,双林股份,19.38,19.41,19.41,19.38,248,480888,-0.05,0.15
2015-07-01 09:50:00,sz300100,双林股份,19.41,19.41,19.41,19.4,95,184321,0.0,0.05
2015-07-01 09:51:00,sz300100,双林股份,19.39,19.4,19.4,19.38,281,544902,-0.05,0.1
2015-07-01 09:52:00,sz300100,双林股份,19.42,19.5,19.5,19.42,196,381538,0.52,0.41
2015-07-01 09:53:00,sz300100,双林股份,19.49,19.53,19.53,19.49,153,298328,0.15,0.21
2015-07-01 09:54:00,sz300100,双林股份,19.5,19.58,19.58,19.5,827,1613755,0.26,0.41
2015-07-01 09:55:00,sz300100,双林股份,19.58,19.51,19.58,19.51,234,457101,-0.36,0.36
2015-07-01 09:56:00,sz300100,双林股份,19.45,19.53,19.53,19.45,148,288545,0.1,0.41
2015-07-01 09:57:00,sz300100,双林股份,19.47,19.47,19.47,19.47,547,1065008,-0.31,0.0
2015-07-01 09:58:00,sz300100,双林股份,19.47,19.47,19.47,19.47,336,654192,0.0,0.0
2015-07-01 09:59:00,sz300100,双林股份,19.48,19.45,19.48,19.45,575,1119023,-0.1,0.15
2015-07-01 10:00:00,sz300100,双林股份,19.43,19.49,19.49,19.43,974,1895574,0.21,0.31
2015-07-01 10:01:00,sz300100,双林股份,19.49,19.49,19.5,19.49,207,403489,0.0,0.05
2015-07-01 10:02:00,sz300100,双林股份,19.51,19.54,19.54,19.51,77,150266,0.26,0.15
2015-07-01 10:03:00,sz300100,双林股份,19.55,19.53,19.55,19.53,264,515884,-0.05,0.1
2015-07-01 10:04:00,sz300100,双林股份,19.55,19.48,19.56,19.48,1247,2437019,-0.26,0.41
2015-07-01 10:05:00,sz300100,双林股份,19.48,19.47,19.51,19.47,331,645710,-0.05,0.21
2015-07-01 10:06:00,sz300100,双林股份,19.5,19.5,19.5,19.5,21,40950,0.15,0.0
2015-07-01 10:07:00,sz300100,双林股份,19.49,19.44,19.49,19.42,954,1854105,-0.31,0.36
2015-07-01 10:08:00,sz300100,双林股份,19.39,19.38,19.4,19.38,423,820199,-0.31,0.1
2015-07-01 10:09:00,sz300100,双林股份,19.42,19.42,19.42,19.42,157,304894,0.21,0.0
2015-07-01 10:10:00,sz300100,双林股份,19.43,19.4,19.43,19.4,185,359277,-0.1,0.15
2015-07-01 10:11:00,sz300100,双林股份,19.26,19.25,19.26,19.25,398,766406,-0.77,0.05
2015-07-01 10:12:00,sz300100,双林股份,19.3,19.28,19.3,19.25,174,335445,0.16,0.26
2015-07-01 10:13:00,sz300100,双林股份,19.29,19.19,19.29,19.19,1439,2767331,-0.47,0.52
2015-07-01 10:14:00,sz300100,双林股份,19.15,19.03,19.15,19.03,187,357036,-0.83,0.63
2015-07-01 10:15:00,sz300100,双林股份,19.02,19.13,19.13,19.02,510,970416,0.53,0.58
2015-07-01 10:16:00,sz300100,双林股份,19.14,19.26,19.26,19.14,239,459528,0.68,0.63
2015-07-01 10:17:00,sz300100,双林股份,19.19,19.22,19.22,19.17,40,76712,-0.21,0.26
2015-07-01 10:18:00,sz300100,双林股份,19.19,19.19,19.19,19.19,124,237956,-0.16,0.0
2015-07-01 10:19:00,sz300100,双林股份,19.18,19.13,19.18,19.13,312,597846,-0.31,0.26
2015-07-01 10:20:00,sz300100,双林股份,19.05,19.05,19.05,19.05,629,1198245,-0.42,0.0
2015-07-01 10:21:00,sz300100,双林股份,19.13,19.15,19.15,19.13,98,187549,0.52,0.1
2015-07-01 10:22:00,sz300100,双林股份,19.15,19.15,19.15,19.15,132,252778,0.0,0.0
2015-07-01 10:23:00,sz300100,双林股份,19.16,19.16,19.18,19.16,331,634606,0.05,0.1
2015-07-01 10:24:00,sz300100,双林股份,19.12,19.1,19.12,19.09,644,1230553,-0.31,0.16
2015-07-01 10:25:00,sz300100,双林股份,19.12,19.19,19.2,19.12,144,275881,0.47,0.42
2015-07-01 10:26:00,sz300100,双林股份,19.17,19.25,19.25,19.17,126,241630,0.31,0.42
2015-07-01 10:27:00,sz300100,双林股份,19.25,19.26,19.26,19.18,186,357930,0.05,0.42
2015-07-01 10:28:00,sz300100,双林股份,19.28,19.26,19.28,19.26,194,373744,0.0,0.1
2015-07-01 10:29:00,sz300100,双林股份,19.24,19.24,19.24,19.21,61,117266,-0.1,0.16
