时间,代码,名称,开盘价,收盘价,最高价,最低价,成交量,成交额,涨幅,振幅
2015-07-01 09:30:00,sz000032,深桑达Ａ,20.4,20.4,20.4,20.4,316,644640,0.0,0.0
2015-07-01 09:31:00,sz000032,深桑达Ａ,20.2,20.34,20.34,20.2,830,1681303,-0.29,0.69
2015-07-01 09:32:00,sz000032,深桑达Ａ,20.21,20.14,20.21,20.1,1578,3176858,-0.98,0.54
2015-07-01 09:33:00,sz000032,深桑达Ａ,20.23,20.19,20.23,20.19,559,1130705,0.25,0.2
2015-07-01 09:34:00,sz000032,深桑达Ａ,20.18,20.31,20.31,20.18,1130,2285658,0.59,0.64
2015-07-01 09:35:00,sz000032,深桑达Ａ,20.35,20.66,20.66,20.35,748,1530209,1.72,1.53
2015-07-01 09:36:00,sz000032,深桑达Ａ,20.6,20.35,20.6,20.35,579,1183980,-1.5,1.21
2015-07-01 09:37:00,sz000032,深桑达Ａ,20.37,20.37,20.37,20.37,356,725172,0.1,0.0
2015-07-01 09:38:00,sz000032,深桑达Ａ,20.37,20.37,20.45,20.37,393,801781,0.0,0.39
2015-07-01 09:39:00,sz000032,深桑达Ａ,20.48,20.5,20.5,20.48,293,600268,0.64,0.1
2015-07-01 09:40:00,sz000032,深桑达Ａ,20.6,20.6,20.6,20.6,177,364620,0.49,0.0
2015-07-01 09:41:00,sz000032,深桑达Ａ,20.6,20.7,20.7,20.6,268,553130,0.49,0.49
2015-07-01 09:42:00,sz000032,深桑达Ａ,20.73,20.7,20.73,20.7,387,801771,0.0,0.14
2015-07-01 09:43:00,sz000032,深桑达Ａ,20.7,20.65,20.7,20.65,250,517310,-0.24,0.24
2015-07-01 09:44:00,sz000032,深桑达Ａ,20.65,20.55,20.65,20.55,492,1013270,-0.48,0.48
2015-07-01 09:45:00,sz000032,深桑达Ａ,20.48,20.4,20.48,20.4,375,766652,-0.73,0.39
2015-07-01 09:46:00,sz000032,深桑达Ａ,20.41,20.5,20.5,20.41,199,407759,0.49,0.44
2015-07-01 09:47:00,sz000032,深桑达Ａ,20.51,20.53,20.53,20.51,334,685296,0.15,0.1
2015-07-01 09:48:00,sz000032,深桑达Ａ,20.6,20.5,20.6,20.5,440,903900,-0.15,0.49
2015-07-01 09:49:00,sz000032,深桑达Ａ,20.46,20.46,20.46,20.46,350,716100,-0.2,0.0
2015-07-01 09:50:00,sz000032,深桑达Ａ,20.4,20.4,20.4,20.4,790,1611599,-0.29,0.0
2015-07-01 09:51:00,sz000032,深桑达Ａ,20.4,20.46,20.46,20.4,362,738739,0.29,0.29
2015-07-01 09:52:00,sz000032,深桑达Ａ,20.6,20.65,20.65,20.6,503,1036671,0.93,0.24
2015-07-01 09:53:00,sz000032,深桑达Ａ,20.7,20.61,20.7,20.61,325,671031,-0.19,0.44
2015-07-01 09:54:00,sz000032,深桑达Ａ,20.61,20.7,20.7,20.59,285,587374,0.44,0.53
2015-07-01 09:55:00,sz000032,深桑达Ａ,20.7,20.73,20.73,20.7,157,325241,0.14,0.14
2015-07-01 09:56:00,sz000032,深桑达Ａ,20.77,20.82,20.9,20.77,412,858348,0.43,0.63
2015-07-01 09:57:00,sz000032,深桑达Ａ,20.79,20.74,20.79,20.74,607,1260845,-0.38,0.24
2015-07-01 09:58:00,sz000032,深桑达Ａ,20.72,20.65,20.72,20.65,170,351693,-0.43,0.34
2015-07-01 09:59:00,sz000032,深桑达Ａ,20.62,20.6,20.62,20.6,86,177247,-0.24,0.1
2015-07-01 10:00:00,sz000032,深桑达Ａ,20.63,20.63,20.74,20.63,315,651439,0.15,0.53
2015-07-01 10:01:00,sz000032,深桑达Ａ,20.63,20.63,20.63,20.63,472,973736,0.0,0.0
2015-07-01 10:02:00,sz000032,深桑达Ａ,20.63,20.75,20.75,20.63,243,501716,0.58,0.58
2015-07-01 10:03:00,sz000032,深桑达Ａ,20.8,20.7,20.82,20.7,200,414093,-0.24,0.58
2015-07-01 10:04:00,sz000032,深桑达Ａ,20.63,20.63,20.64,20.63,239,493177,-0.34,0.05
2015-07-01 10:05:00,sz000032,深桑达Ａ,20.62,20.62,20.62,20.62,300,618600,-0.05,0.0
2015-07-01 10:06:00,sz000032,深桑达Ａ,20.62,20.6,20.62,20.6,205,422304,-0.1,0.1
2015-07-01 10:07:00,sz000032,深桑达Ａ,20.6,20.58,20.6,20.58,221,454872,-0.1,0.1
2015-07-01 10:08:00,sz000032,深桑达Ａ,20.6,20.6,20.6,20.6,381,784860,0.1,0.0
2015-07-01 10:09:00,sz000032,深桑达Ａ,20.58,20.6,20.6,20.58,586,1206712,0.0,0.1
2015-07-01 10:10:00,sz000032,深桑达Ａ,20.6,20.6,20.6,20.6,752,1549120,0.0,0.0
2015-07-01 10:11:00,sz000032,深桑达Ａ,20.6,20.58,20.6,20.58,63,129704,-0.1,0.1
