run_id,arm,record_type,day,session,symbol,side,key,ref_commission,engine_commission,commission_diff,ref_stamp,engine_stamp,stamp_diff,ref_fees,engine_fees,fees_diff,ref_net_cash,engine_net_cash,net_cash_diff,ref_settled_cash,engine_settled_cash,settled_diff,ref_unsettled,engine_unsettled,unsettled_diff,ref_position_mv,engine_position_mv,mv_diff,ref_equity,engine_equity,equity_diff,exact_equity_diff,ref_shares,engine_shares,shares_diff,note
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-11,,,,2018-04-11,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,76608.00,76608.00,0.00,454861.08,454861.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-12,,,,2018-04-12,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,75335.00,75335.00,0.00,453588.08,453588.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-13,,,,2018-04-13,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,74985.00,74985.00,0.00,453238.08,453238.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-16,,,,2018-04-16,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,75408.00,75408.00,0.00,453661.08,453661.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-17,,,,2018-04-17,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,75014.00,75014.00,0.00,453267.08,453267.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-18,,,,2018-04-18,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,76114.00,76114.00,0.00,454367.08,454367.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-19,,,,2018-04-19,,,,,,,,,,,,,378253.08,378253.11,-0.03,0.00,0.00,0.00,74789.00,74789.00,0.00,453042.08,453042.11,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-20,,,,2018-04-20,,,,,,,,,,,,,378253.08,378253.11,-0.03,17799.18,17799.18,0.00,55497.00,55497.00,0.00,451549.26,451549.29,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-23,,,,2018-04-23,,,,,,,,,,,,,376013.26,376013.29,-0.03,16448.53,16448.53,0.00,56147.00,56147.00,0.00,448608.79,448608.82,-0.03,-3.30e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.30e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-24,,,,2018-04-24,,,,,,,,,,,,,374266.79,374266.82,-0.03,0.00,0.00,0.00,76301.00,76301.00,0.00,450567.79,450567.82,-0.03,-3.30e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.30e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-25,,,,2018-04-25,,,,,,,,,,,,,374266.79,374266.82,-0.03,0.00,0.00,0.00,75630.00,75630.00,0.00,449896.79,449896.82,-0.03,-3.30e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.30e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-26,,,,2018-04-26,,,,,,,,,,,,,374266.79,374266.82,-0.03,0.00,0.00,0.00,74813.00,74813.00,0.00,449079.79,449079.82,-0.03,-3.30e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.30e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-04-27,,,,2018-04-27,,,,,,,,,,,,,374266.79,374266.82,-0.03,0.00,0.00,0.00,74566.00,74566.00,0.00,448832.79,448832.82,-0.03,-3.30e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.30e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-02,,,,2018-05-02,,,,,,,,,,,,,338802.10,338802.12,-0.02,35818.14,35818.14,0.00,75940.00,75940.00,0.00,450560.24,450560.26,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-03,,,,2018-05-03,,,,,,,,,,,,,374620.24,374620.26,-0.02,0.00,0.00,0.00,77837.00,77837.00,0.00,452457.24,452457.26,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-04,,,,2018-05-04,,,,,,,,,,,,,374980.24,374980.26,-0.02,0.00,0.00,0.00,77098.00,77098.00,0.00,452078.24,452078.26,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-07,,,,2018-05-07,,,,,,,,,,,,,374980.24,374980.26,-0.02,4576.41,4576.41,0.00,75831.00,75831.00,0.00,455387.65,455387.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-08,,,,2018-05-08,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,76022.00,76022.00,0.00,455578.65,455578.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-09,,,,2018-05-09,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,75161.00,75161.00,0.00,454717.65,454717.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-10,,,,2018-05-10,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,75412.00,75412.00,0.00,454968.65,454968.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-11,,,,2018-05-11,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,74211.00,74211.00,0.00,453767.65,453767.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-14,,,,2018-05-14,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,74716.00,74716.00,0.00,454272.65,454272.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-15,,,,2018-05-15,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,74845.00,74845.00,0.00,454401.65,454401.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-16,,,,2018-05-16,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,74235.00,74235.00,0.00,453791.65,453791.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-17,,,,2018-05-17,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,73082.00,73082.00,0.00,452638.65,452638.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-18,,,,2018-05-18,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,73049.00,73049.00,0.00,452605.65,452605.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-21,,,,2018-05-21,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,73125.00,73125.00,0.00,452681.65,452681.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-22,,,,2018-05-22,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,73685.00,73685.00,0.00,453241.65,453241.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-23,,,,2018-05-23,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,72328.00,72328.00,0.00,451884.65,451884.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-24,,,,2018-05-24,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,71580.00,71580.00,0.00,451136.65,451136.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-25,,,,2018-05-25,,,,,,,,,,,,,379556.65,379556.67,-0.02,0.00,0.00,0.00,71769.00,71769.00,0.00,451325.65,451325.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-28,,,,2018-05-28,,,,,,,,,,,,,379710.65,379710.67,-0.02,0.00,0.00,0.00,71722.00,71722.00,0.00,451432.65,451432.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-29,,,,2018-05-29,,,,,,,,,,,,,379710.65,379710.67,-0.02,0.00,0.00,0.00,70231.00,70231.00,0.00,449941.65,449941.67,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-30,,,,2018-05-30,,,,,,,,,,,,,379710.65,379710.67,-0.02,17929.05,17929.05,0.00,49857.00,49857.00,0.00,447496.70,447496.72,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-05-31,,,,2018-05-31,,,,,,,,,,,,,378934.70,378934.72,-0.02,0.00,0.00,0.00,69548.00,69548.00,0.00,448482.70,448482.72,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-01,,,,2018-06-01,,,,,,,,,,,,,339925.98,339926.00,-0.02,34406.55,34406.55,0.00,72724.00,72724.00,0.00,447056.53,447056.55,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-04,,,,2018-06-04,,,,,,,,,,,,,374332.53,374332.55,-0.02,0.00,0.00,0.00,72744.00,72744.00,0.00,447076.53,447076.55,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-05,,,,2018-06-05,,,,,,,,,,,,,374332.53,374332.55,-0.02,0.00,0.00,0.00,74411.00,74411.00,0.00,448743.53,448743.55,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-06,,,,2018-06-06,,,,,,,,,,,,,374332.53,374332.55,-0.02,0.00,0.00,0.00,74349.00,74349.00,0.00,448681.53,448681.55,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-07,,,,2018-06-07,,,,,,,,,,,,,374332.53,374332.55,-0.02,0.00,0.00,0.00,73236.00,73236.00,0.00,447568.53,447568.55,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-08,,,,2018-06-08,,,,,,,,,,,,,374332.53,374332.55,-0.02,16711.27,16711.27,0.00,54317.00,54317.00,0.00,445360.80,445360.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-11,,,,2018-06-11,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,52291.00,52291.00,0.00,443334.80,443334.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-12,,,,2018-06-12,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,53519.00,53519.00,0.00,444562.80,444562.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-13,,,,2018-06-13,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,50569.00,50569.00,0.00,441612.80,441612.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-14,,,,2018-06-14,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,49869.00,49869.00,0.00,440912.80,440912.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-15,,,,2018-06-15,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,49256.00,49256.00,0.00,440299.80,440299.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-19,,,,2018-06-19,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,46854.00,46854.00,0.00,437897.80,437897.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-20,,,,2018-06-20,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,47691.00,47691.00,0.00,438734.80,438734.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-21,,,,2018-06-21,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,46713.00,46713.00,0.00,437756.80,437756.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-22,,,,2018-06-22,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,47761.00,47761.00,0.00,438804.80,438804.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-25,,,,2018-06-25,,,,,,,,,,,,,391043.80,391043.81,-0.01,0.00,0.00,0.00,47358.00,47358.00,0.00,438401.80,438401.81,-0.01,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-26,,,,2018-06-26,,,,,,,,,,,,,391043.80,391043.81,-0.01,13687.29,13687.29,0.00,32951.00,32951.00,0.00,437682.09,437682.11,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-27,,,,2018-06-27,,,,,,,,,,,,,387086.09,387086.11,-0.02,0.00,0.00,0.00,51545.00,51545.00,0.00,438631.09,438631.11,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-28,,,,2018-06-28,,,,,,,,,,,,,387086.09,387086.11,-0.02,0.00,0.00,0.00,51238.00,51238.00,0.00,438324.09,438324.11,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-06-29,,,,2018-06-29,,,,,,,,,,,,,387086.09,387086.11,-0.02,0.00,0.00,0.00,54157.00,54157.00,0.00,441243.09,441243.11,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-02,,,,2018-07-02,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,66050.00,66050.00,0.00,440276.93,440276.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-03,,,,2018-07-03,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,66151.00,66151.00,0.00,440377.93,440377.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-04,,,,2018-07-04,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,63963.00,63963.00,0.00,438189.93,438189.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-05,,,,2018-07-05,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,64294.00,64294.00,0.00,438520.93,438520.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-06,,,,2018-07-06,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,64765.00,64765.00,0.00,438991.93,438991.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-09,,,,2018-07-09,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,65376.00,65376.00,0.00,439602.93,439602.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-10,,,,2018-07-10,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,64807.00,64807.00,0.00,439033.93,439033.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-11,,,,2018-07-11,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,62747.00,62747.00,0.00,436973.93,436973.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-12,,,,2018-07-12,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,64137.00,64137.00,0.00,438363.93,438363.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-13,,,,2018-07-13,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,65964.00,65964.00,0.00,440190.93,440190.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-16,,,,2018-07-16,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,65841.00,65841.00,0.00,440067.93,440067.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-17,,,,2018-07-17,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,64853.00,64853.00,0.00,439079.93,439079.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-18,,,,2018-07-18,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,64913.00,64913.00,0.00,439139.93,439139.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-19,,,,2018-07-19,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,62792.00,62792.00,0.00,437018.93,437018.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-20,,,,2018-07-20,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,65610.00,65610.00,0.00,439836.93,439836.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-23,,,,2018-07-23,,,,,,,,,,,,,374226.93,374226.95,-0.02,0.00,0.00,0.00,66599.00,66599.00,0.00,440825.93,440825.95,-0.02,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-24,,,,2018-07-24,,,,,,,,,,,,,377513.67,377513.70,-0.03,0.00,0.00,0.00,64772.00,64772.00,0.00,442285.67,442285.70,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-25,,,,2018-07-25,,,,,,,,,,,,,377513.67,377513.70,-0.03,0.00,0.00,0.00,64014.00,64014.00,0.00,441527.67,441527.70,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-26,,,,2018-07-26,,,,,,,,,,,,,377513.67,377513.70,-0.03,0.00,0.00,0.00,63708.00,63708.00,0.00,441221.67,441221.70,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-27,,,,2018-07-27,,,,,,,,,,,,,377513.67,377513.70,-0.03,0.00,0.00,0.00,62568.00,62568.00,0.00,440081.67,440081.70,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
20260921T210100-baseline-replay4-9x4q2,FULL-bin,equity_day,2018-07-30,,,,2018-07-30,,,,,,,,,,,,,377513.67,377513.70,-0.03,11121.86,11121.86,0.00,51192.00,51192.00,0.00,439827.53,439827.56,-0.03,-3.00e-10,,,,rounding-location diff: per-movement ROUND_HALF_UP vs engine float accumulation; exact-track |equity diff| = 3.00e-10
