run_id,arm,day,symbol,action_type,run_ratio,ref_ratio,ratio_diff,run_cash_amount,ref_cash_amount,cash_diff,run_shares_after,ref_shares_after,shares_diff,note
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2016-06-02,sz.002619,share_change,2.5,2.5,0.0,,,,3000,3000,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-04-18,sz.000711,share_change,2.0,2.0,0.0,,,,1200,1200,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-04-18,sz.000711,cash_dividend,,,,60.00,60.00,0.00,,,,sandbox per-lot 10.0/round_lot 100 x 600 pre-ex shares; run detail: sz.000711: 0.100000 yuan/share pre-tax (per-lot row / round_lot) x 600
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-05-31,sh.600614,cash_dividend,,,,40.00,40.00,0.00,,,,sandbox per-lot 2.0/round_lot 100 x 2000 pre-ex shares; run detail: sh.600614: 0.020000 yuan/share pre-tax (per-lot row / round_lot) x 200
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-06-16,sz.000723,share_change,1.8,1.8,0.0,,,,2880,2880,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-06-16,sz.000723,cash_dividend,,,,160.00,160.00,0.00,,,,sandbox per-lot 10.0/round_lot 100 x 1600 pre-ex shares; run detail: sz.000723: 0.100000 yuan/share pre-tax (per-lot row / round_lot) x 160
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-07-20,sh.601229,share_change,1.3,1.3,0.0,,,,1040,1040,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2017-07-20,sh.601229,cash_dividend,,,,400.00,400.00,0.00,,,,sandbox per-lot 50.0/round_lot 100 x 800 pre-ex shares; run detail: sh.601229: 0.500000 yuan/share pre-tax (per-lot row / round_lot) x 800
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2018-05-04,sz.000333,cash_dividend,,,,360.00,360.00,0.00,,,,sandbox per-lot 120.0/round_lot 100 x 300 pre-ex shares; run detail: sz.000333: 1.200000 yuan/share pre-tax (per-lot row / round_lot) x 300
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2018-05-28,sh.600211,cash_dividend,,,,154.00,154.00,0.00,,,,sandbox per-lot 38.5/round_lot 100 x 400 pre-ex shares; run detail: sh.600211: 0.385000 yuan/share pre-tax (per-lot row / round_lot) x 400
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2018-07-24,sz.002268,cash_dividend,,,,40.00,40.00,0.00,,,,sandbox per-lot 5.0/round_lot 100 x 800 pre-ex shares; run detail: sz.002268: 0.050000 yuan/share pre-tax (per-lot row / round_lot) x 800
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-05-08,sh.603658,cash_dividend,,,,240.00,240.00,0.00,,,,sandbox per-lot 80.0/round_lot 100 x 300 pre-ex shares; run detail: sh.603658: 0.800000 yuan/share pre-tax (per-lot row / round_lot) x 300
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-05-31,sz.002557,cash_dividend,,,,400.00,400.00,0.00,,,,sandbox per-lot 50.0/round_lot 100 x 800 pre-ex shares; run detail: sz.002557: 0.500000 yuan/share pre-tax (per-lot row / round_lot) x 800
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-06-17,sz.002511,cash_dividend,,,,39.10,39.10,0.00,,,,sandbox per-lot 2.3/round_lot 100 x 1700 pre-ex shares; run detail: sz.002511: 0.023000 yuan/share pre-tax (per-lot row / round_lot) x 170
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-06-20,sz.002537,cash_dividend,,,,121.42,121.42,0.00,,,,sandbox per-lot 5.0591/round_lot 100 x 2400 pre-ex shares; run detail: sz.002537: 0.050591 yuan/share pre-tax (per-lot row / round_lot) x 240
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-07-05,sh.603421,cash_dividend,,,,117.90,117.90,0.00,,,,sandbox per-lot 13.100000000000001/round_lot 100 x 900 pre-ex shares; run detail: sh.603421: 0.131000 yuan/share pre-tax (per-lot row / round_lot) x 900
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-07-18,sh.600900,cash_dividend,,,,680.00,680.00,0.00,,,,sandbox per-lot 68.0/round_lot 100 x 1000 pre-ex shares; run detail: sh.600900: 0.680000 yuan/share pre-tax (per-lot row / round_lot) x 100
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2019-08-09,sh.603360,cash_dividend,,,,195.00,195.00,0.00,,,,sandbox per-lot 39.0/round_lot 100 x 500 pre-ex shares; run detail: sh.603360: 0.390000 yuan/share pre-tax (per-lot row / round_lot) x 500
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2020-06-01,sz.002846,cash_dividend,,,,142.74,142.74,0.00,,,,sandbox per-lot 12.97679/round_lot 100 x 1100 pre-ex shares; run detail: sz.002846: 0.129768 yuan/share pre-tax (per-lot row / round_lot) x 110
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2020-06-02,sz.002768,cash_dividend,,,,50.00,50.00,0.00,,,,sandbox per-lot 10.0/round_lot 100 x 500 pre-ex shares; run detail: sz.002768: 0.100000 yuan/share pre-tax (per-lot row / round_lot) x 500
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2020-06-24,sh.600143,cash_dividend,,,,140.00,140.00,0.00,,,,sandbox per-lot 10.0/round_lot 100 x 1400 pre-ex shares; run detail: sh.600143: 0.100000 yuan/share pre-tax (per-lot row / round_lot) x 140
20260921T210100-baseline-replay4-9x4q2,FULL-bin,2020-10-26,sh.601012,cash_dividend,,,,36.00,36.00,0.00,,,,sandbox per-lot 18.0/round_lot 100 x 200 pre-ex shares; run detail: sh.601012: 0.180000 yuan/share pre-tax (per-lot row / round_lot) x 200
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2016-06-02,sz.002619,share_change,2.5,2.5,0.0,,,,1250,1250,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-04-18,sz.000711,share_change,2.0,2.0,0.0,,,,1200,1200,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-04-18,sz.000711,cash_dividend,,,,60.00,60.00,0.00,,,,sandbox per-lot 10.0/round_lot 100 x 600 pre-ex shares; run detail: sz.000711: 0.100000 yuan/share pre-tax (per-lot row / round_lot) x 600
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-05-31,sh.600614,cash_dividend,,,,36.00,36.00,0.00,,,,sandbox per-lot 2.0/round_lot 100 x 1800 pre-ex shares; run detail: sh.600614: 0.020000 yuan/share pre-tax (per-lot row / round_lot) x 180
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-06-16,sz.000723,share_change,1.8,1.8,0.0,,,,2880,2880,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-06-16,sz.000723,cash_dividend,,,,160.00,160.00,0.00,,,,sandbox per-lot 10.0/round_lot 100 x 1600 pre-ex shares; run detail: sz.000723: 0.100000 yuan/share pre-tax (per-lot row / round_lot) x 160
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-07-20,sh.601229,share_change,1.3,1.3,0.0,,,,1040,1040,0,share-transform ratio cross-checked against sandbox split_factor; shares_after from reference clips
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2017-07-20,sh.601229,cash_dividend,,,,400.00,400.00,0.00,,,,sandbox per-lot 50.0/round_lot 100 x 800 pre-ex shares; run detail: sh.601229: 0.500000 yuan/share pre-tax (per-lot row / round_lot) x 800
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2018-05-04,sz.000333,cash_dividend,,,,360.00,360.00,0.00,,,,sandbox per-lot 120.0/round_lot 100 x 300 pre-ex shares; run detail: sz.000333: 1.200000 yuan/share pre-tax (per-lot row / round_lot) x 300
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2018-05-28,sh.600211,cash_dividend,,,,154.00,154.00,0.00,,,,sandbox per-lot 38.5/round_lot 100 x 400 pre-ex shares; run detail: sh.600211: 0.385000 yuan/share pre-tax (per-lot row / round_lot) x 400
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2018-07-18,sz.002437,cash_dividend,,,,45.00,45.00,0.00,,,,sandbox per-lot 1.5/round_lot 100 x 3000 pre-ex shares; run detail: sz.002437: 0.015000 yuan/share pre-tax (per-lot row / round_lot) x 300
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2018-07-24,sz.002268,cash_dividend,,,,45.00,45.00,0.00,,,,sandbox per-lot 5.0/round_lot 100 x 900 pre-ex shares; run detail: sz.002268: 0.050000 yuan/share pre-tax (per-lot row / round_lot) x 900
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2019-05-08,sh.603658,cash_dividend,,,,240.00,240.00,0.00,,,,sandbox per-lot 80.0/round_lot 100 x 300 pre-ex shares; run detail: sh.603658: 0.800000 yuan/share pre-tax (per-lot row / round_lot) x 300
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2019-05-31,sz.002557,cash_dividend,,,,400.00,400.00,0.00,,,,sandbox per-lot 50.0/round_lot 100 x 800 pre-ex shares; run detail: sz.002557: 0.500000 yuan/share pre-tax (per-lot row / round_lot) x 800
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2019-06-17,sz.002511,cash_dividend,,,,41.40,41.40,0.00,,,,sandbox per-lot 2.3/round_lot 100 x 1800 pre-ex shares; run detail: sz.002511: 0.023000 yuan/share pre-tax (per-lot row / round_lot) x 180
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2019-06-20,sz.002537,cash_dividend,,,,126.48,126.48,0.00,,,,sandbox per-lot 5.0591/round_lot 100 x 2500 pre-ex shares; run detail: sz.002537: 0.050591 yuan/share pre-tax (per-lot row / round_lot) x 250
20260921T210100-baseline-replay4-9x4q2,NOSNR-bin,2019-07-05,sh.603421,cash_dividend,,,,117.90,117.90,0.00,,,,sandbox per-lot 13.100000000000001/round_lot 100 x 900 pre-ex shares; run detail: sh.603421: 0.131000 yuan/share pre-tax (per-lot row / round_lot) x 900
