day,sess,symbol,reason,source
2020-09-02,am,sh.603819,stop,2020-09-02
2020-09-30,pm,sh.603819,seat_exit,2020-09-30
2020-09-30,pm,sh.603995,seat_exit,2020-09-30
2020-09-30,pm,sz.002444,seat_exit,2020-09-30
2020-09-30,pm,sz.002705,seat_exit,2020-09-30
2020-10-14,am,sz.002335,account_trim,2020-09-30
2020-10-14,pm,sz.002335,account_trim,2020-09-30
2020-10-23,pm,sh.601012,stop,2020-10-23
2020-10-29,am,sz.002372,account_trim,2020-09-30
2020-10-29,pm,sz.002372,account_trim,2020-09-30
2020-10-30,pm,sh.601012,seat_exit,2020-10-30
2020-10-30,pm,sz.000975,seat_exit,2020-10-30
2020-10-30,pm,sz.002335,seat_exit,2020-10-30
2020-10-30,pm,sz.002372,seat_exit,2020-10-30
2020-11-18,pm,sh.600093,stop,2020-11-18
2020-11-20,am,sh.600391,take_half,2020-11-20
2020-11-30,pm,sh.600391,seat_exit,2020-11-30
2020-11-30,pm,sh.600536,seat_exit,2020-11-30
2020-11-30,pm,sz.002286,seat_exit,2020-11-30
2020-12-11,am,sz.002541,account_trim,2020-11-30
