factor,A01,A02,A05,A09,A10,A17,A18,A19,A20,A21,A22,A23,A24,A25,B09,B10,B11,B12,B14,B15,C01,C11,C12,C19,D07,D08,D09,D10,D12,D13,D14,D17,D18,D19,D20,D21,D25,D30,E16,F02,F06,F09,F10
D14,0.04639038129095028,0.08511241225422557,0.029687181415728823,0.03793842568214099,0.04021112334212098,0.0574603640076936,0.029477752583340674,-0.06307543611400496,-0.019983101581285894,0.023917561067783675,0.01941661190056621,0.044356111816195705,0.06945807416780021,-0.06270413344019855,0.0004957733554593217,-0.002627152780317482,-0.012944996177076602,0.023877448506906488,-0.07239752699117553,0.04756352933457179,0.03808473780573054,0.047391869736223904,0.04562065194309228,0.026173441761988395,0.07887648109575165,0.09928749753304866,0.16380505950911067,0.015067146622362412,0.37077358195459065,0.37937407626209513,1.0,0.04876147814638186,0.04883500317589245,0.11176305428330044,-0.021313001354633765,0.2935742261958621,-0.06756641630558397,0.08508480896773622,-0.019429645904164204,-0.024984502196247763,0.006743257689153953,0.02870381527421119,0.009309023633868981
D17,0.030763975351248248,0.04316903739393517,0.017744563070103976,0.03307717905012125,0.028910069568319614,-0.08902509862152504,0.022599854206249277,0.09502032708003914,-0.031192374850636917,0.01670930487728524,0.01832694705160937,0.029551213174646915,0.03432884909406039,-0.04855476617918768,0.04423429645310308,0.04598773405945005,0.03222129007807973,0.010966958025113473,-0.043584278043140086,0.02531463425374183,0.02512549185829838,0.025317085022682293,0.03856606569237466,0.04735981551004249,0.7218488252563645,0.685661276291351,0.21611925899675108,0.066056349755494,0.059807609711687276,0.022916157101136356,0.04876147814638186,1.0,-0.022502932003158622,0.34855953217204483,-0.036531513645468125,0.08398277081283481,-0.15669621987416035,0.6097771667977414,0.11209410897635765,-0.05690409993458788,-0.020458167362551728,0.03314254027601873,0.01193612136201274
D18,0.04805754285121954,0.07043529170766058,0.032827026459383984,0.04190821022389042,0.0448021647054546,0.0513492382350673,0.042075406554787635,-0.0527447905817606,-0.03679240623992606,0.0201649024255545,0.03061876779513528,0.04726196874728542,0.06395642518797814,-0.07641196064384276,0.01975516592113873,0.012808711403651852,0.006312260057787255,0.0322159024472563,-0.11136664793471295,0.04816944491816271,0.02887219774743466,0.05196145330067392,0.043200859063625544,0.051641159886416835,0.043420074896206216,0.18026912817973567,0.3474590043650427,0.07602432229141158,0.1429975030685283,0.10545762965451355,0.04883500317589245,-0.022502932003158622,1.0,0.05023856225537934,0.1616672532811355,0.15900087192538986,0.006988660245094995,0.16664274368619578,0.12390246805220419,-0.05218925130284727,0.016572972334267477,0.036650375924677146,0.003983415322094335
D19,0.024891193209044944,0.03849714247940371,0.018452766586560237,0.015657034887306676,0.02036505424786391,0.018881175784626638,0.014174251935119906,-0.017775587828744308,-0.01066161759485639,0.017373989337946535,0.008749607078937587,0.022849640240116584,0.03653660728761567,-0.031512997107493584,0.006648543958524169,0.005751984393681425,-0.0011064303582334239,0.011799778221619697,-0.018457722893843103,0.02590497024058196,0.024326315217507666,0.02326218839993178,0.02700612232991591,0.019283652365139094,0.5260818322784798,0.5411440077816141,0.08016406244230749,0.008757513471850099,0.12280259738012966,0.12895863085843956,0.11176305428330044,0.34855953217204483,0.05023856225537934,1.0,0.045513969806381345,0.10833438601449183,-0.005184100762061425,0.525803694401698,-0.0016033090765496872,-0.01167415325378588,-0.00017093991096357223,0.016101189393893354,0.011684149619361973
D20,0.059696334235097244,0.10919348798168622,0.03689274877651804,0.05505820874095065,0.051344161926081024,0.13017525564049,0.05447766407432512,-0.11432943480505368,-0.03494884445407538,0.03060325476321724,0.04535043700320636,0.055595715012137274,0.07356377637685867,-0.08690809797055093,0.09665708735064797,0.09338383550976238,0.0635193492898524,0.03731794538692346,-0.20209187511566687,0.06478562917792315,0.05956768147786113,0.054642828612021944,0.06873471481208675,-0.004773581494411198,-0.01270809878642168,-0.00914499452354006,0.2145943582384038,0.05819050594035591,0.4466505006905087,0.36233021606038324,-0.021313001354633765,-0.036531513645468125,0.1616672532811355,0.045513969806381345,1.0,0.4435139412227756,0.20395613461356193,-0.004884088842050281,-0.10257299648378133,0.010154642058442543,0.04902180736642776,0.03728260769271549,0.0931289942593316
D21,0.09947749021077618,0.17716902797285344,0.06353242387485952,0.08715990754701879,0.09107264469632978,0.12784106319147914,0.0801624462324377,-0.1390347458150768,-0.030128314572598625,0.0579946196757766,0.061811584800667826,0.10118467929857482,0.14290702443731618,-0.13018165886545466,0.04340962625038327,0.03189664039519328,0.009710340959138608,0.06487953883588811,-0.19274816499654818,0.10228321819628695,0.08518317065299724,0.09485508461210976,0.10097677732467497,0.03909868240894032,0.11926148487480125,0.12932924091002226,0.40263348371385993,0.07509482264950189,0.7322912985504684,0.6224317586257088,0.2935742261958621,0.08398277081283481,0.15900087192538986,0.10833438601449183,0.4435139412227756,1.0,-0.0015426166090846546,0.1189023571490637,-0.02717232113994579,-0.033207324861166246,0.042591549664478805,0.061753393528614836,0.028493266401630336
D25,0.006388252225672137,0.018130221601056633,0.006956252760333398,0.0011061839146016732,0.0027412386583889406,-0.025202399745188418,0.0035070534502891623,0.05209217744139064,-0.0008611891137886609,0.003154074555784689,-0.000760761904948233,0.0037059082945388685,0.012984004079178723,-0.016931399085737243,0.05099967180583283,0.05034800409169084,0.04422881867209454,0.01518715418372445,-0.028166989935422097,0.010713914839245994,0.011906637234170458,0.0070750972346747135,0.008630763192625315,-0.004957491034966001,-0.08606909456726944,-0.09680921939657915,-0.0658912787236587,-0.0697727703335352,-0.033196942959428696,0.08003400340631651,-0.06756641630558397,-0.15669621987416035,0.006988660245094995,-0.005184100762061425,0.20395613461356193,-0.0015426166090846546,1.0,-0.08756796508906114,-0.05454480435655779,0.0058975883201516826,0.014247430646829295,0.006498964312884731,0.05936474975769337
D30,0.05614838491045085,0.08158022934491058,0.03075023540309745,0.054814697695005014,0.05982028439581565,0.029771139468663076,0.04741999054024906,-0.08082503073841227,-0.05684555374757226,0.019492766047433163,0.03301880427391725,0.06582143546363908,0.08763002338336734,-0.07423577747207925,-0.10514859285472405,-0.11572702655506137,-0.10949272514729971,0.04154223824530985,-0.06386164451210793,0.0528204590386604,0.03222473906382435,0.054167497026461744,0.04757022426292443,0.06721426817894997,0.879891910945149,0.9403686387263281,0.34980771063898247,0.15135318085310207,0.1116748137842226,0.08925777362433522,0.08508480896773622,0.6097771667977414,0.16664274368619578,0.525803694401698,-0.004884088842050281,0.1189023571490637,-0.08756796508906114,1.0,0.20589847913551992,-0.15035059191699168,0.00590678624214296,0.03618155425082421,-0.09091345898273273
E16,-0.016513874925560265,-0.040427167723588155,-0.025750705042959118,0.011931916424645923,0.008562377030317701,-0.11836990619303363,-0.01477150609940087,-0.00414841456440838,-0.05151833275863934,-0.04111612340623573,-0.0028488528303426083,-0.005538880773890019,-0.04078026978456051,0.049228454806632085,-0.32215777735807366,-0.3302995708646436,-0.2907012453277365,-0.012538239110809611,0.11564350099227545,-0.0331511688301513,-0.0481732982183066,-0.01636420069905152,-0.04330940488593256,0.0368301652727272,0.19692006807764442,0.21090771428147886,0.3378799613612443,0.16583368453765024,-0.08158437907406678,-0.0973461705642483,-0.019429645904164204,0.11209410897635765,0.12390246805220419,-0.0016033090765496872,-0.10257299648378133,-0.02717232113994579,-0.05454480435655779,0.20589847913551992,1.0,-0.20890090233447525,-0.03342204921595467,-0.059140925092882865,-0.33456938086050425
F02,-0.0766151275859036,-0.10166733551501625,-0.04999779294739179,-0.0533858746282988,-0.07661479503372928,0.11706280982226228,-0.0805357295324405,0.012952992713353793,0.09623467113859811,0.006588375160570314,-0.06353568359099995,-0.08941504579317208,-0.10780384100640553,0.055237990524475,0.39693754303877316,0.43322543667614527,0.33281022981645714,-0.09871132206542602,0.05745521104145167,-0.07214574628794236,0.024135053075893458,-0.07602293319730909,-0.04469746718382797,-0.12356011360318929,-0.14937551968542095,-0.14904510354961983,-0.15360922459239462,-0.07085528019305813,-0.0153592510970583,-0.02180662693529391,-0.024984502196247763,-0.05690409993458788,-0.05218925130284727,-0.01167415325378588,0.010154642058442543,-0.033207324861166246,0.0058975883201516826,-0.15035059191699168,-0.20890090233447525,1.0,-0.06376861068594884,-0.03673509594589863,0.2631530241990856
F06,0.15399862688011998,0.33938204480657885,0.13581738281869618,0.018881615621585284,0.0765898607905812,0.23482897626393479,0.05936579657253492,-0.1438427478509268,0.17555944168475116,-0.017709698223076813,0.03056595660133289,0.09564960435688728,0.226463881125763,-0.21169523099532464,0.12142077092846906,0.09575322052659031,0.16498863169147313,0.1512362319414841,-0.19178718315012128,0.15434716562584688,0.13843532689659402,0.16616924189558724,0.15523777301275213,-0.03881769378635238,0.002316437668374842,0.008570700427591211,0.020399800445139664,-0.028907521383080458,0.03370706524727243,0.02169623965955345,0.006743257689153953,-0.020458167362551728,0.016572972334267477,-0.00017093991096357223,0.04902180736642776,0.042591549664478805,0.014247430646829295,0.00590678624214296,-0.03342204921595467,-0.06376861068594884,1.0,0.14927688730284733,0.31958166642562613
F09,0.8175328210194525,0.47040847602338226,0.7045065665501582,0.33479191104809924,0.510182545658875,0.19352905535201867,0.4735523217300075,-0.08488207550164494,0.20537647510528725,0.590565001457576,0.39956496968182514,0.6241928589410626,0.6374168033829076,-0.29455232827396866,0.1978103224384279,0.07873773388093766,0.2355676742653801,0.4079242616412971,-0.10791923833770443,0.8057413916003794,0.6587436572308323,0.7990347885801374,0.7988259798764434,0.5186827228914995,0.03309895465845897,0.0386285533817801,0.03637273347405681,0.012490956263058977,0.0486610161765966,0.05538104311344446,0.02870381527421119,0.03314254027601873,0.036650375924677146,0.016101189393893354,0.03728260769271549,0.061753393528614836,0.006498964312884731,0.03618155425082421,-0.059140925092882865,-0.03673509594589863,0.14927688730284733,1.0,0.13657633137135122
F10,0.013564010045259816,0.2214589957385595,0.050358595730862925,-0.07587552736098223,-0.06318658073152897,0.4124428048746117,-0.022049279208228297,-0.09495235017598583,0.12118078732846488,0.0194557767621541,-0.019795200659837295,-0.07320074653009724,0.042595834386683594,-0.25680760072712705,0.6694811243322347,0.6891702604699242,0.6364963543940546,0.14247727430647578,-0.2253108292013209,0.02268562563626615,0.09244243466748117,0.03131642262917731,0.06895912592142879,-0.061484365890763774,-0.09317324167832206,-0.0789951238488752,-0.10922225912051114,-0.08081366511954086,0.048811713987819576,0.026686903868319036,0.009309023633868981,0.01193612136201274,0.003983415322094335,0.011684149619361973,0.0931289942593316,0.028493266401630336,0.05936474975769337,-0.09091345898273273,-0.33456938086050425,0.2631530241990856,0.31958166642562613,0.13657633137135122,1.0
