arm,symbol_source,order_id,symbol,side,intent,decision_date,decision_session,live_date,live_session,engine_event,engine_shares,engine_limit_price,engine_ref_price,matcher_filled,matcher_reason,matcher_status,matcher_fill_type,matcher_fill_date,matcher_fill_session,matcher_shares,matcher_price,matcher_commission,matcher_stamp_tax,matcher_fees_total,engine_fill_id,engine_fill_shares,engine_fill_price,engine_fill_commission,engine_fill_stamp_tax,engine_fill_fees_total,fill_fields_match,probe_mode,core_fields_match,note
NOACCT-bin,,sz.002689-buy-2016-06-01-am,sz.002689,buy,,2016-06-01,am,2016-06-01,pm,filled_limit_buy,6800,7.78,7.78,True,filled,full_fill,limit,2016-06-01,pm,6800,7.78,5.29,0.00,5.29,F000062,6800,7.78,5.2904,0.0,5.2904,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002211-buy-2016-06-01-pm,sz.002211,buy,,2016-06-01,pm,2016-06-02,am,not_penetrated,,12.75,12.75,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002102-buy-2016-06-01-pm,sz.002102,buy,,2016-06-01,pm,2016-06-02,am,filled_limit_buy,4500,11.7,11.7,True,filled,full_fill,limit,2016-06-02,am,4500,11.7,5.27,0.00,5.27,F000063,4500,11.7,5.265000000000001,0.0,5.265000000000001,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002211-buy-2016-06-02-am,sz.002211,buy,,2016-06-02,am,2016-06-02,pm,filled_limit_buy,3800,13.83,13.83,True,filled,full_fill,limit,2016-06-02,pm,3800,13.83,5.26,0.00,5.26,F000065,3800,13.83,5.2554,0.0,5.2554,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002619-sell/risk-2016-06-02-am,sz.002619,sell,risk,2016-06-02,am,2016-06-02,pm,filled_limit_sell,1200,17.02,17.02,True,filled,full_fill,limit,2016-06-02,pm,1200,17.02,5.00,20.42,25.42,F000064,1200,17.02,5.0,20.424,25.424,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002619-sell/risk-2016-06-02-pm,sz.002619,sell,risk,2016-06-02,pm,2016-06-03,am,not_penetrated,,17.22,17.22,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOACCT-bin,,sz.002619-sell/risk-2016-06-03-am,sz.002619,sell,risk,2016-06-03,am,2016-06-03,pm,filled_limit_sell,1800,16.13,16.13,True,filled,full_fill,limit,2016-06-03,pm,1800,16.13,5.00,29.03,34.03,F000066,1800,16.13,5.0,29.034,34.034,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002619-buy-2016-06-03-pm,sz.002619,buy,,2016-06-03,pm,2016-06-06,am,filled_limit_buy,3300,15.66,15.66,True,filled,full_fill,limit,2016-06-06,am,3300,15.66,5.17,0.00,5.17,F000067,3300,15.66,5.167800000000001,0.0,5.167800000000001,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002211-buy-2016-06-06-am,sz.002211,buy,,2016-06-06,am,2016-06-06,pm,filled_limit_buy,3900,13.51,13.51,True,filled,full_fill,limit,2016-06-06,pm,3900,13.51,5.27,0.00,5.27,F000068,3900,13.51,5.2689,0.0,5.2689,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002619-buy-2016-06-07-am,sz.002619,buy,,2016-06-07,am,2016-06-07,pm,filled_limit_buy,3300,15.79,15.79,True,filled,full_fill,limit,2016-06-07,pm,3300,15.79,5.21,0.00,5.21,F000069,3300,15.79,5.2107,0.0,5.2107,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002211-sell/risk-2016-06-13-am,sz.002211,sell,risk,2016-06-13,am,2016-06-13,pm,not_penetrated,,12.39,12.39,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOACCT-bin,,sz.002211-sell/risk-2016-06-13-pm,sz.002211,sell,risk,2016-06-13,pm,2016-06-14,am,filled_limit_sell,7700,11.59,11.59,True,filled,full_fill,limit,2016-06-14,am,7700,11.59,8.92,89.24,98.16,F000070,7700,11.59,8.9243,89.243,98.1673,False,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002211-buy-2016-06-14-am,sz.002211,buy,,2016-06-14,am,2016-06-14,pm,filled_limit_buy,4200,11.58,11.58,True,filled,full_fill,limit,2016-06-14,pm,4200,11.58,5.00,0.00,5.00,F000071,4200,11.58,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002211-buy-2016-06-17-am,sz.002211,buy,,2016-06-17,am,2016-06-17,pm,filled_limit_buy,4200,11.82,11.82,True,filled,full_fill,limit,2016-06-17,pm,4200,11.82,5.00,0.00,5.00,F000072,4200,11.82,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002211-sell/risk-2016-06-22-am,sz.002211,sell,risk,2016-06-22,am,2016-06-22,pm,filled_limit_sell,8400,10.29,10.29,True,filled,full_fill,limit,2016-06-22,pm,8400,10.29,8.64,86.44,95.08,F000073,8400,10.29,8.643600000000001,86.436,95.07960000000001,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002211-buy-2016-06-22-pm,sz.002211,buy,,2016-06-22,pm,2016-06-23,am,filled_limit_buy,4700,10.49,10.49,True,filled,full_fill,limit,2016-06-23,am,4700,10.49,5.00,0.00,5.00,F000074,4700,10.49,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-buy-2016-06-30-pm,sh.600120,buy,,2016-06-30,pm,2016-07-01,am,not_penetrated,,21.71,21.71,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002273-buy-2016-06-30-pm,sz.002273,buy,,2016-06-30,pm,2016-07-01,am,not_penetrated,,27.99,27.99,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002428-buy-2016-06-30-pm,sz.002428,buy,,2016-06-30,pm,2016-07-01,am,filled_limit_buy,2900,17.18,17.18,True,filled,full_fill,limit,2016-07-01,am,2900,17.18,5.00,0.00,5.00,F000079,2900,17.18,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002222-buy-2016-06-30-pm,sz.002222,buy,,2016-06-30,pm,2016-07-01,am,void_insufficient_cash,3200,15.7,15.7,False,cash_short,rejected,,,,,,,,,,,,,,,,full,True,need 50245.02 > available 19344.94
NOACCT-bin,,sz.002102-sell/risk-2016-06-30-pm,sz.002102,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,8900,12.52,12.52,True,filled,full_fill,limit,2016-07-01,am,8900,12.52,11.14,111.43,122.57,F000075,8900,12.52,11.142800000000001,111.428,122.57079999999999,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002211-sell/risk-2016-06-30-pm,sz.002211,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,4700,11.86,11.86,True,filled,full_fill,limit,2016-07-01,am,4700,11.86,5.57,55.74,61.31,F000076,4700,11.86,5.5742,55.742000000000004,61.3162,False,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002619-sell/risk-2016-06-30-pm,sz.002619,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,6600,14.13,14.13,True,filled,full_fill,limit,2016-07-01,am,6600,14.13,9.33,93.26,102.59,F000077,6600,14.13,9.325800000000001,93.258,102.5838,False,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002689-sell/risk-2016-06-30-pm,sz.002689,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,6800,7.75,7.75,True,filled,full_fill,limit,2016-07-01,am,6800,7.75,5.27,52.70,57.97,F000078,6800,7.75,5.2700000000000005,52.7,57.970000000000006,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600120-buy-2016-07-01-am,sh.600120,buy,,2016-07-01,am,2016-07-01,pm,not_penetrated,,23.88,23.88,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002273-buy-2016-07-01-am,sz.002273,buy,,2016-07-01,am,2016-07-01,pm,filled_limit_buy,1700,28.06,28.06,True,filled,full_fill,limit,2016-07-01,pm,1700,28.06,5.00,0.00,5.00,F000080,1700,28.06,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002222-buy-2016-07-01-am,sz.002222,buy,,2016-07-01,am,2016-07-01,pm,filled_limit_buy,3300,15.21,15.21,True,filled,full_fill,limit,2016-07-01,pm,3300,15.21,5.02,0.00,5.02,F000081,3300,15.21,5.0193,0.0,5.0193,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-buy-2016-07-01-pm,sh.600120,buy,,2016-07-01,pm,2016-07-04,am,not_penetrated,,23.88,23.88,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002273-buy-2016-07-01-pm,sz.002273,buy,,2016-07-01,pm,2016-07-04,am,filled_limit_buy,1700,28.06,28.06,True,filled,full_fill,limit,2016-07-04,am,1700,28.06,5.00,0.00,5.00,F000082,1700,28.06,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-buy-2016-07-04-am,sh.600120,buy,,2016-07-04,am,2016-07-04,pm,not_penetrated,,26.27,26.27,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sh.600120-buy-2016-07-04-pm,sh.600120,buy,,2016-07-04,pm,2016-07-05,am,not_penetrated,,26.27,26.27,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sh.600120-buy-2016-07-05-am,sh.600120,buy,,2016-07-05,am,2016-07-05,pm,filled_limit_buy,1700,28.26,28.26,True,filled,full_fill,limit,2016-07-05,pm,1700,28.26,5.00,0.00,5.00,F000083,1700,28.26,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-buy-2016-07-05-pm,sh.600120,buy,,2016-07-05,pm,2016-07-06,am,filled_limit_buy,1800,27.83,27.83,True,filled,full_fill,limit,2016-07-06,am,1800,27.83,5.01,0.00,5.01,F000084,1800,27.83,5.0094,0.0,5.0094,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002222-buy-2016-07-07-am,sz.002222,buy,,2016-07-07,am,2016-07-07,pm,not_penetrated,,14.84,14.84,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002428-buy-2016-07-15-am,sz.002428,buy,,2016-07-15,am,2016-07-15,pm,filled_limit_buy,3000,17.5,17.5,True,filled,full_fill,limit,2016-07-15,pm,3000,17.5,5.25,0.00,5.25,F000086,3000,17.5,5.25,0.0,5.25,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-sell/profit-2016-07-15-am,sh.600120,sell,profit,2016-07-15,am,2016-07-15,pm,filled_limit_sell,1800,34.26,34.26,True,filled,full_fill,limit,2016-07-15,pm,1800,34.26,6.17,61.67,67.84,F000085,1800,34.26,6.1668,61.668,67.8348,False,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600120-sell/profit-2016-07-18-am,sh.600120,sell,profit,2016-07-18,am,2016-07-18,pm,filled_limit_sell,1700,38.8,38.8,True,filled,full_fill,limit,2016-07-18,pm,1700,38.8,6.60,65.96,72.56,F000087,1700,38.8,6.596,65.96000000000001,72.55600000000001,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600120-buy-2016-07-18-pm,sh.600120,buy,,2016-07-18,pm,2016-07-19,am,filled_limit_buy,1300,38.56,38.56,True,filled,full_fill,limit,2016-07-19,am,1300,38.56,5.01,0.00,5.01,F000088,1300,38.56,5.0128,0.0,5.0128,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-buy-2016-07-19-am,sh.600120,buy,,2016-07-19,am,2016-07-19,pm,filled_limit_buy,1300,39.6,39.6,True,filled,full_fill,limit,2016-07-19,pm,1300,39.6,5.15,0.00,5.15,F000089,1300,39.6,5.148000000000001,0.0,5.148000000000001,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-sell/risk-2016-07-28-am,sh.600120,sell,risk,2016-07-28,am,2016-07-28,pm,filled_limit_sell,2600,34.99,34.99,True,filled,full_fill,limit,2016-07-28,pm,2600,34.99,9.10,90.97,100.07,F000090,2600,34.99,9.0974,90.974,100.07140000000001,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002273-sell/risk-2016-07-28-am,sz.002273,sell,risk,2016-07-28,am,2016-07-28,pm,filled_limit_sell,3400,23.19,23.19,True,filled,full_fill,limit,2016-07-28,pm,3400,23.19,7.88,78.85,86.73,F000091,3400,23.19,7.884600000000001,78.846,86.73060000000001,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600120-buy-2016-07-28-pm,sh.600120,buy,,2016-07-28,pm,2016-07-29,am,filled_limit_buy,1300,36.47,36.47,True,filled,full_fill,limit,2016-07-29,am,1300,36.47,5.00,0.00,5.00,F000092,1300,36.47,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002273-buy-2016-07-28-pm,sz.002273,buy,,2016-07-28,pm,2016-07-29,am,filled_limit_buy,2100,23.55,23.55,True,filled,full_fill,limit,2016-07-29,am,2100,23.55,5.00,0.00,5.00,F000093,2100,23.55,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600120-buy-2016-07-29-am,sh.600120,buy,,2016-07-29,am,2016-07-29,pm,filled_limit_buy,1300,36.57,36.57,True,filled,full_fill,limit,2016-07-29,pm,1300,36.57,5.00,0.00,5.00,F000094,1300,36.57,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002273-buy-2016-07-29-am,sz.002273,buy,,2016-07-29,am,2016-07-29,pm,filled_limit_buy,2100,23.26,23.26,True,filled,full_fill,limit,2016-07-29,pm,2100,23.26,5.00,0.00,5.00,F000095,2100,23.26,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600751-buy-2016-07-29-pm,sh.600751,buy,,2016-07-29,pm,2016-08-01,am,not_penetrated,,8.94,8.94,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002590-buy-2016-07-29-pm,sz.002590,buy,,2016-07-29,pm,2016-08-01,am,void_insufficient_cash,1900,25.11,25.11,False,cash_short,rejected,,,,,,,,,,,,,,,,full,True,need 47714.00 > available 38094.86
NOACCT-bin,,sz.002616-buy-2016-07-29-pm,sz.002616,buy,,2016-07-29,pm,2016-08-01,am,void_insufficient_cash,2200,22.22,22.22,False,cash_short,rejected,,,,,,,,,,,,,,,,full,True,need 48889.00 > available 38094.86
NOACCT-bin,,sz.000609-buy-2016-07-29-pm,sz.000609,buy,,2016-07-29,pm,2016-08-01,am,void_insufficient_cash,3700,13.4,13.4,False,cash_short,rejected,,,,,,,,,,,,,,,,full,True,need 49585.00 > available 38094.86
NOACCT-bin,,sh.600120-sell/risk-2016-07-29-pm,sh.600120,sell,risk,2016-07-29,pm,2016-08-01,am,filled_limit_sell,2600,36.15,36.15,True,filled,full_fill,limit,2016-08-01,am,2600,36.15,9.40,93.99,103.39,F000096,2600,36.15,9.399000000000001,93.99,103.389,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002222-sell/risk-2016-07-29-pm,sz.002222,sell,risk,2016-07-29,pm,2016-08-01,am,not_penetrated,,17.87,17.87,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOACCT-bin,,sz.002273-sell/risk-2016-07-29-pm,sz.002273,sell,risk,2016-07-29,pm,2016-08-01,am,not_penetrated,,23.07,23.07,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
NOACCT-bin,,sz.002428-sell/risk-2016-07-29-pm,sz.002428,sell,risk,2016-07-29,pm,2016-08-01,am,filled_limit_sell,5900,15.21,15.21,True,filled,full_fill,limit,2016-08-01,am,5900,15.21,8.97,89.74,98.71,F000097,5900,15.21,8.9739,89.739,98.7129,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600751-buy-2016-08-01-am,sh.600751,buy,,2016-08-01,am,2016-08-01,pm,not_penetrated,,9.83,9.83,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002590-buy-2016-08-01-am,sz.002590,buy,,2016-08-01,am,2016-08-01,pm,filled_limit_buy,2000,23.57,23.57,True,filled,full_fill,limit,2016-08-01,pm,2000,23.57,5.00,0.00,5.00,F000100,2000,23.57,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002616-buy-2016-08-01-am,sz.002616,buy,,2016-08-01,am,2016-08-01,pm,filled_limit_buy,2300,21.25,21.25,True,filled,full_fill,limit,2016-08-01,pm,2300,21.25,5.00,0.00,5.00,F000101,2300,21.25,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.000609-buy-2016-08-01-am,sz.000609,buy,,2016-08-01,am,2016-08-01,pm,filled_limit_buy,3700,13.0,13.0,True,filled,full_fill,limit,2016-08-01,pm,3700,13.0,5.00,0.00,5.00,F000102,3700,13.0,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002222-sell/risk-2016-08-01-am,sz.002222,sell,risk,2016-08-01,am,2016-08-01,pm,filled_limit_sell,3300,16.74,16.74,True,filled,full_fill,limit,2016-08-01,pm,3300,16.74,5.52,55.24,60.76,F000098,3300,16.74,5.5241999999999996,55.242,60.7662,False,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002273-sell/risk-2016-08-01-am,sz.002273,sell,risk,2016-08-01,am,2016-08-01,pm,filled_limit_sell,4200,22.1,22.1,True,filled,full_fill,limit,2016-08-01,pm,4200,22.1,9.28,92.82,102.10,F000099,4200,22.1,9.282,92.82000000000001,102.102,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600751-buy-2016-08-01-pm,sh.600751,buy,,2016-08-01,pm,2016-08-02,am,filled_limit_buy,4900,9.83,9.83,True,filled,full_fill,limit,2016-08-02,am,4900,9.83,5.00,0.00,5.00,F000103,4900,9.83,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002590-buy-2016-08-01-pm,sz.002590,buy,,2016-08-01,pm,2016-08-02,am,not_penetrated,,23.85,23.85,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.000609-buy-2016-08-01-pm,sz.000609,buy,,2016-08-01,pm,2016-08-02,am,filled_limit_buy,3700,12.94,12.94,True,filled,full_fill,limit,2016-08-02,am,3700,12.94,5.00,0.00,5.00,F000104,3700,12.94,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600751-buy-2016-08-02-am,sh.600751,buy,,2016-08-02,am,2016-08-02,pm,filled_limit_buy,5000,9.66,9.66,True,filled,full_fill,limit,2016-08-02,pm,5000,9.66,5.00,0.00,5.00,F000105,5000,9.66,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002616-buy-2016-08-02-am,sz.002616,buy,,2016-08-02,am,2016-08-02,pm,filled_limit_buy,2300,20.68,20.68,True,filled,full_fill,limit,2016-08-02,pm,2300,20.68,5.00,0.00,5.00,F000106,2300,20.68,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600751-sell/risk-2016-08-10-am,sh.600751,sell,risk,2016-08-10,am,2016-08-10,pm,filled_limit_sell,9900,8.76,8.76,True,filled,full_fill,limit,2016-08-10,pm,9900,8.76,8.67,86.72,95.39,F000107,9900,8.76,8.6724,86.724,95.3964,False,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600751-buy-2016-08-10-pm,sh.600751,buy,,2016-08-10,pm,2016-08-11,am,filled_limit_buy,5500,8.78,8.78,True,filled,full_fill,limit,2016-08-11,am,5500,8.78,5.00,0.00,5.00,F000108,5500,8.78,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600751-buy-2016-08-16-pm,sh.600751,buy,,2016-08-16,pm,2016-08-17,am,filled_limit_buy,5600,8.85,8.85,True,filled,full_fill,limit,2016-08-17,am,5600,8.85,5.00,0.00,5.00,F000109,5600,8.85,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600734-sell/risk-2016-08-30-am,sh.600734,sell,risk,2016-08-30,am,2016-08-30,pm,filled_limit_sell,8300,13.8,13.8,True,filled,full_fill,limit,2016-08-30,pm,8300,13.8,11.45,114.54,125.99,F000110,8300,13.8,11.454,114.54,125.994,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600619-buy-2016-08-31-pm,sh.600619,buy,,2016-08-31,pm,2016-09-01,am,not_penetrated,,12.18,12.18,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sh.600070-buy-2016-08-31-pm,sh.600070,buy,,2016-08-31,pm,2016-09-01,am,filled_limit_buy,3700,13.1,13.1,True,filled,full_fill,limit,2016-09-01,am,3700,13.1,5.00,0.00,5.00,F000115,3700,13.1,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002547-buy-2016-08-31-pm,sz.002547,buy,,2016-08-31,pm,2016-09-01,am,filled_limit_buy,4200,11.4,11.4,True,filled,full_fill,limit,2016-09-01,am,4200,11.4,5.00,0.00,5.00,F000116,4200,11.4,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002766-buy-2016-08-31-pm,sz.002766,buy,,2016-08-31,pm,2016-09-01,am,void_insufficient_cash,1300,37.1,37.1,False,cash_short,rejected,,,,,,,,,,,,,,,,full,True,need 48235.00 > available 40284.52
NOACCT-bin,,sh.600751-sell/risk-2016-08-31-pm,sh.600751,sell,risk,2016-08-31,pm,2016-09-01,am,filled_limit_sell,11100,8.67,8.67,True,filled,full_fill,limit,2016-09-01,am,11100,8.67,9.62,96.24,105.86,F000111,11100,8.67,9.623700000000001,96.23700000000001,105.86070000000001,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.000609-sell/risk-2016-08-31-pm,sz.000609,sell,risk,2016-08-31,pm,2016-09-01,am,filled_limit_sell,7400,14.29,14.29,True,filled,full_fill,limit,2016-09-01,am,7400,14.29,10.57,105.75,116.32,F000112,7400,14.29,10.5746,105.746,116.3206,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002590-sell/risk-2016-08-31-pm,sz.002590,sell,risk,2016-08-31,pm,2016-09-01,am,filled_limit_sell,2000,24.49,24.49,True,filled,full_fill,limit,2016-09-01,am,2000,24.49,5.00,48.98,53.98,F000113,2000,24.49,5.0,48.980000000000004,53.980000000000004,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sz.002616-sell/risk-2016-08-31-pm,sz.002616,sell,risk,2016-08-31,pm,2016-09-01,am,filled_limit_sell,4600,21.99,21.99,True,filled,full_fill,limit,2016-09-01,am,4600,21.99,10.12,101.15,111.27,F000114,4600,21.99,10.115400000000001,101.154,111.26939999999999,True,full,True,strict penetration: session high > q; fill at q
NOACCT-bin,,sh.600619-buy-2016-09-01-am,sh.600619,buy,,2016-09-01,am,2016-09-01,pm,filled_limit_buy,4000,12.18,12.18,True,filled,full_fill,limit,2016-09-01,pm,4000,12.18,5.00,0.00,5.00,F000117,4000,12.18,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002547-buy-2016-09-01-am,sz.002547,buy,,2016-09-01,am,2016-09-01,pm,filled_limit_buy,4200,11.39,11.39,True,filled,full_fill,limit,2016-09-01,pm,4200,11.39,5.00,0.00,5.00,F000118,4200,11.39,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002766-buy-2016-09-01-am,sz.002766,buy,,2016-09-01,am,2016-09-01,pm,filled_limit_buy,1300,37.27,37.27,True,filled,full_fill,limit,2016-09-01,pm,1300,37.27,5.00,0.00,5.00,F000119,1300,37.27,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600619-buy-2016-09-02-am,sh.600619,buy,,2016-09-02,am,2016-09-02,pm,filled_limit_buy,4000,11.93,11.93,True,filled,full_fill,limit,2016-09-02,pm,4000,11.93,5.00,0.00,5.00,F000120,4000,11.93,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600070-buy-2016-09-12-am,sh.600070,buy,,2016-09-12,am,2016-09-12,pm,filled_limit_buy,3800,12.86,12.86,True,filled,full_fill,limit,2016-09-12,pm,3800,12.86,5.00,0.00,5.00,F000121,3800,12.86,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002766-buy-2016-09-12-am,sz.002766,buy,,2016-09-12,am,2016-09-12,pm,filled_limit_buy,1300,36.84,36.84,True,filled,full_fill,limit,2016-09-12,pm,1300,36.84,5.00,0.00,5.00,F000122,1300,36.84,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600173-buy-2016-09-30-pm,sh.600173,buy,,2016-09-30,pm,2016-10-10,am,filled_limit_buy,5400,9.11,9.11,True,filled,full_fill,limit,2016-10-10,am,5400,9.11,5.00,0.00,5.00,F000127,5400,9.11,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sz.002266-buy-2016-09-30-pm,sz.002266,buy,,2016-09-30,pm,2016-10-10,am,not_penetrated,,5.87,5.87,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sz.002631-buy-2016-09-30-pm,sz.002631,buy,,2016-09-30,pm,2016-10-10,am,filled_limit_buy,2000,24.11,24.11,True,filled,full_fill,limit,2016-10-10,am,2000,24.11,5.00,0.00,5.00,F000128,2000,24.11,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
NOACCT-bin,,sh.600499-buy-2016-09-30-pm,sh.600499,buy,,2016-09-30,pm,2016-10-10,am,not_penetrated,,7.92,7.92,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
NOACCT-bin,,sh.600070-sell/risk-2016-09-30-pm,sh.600070,sell,risk,2016-09-30,pm,2016-10-10,am,filled_limit_sell,7500,13.28,13.28,True,filled,full_fill,limit,2016-10-10,am,7500,13.28,9.96,99.60,109.56,F000123,7500,13.28,9.96,99.60000000000001,109.56,True,full,True,strict penetration: session high > q; fill at q
