arm,symbol_source,order_id,symbol,side,intent,decision_date,decision_session,live_date,live_session,engine_event,engine_shares,engine_limit_price,engine_ref_price,matcher_filled,matcher_reason,matcher_status,matcher_fill_type,matcher_fill_date,matcher_fill_session,matcher_shares,matcher_price,matcher_commission,matcher_stamp_tax,matcher_fees_total,engine_fill_id,engine_fill_shares,engine_fill_price,engine_fill_commission,engine_fill_stamp_tax,engine_fill_fees_total,fill_fields_match,probe_mode,core_fields_match,note
FULL-bin,,sz.002435-buy-2016-01-29-pm,sz.002435,buy,,2016-01-29,pm,2016-02-01,am,not_penetrated,,13.4,13.4,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.000019-buy-2016-01-29-pm,sz.000019,buy,,2016-01-29,pm,2016-02-01,am,not_penetrated,,12.29,12.29,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sh.600493-buy-2016-01-29-pm,sh.600493,buy,,2016-01-29,pm,2016-02-01,am,filled_limit_buy,4800,10.32,10.32,True,filled,full_fill,limit,2016-02-01,am,4800,10.32,5.00,0.00,5.00,F000001,4800,10.32,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002702-buy-2016-01-29-pm,sz.002702,buy,,2016-01-29,pm,2016-02-01,am,filled_limit_buy,2800,17.28,17.28,True,filled,full_fill,limit,2016-02-01,am,2800,17.28,5.00,0.00,5.00,F000002,2800,17.28,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002435-buy-2016-02-01-am,sz.002435,buy,,2016-02-01,am,2016-02-01,pm,not_penetrated,,14.74,14.74,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.000019-buy-2016-02-01-am,sz.000019,buy,,2016-02-01,am,2016-02-01,pm,filled_limit_buy,3700,13.31,13.31,True,filled,full_fill,limit,2016-02-01,pm,3700,13.31,5.00,0.00,5.00,F000003,3700,13.31,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002435-buy-2016-02-01-pm,sz.002435,buy,,2016-02-01,pm,2016-02-02,am,not_penetrated,,14.74,14.74,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002435-buy-2016-02-02-am,sz.002435,buy,,2016-02-02,am,2016-02-02,pm,not_penetrated,,15.41,15.41,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002435-buy-2016-02-02-pm,sz.002435,buy,,2016-02-02,pm,2016-02-03,am,filled_limit_buy,3200,15.47,15.47,True,filled,full_fill,limit,2016-02-03,am,3200,15.47,5.00,0.00,5.00,F000004,3200,15.47,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.000019-sell/profit-2016-02-15-am,sz.000019,sell,profit,2016-02-15,am,2016-02-15,pm,session_expired,,20.08,20.08,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
FULL-bin,,sz.000019-sell/profit-2016-02-15-pm,sz.000019,sell,profit,2016-02-15,pm,2016-02-16,am,filled_limit_sell,1900,20.08,20.08,True,filled,full_fill,limit,2016-02-16,am,1900,20.08,5.00,38.15,43.15,F000005,1900,20.08,5.0,38.152,43.152,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.000019-sell/profit-2016-02-16-pm,sz.000019,sell,profit,2016-02-16,pm,2016-02-17,am,filled_limit_sell,1800,21.33,21.33,True,filled,full_fill,limit,2016-02-17,am,1800,21.33,5.00,38.39,43.39,F000006,1800,21.33,5.0,38.394,43.394,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.000019-buy-2016-02-17-am,sz.000019,buy,,2016-02-17,am,2016-02-17,pm,filled_limit_buy,2500,21.39,21.39,True,filled,full_fill,limit,2016-02-17,pm,2500,21.39,5.35,0.00,5.35,F000007,2500,21.39,5.3475,0.0,5.3475,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.000019-sell/risk-2016-02-29-am,sz.000019,sell,risk,2016-02-29,am,2016-02-29,pm,filled_limit_sell,2500,17.7,17.7,True,filled,full_fill,limit,2016-02-29,pm,2500,17.7,5.00,44.25,49.25,F000008,2500,17.7,5.0,44.25,49.25,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002435-sell/risk-2016-02-29-am,sz.002435,sell,risk,2016-02-29,am,2016-02-29,pm,filled_limit_sell,3200,13.78,13.78,True,filled,full_fill,limit,2016-02-29,pm,3200,13.78,5.00,44.10,49.10,F000009,3200,13.78,5.0,44.096000000000004,49.096000000000004,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.000982-buy-2016-02-29-pm,sz.000982,buy,,2016-02-29,pm,2016-03-01,am,not_penetrated,,6.17,6.17,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002528-buy-2016-02-29-pm,sz.002528,buy,,2016-02-29,pm,2016-03-01,am,filled_limit_buy,5100,10.1,10.1,True,filled,full_fill,limit,2016-03-01,am,5100,10.1,5.15,0.00,5.15,F000012,5100,10.1,5.151000000000001,0.0,5.151000000000001,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600614-buy-2016-02-29-pm,sh.600614,buy,,2016-02-29,pm,2016-03-01,am,filled_limit_buy,8200,6.27,6.27,True,filled,full_fill,limit,2016-03-01,am,8200,6.27,5.14,0.00,5.14,F000013,8200,6.27,5.1414,0.0,5.1414,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002409-buy-2016-02-29-pm,sz.002409,buy,,2016-02-29,pm,2016-03-01,am,not_penetrated,,24.16,24.16,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sh.600493-sell/risk-2016-02-29-pm,sh.600493,sell,risk,2016-02-29,pm,2016-03-01,am,filled_limit_sell,4800,11.53,11.53,True,filled,full_fill,limit,2016-03-01,am,4800,11.53,5.53,55.34,60.87,F000010,4800,11.53,5.534400000000001,55.344,60.8784,False,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002702-sell/risk-2016-02-29-pm,sz.002702,sell,risk,2016-02-29,pm,2016-03-01,am,filled_limit_sell,2800,17.96,17.96,True,filled,full_fill,limit,2016-03-01,am,2800,17.96,5.03,50.29,55.32,F000011,2800,17.96,5.0288,50.288000000000004,55.3168,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.000982-buy-2016-03-01-am,sz.000982,buy,,2016-03-01,am,2016-03-01,pm,not_penetrated,,6.79,6.79,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002409-buy-2016-03-01-am,sz.002409,buy,,2016-03-01,am,2016-03-01,pm,filled_limit_buy,2000,25.1,25.1,True,filled,full_fill,limit,2016-03-01,pm,2000,25.1,5.02,0.00,5.02,F000014,2000,25.1,5.0200000000000005,0.0,5.0200000000000005,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.000982-buy-2016-03-01-pm,sz.000982,buy,,2016-03-01,pm,2016-03-02,am,not_penetrated,,6.79,6.79,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.000982-buy-2016-03-02-am,sz.000982,buy,,2016-03-02,am,2016-03-02,pm,not_penetrated,,7.47,7.47,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.000982-buy-2016-03-02-pm,sz.000982,buy,,2016-03-02,pm,2016-03-03,am,not_penetrated,,7.47,7.47,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.000982-buy-2016-03-03-am,sz.000982,buy,,2016-03-03,am,2016-03-03,pm,filled_limit_buy,6400,8.22,8.22,True,filled,full_fill,limit,2016-03-03,pm,6400,8.22,5.26,0.00,5.26,F000015,6400,8.22,5.260800000000001,0.0,5.260800000000001,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.603636-buy-2016-03-31-pm,sh.603636,buy,,2016-03-31,pm,2016-04-01,am,filled_limit_buy,800,63.88,63.88,True,filled,full_fill,limit,2016-04-01,am,800,63.88,5.11,0.00,5.11,F000017,800,63.88,5.1104,0.0,5.1104,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002031-buy-2016-03-31-pm,sz.002031,buy,,2016-03-31,pm,2016-04-01,am,filled_limit_buy,3300,16.52,16.52,True,filled,full_fill,limit,2016-04-01,am,3300,16.52,5.45,0.00,5.45,F000018,3300,16.52,5.4516,0.0,5.4516,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.603300-buy-2016-03-31-pm,sh.603300,buy,,2016-03-31,pm,2016-04-01,am,filled_limit_buy,1700,30.92,30.92,True,filled,full_fill,limit,2016-04-01,am,1700,30.92,5.26,0.00,5.26,F000019,1700,30.92,5.2564,0.0,5.2564,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600734-buy-2016-03-31-pm,sh.600734,buy,,2016-03-31,pm,2016-04-01,am,filled_limit_buy,3900,13.77,13.77,True,filled,full_fill,limit,2016-04-01,am,3900,13.77,5.37,0.00,5.37,F000020,3900,13.77,5.3703,0.0,5.3703,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600614-sell/risk-2016-03-31-pm,sh.600614,sell,risk,2016-03-31,pm,2016-04-01,am,not_penetrated,,7.53,7.53,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
FULL-bin,,sz.002409-sell/risk-2016-03-31-pm,sz.002409,sell,risk,2016-03-31,pm,2016-04-01,am,filled_limit_sell,2000,28.03,28.03,True,filled,full_fill,limit,2016-04-01,am,2000,28.03,5.61,56.06,61.67,F000016,2000,28.03,5.606,56.06,61.666000000000004,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002528-sell/risk-2016-03-31-pm,sz.002528,sell,risk,2016-03-31,pm,2016-04-01,am,not_penetrated,,12.24,12.24,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
FULL-bin,,sh.600614-sell/risk-2016-04-01-am,sh.600614,sell,risk,2016-04-01,am,2016-04-01,pm,filled_limit_sell,8200,7.38,7.38,True,filled,full_fill,limit,2016-04-01,pm,8200,7.38,6.05,60.52,66.57,F000021,8200,7.38,6.0516000000000005,60.516,66.5676,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002528-sell/risk-2016-04-01-am,sz.002528,sell,risk,2016-04-01,am,2016-04-01,pm,filled_limit_sell,5100,11.72,11.72,True,filled,full_fill,limit,2016-04-01,pm,5100,11.72,5.98,59.77,65.75,F000022,5100,11.72,5.9772,59.772,65.7492,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002031-sell/risk-2016-04-12-am,sz.002031,sell,risk,2016-04-12,am,2016-04-12,pm,filled_limit_sell,3300,16.06,16.06,True,filled,full_fill,limit,2016-04-12,pm,3300,16.06,5.30,53.00,58.30,F000023,3300,16.06,5.299799999999999,52.99799999999999,58.29779999999999,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002031-buy-2016-04-12-pm,sz.002031,buy,,2016-04-12,pm,2016-04-13,am,filled_limit_buy,3400,16.15,16.15,True,filled,full_fill,limit,2016-04-13,am,3400,16.15,5.49,0.00,5.49,F000024,3400,16.15,5.491,0.0,5.491,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002031-sell/risk-2016-04-21-pm,sz.002031,sell,risk,2016-04-21,pm,2016-04-22,am,filled_limit_sell,3400,14.08,14.08,True,filled,full_fill,limit,2016-04-22,am,3400,14.08,5.00,47.87,52.87,F000025,3400,14.08,5.0,47.872,52.872,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002031-buy-2016-04-22-am,sz.002031,buy,,2016-04-22,am,2016-04-22,pm,filled_limit_buy,3700,14.15,14.15,True,filled,full_fill,limit,2016-04-22,pm,3700,14.15,5.24,0.00,5.24,F000026,3700,14.15,5.2355,0.0,5.2355,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.000982-sell/risk-2016-04-29-am,sz.000982,sell,risk,2016-04-29,am,2016-04-29,pm,filled_limit_sell,6400,7.42,7.42,True,filled,full_fill,limit,2016-04-29,pm,6400,7.42,5.00,47.49,52.49,F000027,6400,7.42,5.0,47.488,52.488,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002123-buy-2016-04-29-pm,sz.002123,buy,,2016-04-29,pm,2016-05-03,am,filled_limit_buy,2800,18.28,18.28,True,filled,full_fill,limit,2016-05-03,am,2800,18.28,5.12,0.00,5.12,F000031,2800,18.28,5.1184,0.0,5.1184,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600967-buy-2016-04-29-pm,sh.600967,buy,,2016-04-29,pm,2016-05-03,am,filled_limit_buy,4600,11.48,11.48,True,filled,full_fill,limit,2016-05-03,am,4600,11.48,5.28,0.00,5.28,F000032,4600,11.48,5.2808,0.0,5.2808,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.000821-buy-2016-04-29-pm,sz.000821,buy,,2016-04-29,pm,2016-05-03,am,filled_limit_buy,3600,14.6,14.6,True,filled,full_fill,limit,2016-05-03,am,3600,14.6,5.26,0.00,5.26,F000033,3600,14.6,5.256,0.0,5.256,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600666-buy-2016-04-29-pm,sh.600666,buy,,2016-04-29,pm,2016-05-03,am,not_penetrated,,28.17,28.17,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sh.603300-sell/risk-2016-04-29-pm,sh.603300,sell,risk,2016-04-29,pm,2016-05-03,am,filled_limit_sell,1700,33.62,33.62,True,filled,full_fill,limit,2016-05-03,am,1700,33.62,5.72,57.15,62.87,F000028,1700,33.62,5.7154,57.153999999999996,62.8694,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sh.603636-sell/risk-2016-04-29-pm,sh.603636,sell,risk,2016-04-29,pm,2016-05-03,am,filled_limit_sell,800,55.31,55.31,True,filled,full_fill,limit,2016-05-03,am,800,55.31,5.00,44.25,49.25,F000029,800,55.31,5.0,44.248,49.248,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002031-sell/risk-2016-04-29-pm,sz.002031,sell,risk,2016-04-29,pm,2016-05-03,am,filled_limit_sell,3700,13.71,13.71,True,filled,full_fill,limit,2016-05-03,am,3700,13.71,5.07,50.73,55.80,F000030,3700,13.71,5.0727,50.727000000000004,55.7997,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sh.600666-buy-2016-05-03-am,sh.600666,buy,,2016-05-03,am,2016-05-03,pm,filled_limit_buy,1800,29.13,29.13,True,filled,full_fill,limit,2016-05-03,pm,1800,29.13,5.24,0.00,5.24,F000034,1800,29.13,5.2434,0.0,5.2434,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600967-sell/risk-2016-05-26-am,sh.600967,sell,risk,2016-05-26,am,2016-05-26,pm,filled_limit_sell,4600,9.78,9.78,True,filled,full_fill,limit,2016-05-26,pm,4600,9.78,5.00,44.99,49.99,F000035,4600,9.78,5.0,44.988,49.988,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sh.600967-buy-2016-05-26-pm,sh.600967,buy,,2016-05-26,pm,2016-05-27,am,filled_limit_buy,5000,10.07,10.07,True,filled,full_fill,limit,2016-05-27,am,5000,10.07,5.04,0.00,5.04,F000036,5000,10.07,5.035,0.0,5.035,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002211-buy-2016-05-31-pm,sz.002211,buy,,2016-05-31,pm,2016-06-01,am,not_penetrated,,11.59,11.59,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002102-buy-2016-05-31-pm,sz.002102,buy,,2016-05-31,pm,2016-06-01,am,not_penetrated,,11.76,11.76,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002619-buy-2016-05-31-pm,sz.002619,buy,,2016-05-31,pm,2016-06-01,am,filled_limit_buy,1200,40.55,40.55,True,filled,full_fill,limit,2016-06-01,am,1200,40.55,5.00,0.00,5.00,F000041,1200,40.55,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002689-buy-2016-05-31-pm,sz.002689,buy,,2016-05-31,pm,2016-06-01,am,filled_limit_buy,6700,7.66,7.66,True,filled,full_fill,limit,2016-06-01,am,6700,7.66,5.13,0.00,5.13,F000042,6700,7.66,5.1322,0.0,5.1322,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600666-sell/risk-2016-05-31-pm,sh.600666,sell,risk,2016-05-31,pm,2016-06-01,am,filled_limit_sell,1800,30.9,30.9,True,filled,full_fill,limit,2016-06-01,am,1800,30.9,5.56,55.62,61.18,F000037,1800,30.9,5.562,55.620000000000005,61.182,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sh.600967-sell/risk-2016-05-31-pm,sh.600967,sell,risk,2016-05-31,pm,2016-06-01,am,filled_limit_sell,5000,10.31,10.31,True,filled,full_fill,limit,2016-06-01,am,5000,10.31,5.16,51.55,56.71,F000038,5000,10.31,5.155,51.550000000000004,56.705000000000005,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.000821-sell/risk-2016-05-31-pm,sz.000821,sell,risk,2016-05-31,pm,2016-06-01,am,filled_limit_sell,3600,14.14,14.14,True,filled,full_fill,limit,2016-06-01,am,3600,14.14,5.09,50.90,55.99,F000039,3600,14.14,5.0904,50.904,55.994400000000006,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002123-sell/risk-2016-05-31-pm,sz.002123,sell,risk,2016-05-31,pm,2016-06-01,am,filled_limit_sell,2800,17.24,17.24,True,filled,full_fill,limit,2016-06-01,am,2800,17.24,5.00,48.27,53.27,F000040,2800,17.24,5.0,48.27199999999999,53.27199999999999,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002211-buy-2016-06-01-am,sz.002211,buy,,2016-06-01,am,2016-06-01,pm,not_penetrated,,12.75,12.75,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002102-buy-2016-06-01-am,sz.002102,buy,,2016-06-01,am,2016-06-01,pm,filled_limit_buy,4300,11.9,11.9,True,filled,full_fill,limit,2016-06-01,pm,4300,11.9,5.12,0.00,5.12,F000043,4300,11.9,5.117,0.0,5.117,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002211-buy-2016-06-01-pm,sz.002211,buy,,2016-06-01,pm,2016-06-02,am,not_penetrated,,12.75,12.75,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002211-buy-2016-06-02-am,sz.002211,buy,,2016-06-02,am,2016-06-02,pm,filled_limit_buy,3700,13.83,13.83,True,filled,full_fill,limit,2016-06-02,pm,3700,13.83,5.12,0.00,5.12,F000045,3700,13.83,5.117100000000001,0.0,5.117100000000001,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002619-sell/risk-2016-06-02-am,sz.002619,sell,risk,2016-06-02,am,2016-06-02,pm,filled_limit_sell,1200,17.02,17.02,True,filled,full_fill,limit,2016-06-02,pm,1200,17.02,5.00,20.42,25.42,F000044,1200,17.02,5.0,20.424,25.424,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002619-sell/risk-2016-06-02-pm,sz.002619,sell,risk,2016-06-02,pm,2016-06-03,am,not_penetrated,,17.22,17.22,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
FULL-bin,,sz.002619-sell/risk-2016-06-03-am,sz.002619,sell,risk,2016-06-03,am,2016-06-03,pm,filled_limit_sell,1800,16.13,16.13,True,filled,full_fill,limit,2016-06-03,pm,1800,16.13,5.00,29.03,34.03,F000046,1800,16.13,5.0,29.034,34.034,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002619-buy-2016-06-03-pm,sz.002619,buy,,2016-06-03,pm,2016-06-06,am,filled_limit_buy,3300,15.66,15.66,True,filled,full_fill,limit,2016-06-06,am,3300,15.66,5.17,0.00,5.17,F000047,3300,15.66,5.167800000000001,0.0,5.167800000000001,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002211-sell/risk-2016-06-13-am,sz.002211,sell,risk,2016-06-13,am,2016-06-13,pm,not_penetrated,,12.39,12.39,False,never_crossed,expired,,,,,,,,,,,,,,,,full,True,strict penetration required: session high > q (touch does not fill)
FULL-bin,,sz.002102-sell/risk-2016-06-13-pm,sz.002102,sell,risk,2016-06-13,pm,2016-06-14,am,filled_limit_sell,2500,11.82,11.82,True,filled,full_fill,limit,2016-06-14,am,2500,11.82,5.00,29.55,34.55,F000048,2500,11.82,5.0,29.55,34.55,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002619-sell/risk-2016-06-13-pm,sz.002619,sell,risk,2016-06-13,pm,2016-06-14,am,filled_limit_sell,1700,13.66,13.66,True,filled,full_fill,limit,2016-06-14,am,1700,13.66,5.00,23.22,28.22,F000049,1700,13.66,5.0,23.222,28.222,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002689-sell/risk-2016-06-13-pm,sz.002689,sell,risk,2016-06-13,pm,2016-06-14,am,filled_limit_sell,3800,7.52,7.52,True,filled,full_fill,limit,2016-06-14,am,3800,7.52,5.00,28.58,33.58,F000050,3800,7.52,5.0,28.576,33.576,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002211-sell/risk-2016-06-13-pm,sz.002211,sell,risk,2016-06-13,pm,2016-06-14,am,filled_limit_sell,3700,11.59,11.59,True,filled,full_fill,limit,2016-06-14,am,3700,11.59,5.00,42.88,47.88,F000051,3700,11.59,5.0,42.883,47.883,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002211-buy-2016-06-14-am,sz.002211,buy,,2016-06-14,am,2016-06-14,pm,filled_limit_buy,1900,11.58,11.58,True,filled,full_fill,limit,2016-06-14,pm,1900,11.58,5.00,0.00,5.00,F000052,1900,11.58,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002211-sell/risk-2016-06-22-am,sz.002211,sell,risk,2016-06-22,am,2016-06-22,pm,filled_limit_sell,1900,10.29,10.29,True,filled,full_fill,limit,2016-06-22,pm,1900,10.29,5.00,19.55,24.55,F000053,1900,10.29,5.0,19.551000000000002,24.551000000000002,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002211-buy-2016-06-22-pm,sz.002211,buy,,2016-06-22,pm,2016-06-23,am,filled_limit_buy,2100,10.49,10.49,True,filled,full_fill,limit,2016-06-23,am,2100,10.49,5.00,0.00,5.00,F000054,2100,10.49,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002211-sell/risk-2016-06-27-am,sz.002211,sell,risk,2016-06-27,am,2016-06-27,pm,filled_limit_sell,300,11.94,11.94,True,filled,full_fill,limit,2016-06-27,pm,300,11.94,5.00,3.58,8.58,F000055,300,11.94,5.0,3.5820000000000003,8.582,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sh.600120-buy-2016-06-30-pm,sh.600120,buy,,2016-06-30,pm,2016-07-01,am,not_penetrated,,21.71,21.71,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002273-buy-2016-06-30-pm,sz.002273,buy,,2016-06-30,pm,2016-07-01,am,not_penetrated,,27.99,27.99,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002428-buy-2016-06-30-pm,sz.002428,buy,,2016-06-30,pm,2016-07-01,am,filled_limit_buy,1300,17.18,17.18,True,filled,full_fill,limit,2016-07-01,am,1300,17.18,5.00,0.00,5.00,F000060,1300,17.18,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002222-buy-2016-06-30-pm,sz.002222,buy,,2016-06-30,pm,2016-07-01,am,filled_limit_buy,1400,15.7,15.7,True,filled,full_fill,limit,2016-07-01,am,1400,15.7,5.00,0.00,5.00,F000061,1400,15.7,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sz.002102-sell/risk-2016-06-30-pm,sz.002102,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,1800,12.52,12.52,True,filled,full_fill,limit,2016-07-01,am,1800,12.52,5.00,22.54,27.54,F000056,1800,12.52,5.0,22.536,27.536,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002211-sell/risk-2016-06-30-pm,sz.002211,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,1800,11.86,11.86,True,filled,full_fill,limit,2016-07-01,am,1800,11.86,5.00,21.35,26.35,F000057,1800,11.86,5.0,21.348,26.348,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002619-sell/risk-2016-06-30-pm,sz.002619,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,1600,14.13,14.13,True,filled,full_fill,limit,2016-07-01,am,1600,14.13,5.00,22.61,27.61,F000058,1600,14.13,5.0,22.608,27.608,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sz.002689-sell/risk-2016-06-30-pm,sz.002689,sell,risk,2016-06-30,pm,2016-07-01,am,filled_limit_sell,2900,7.75,7.75,True,filled,full_fill,limit,2016-07-01,am,2900,7.75,5.00,22.48,27.48,F000059,2900,7.75,5.0,22.475,27.475,True,full,True,strict penetration: session high > q; fill at q
FULL-bin,,sh.600120-buy-2016-07-01-am,sh.600120,buy,,2016-07-01,am,2016-07-01,pm,not_penetrated,,23.88,23.88,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sz.002273-buy-2016-07-01-am,sz.002273,buy,,2016-07-01,am,2016-07-01,pm,filled_limit_buy,800,28.06,28.06,True,filled,full_fill,limit,2016-07-01,pm,800,28.06,5.00,0.00,5.00,F000062,800,28.06,5.0,0.0,5.0,True,full,True,strict penetration: session low < p; fill at p
FULL-bin,,sh.600120-buy-2016-07-01-pm,sh.600120,buy,,2016-07-01,pm,2016-07-04,am,not_penetrated,,23.88,23.88,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
FULL-bin,,sh.600120-buy-2016-07-04-am,sh.600120,buy,,2016-07-04,am,2016-07-04,pm,not_penetrated,,26.27,26.27,False,never_crossed,expired,,,,,,,,,,,,,,,,lot_probe_penetration,True,strict penetration required: session low < p (touch does not fill)
