arm,order_id,symbol,side,live_date,live_session,limit_price,half_high,half_low,minute_day_high,minute_day_low,half_extremes_within_minute_range,finer_granularity_would_fill,other_session_high,other_session_low,halfday_verdict_conservative_miss,miss_attributable_to_this_session
SIG-old,sh.603722-buy-2020-09-30-pm,sh.603722,buy,2020-10-09,am,33.23,34.56,33.78,34.7,33.78,True,False,34.7,34.28,False,True
SIG-old,sh.600273-buy-2020-09-30-pm,sh.600273,buy,2020-10-09,am,10.84,11.1,10.84,11.1,10.68,True,True,10.87,10.68,True,False
SIG-old,sh.603877-buy-2020-09-30-pm,sh.603877,buy,2020-10-09,am,27.26,28.8,27.52,29.900000000000002,27.52,True,False,29.9,27.79,False,True
SIG-old,sh.603877-sell/risk-2020-10-13-am,sh.603877,sell,2020-10-13,pm,33.07,33.07,33.07,33.07,29.48,True,False,33.07,29.48,False,True
SIG-old,sh.603722-sell/risk-2020-10-30-pm,sh.603722,sell,2020-11-02,am,30.19,30.09,29.37,30.09,29.37,True,False,29.83,29.45,False,True
SIG-old,sh.601633-sell/risk-2020-12-23-pm,sh.601633,sell,2020-12-24,am,33.33,33.0,31.5,33.0,31.5,True,False,32.48,31.59,False,True
SIG-reg,sz.002435-buy-2016-01-29-pm,sz.002435,buy,2016-02-01,am,13.4,14.74,14.74,14.74,14.74,True,False,14.74,14.74,False,True
SIG-reg,sz.002435-buy-2016-02-01-am,sz.002435,buy,2016-02-01,pm,14.74,14.74,14.74,14.74,14.74,True,False,14.74,14.74,False,True
SIG-reg,sz.002435-buy-2016-02-01-pm,sz.002435,buy,2016-02-02,am,14.74,16.21,14.9,16.21,14.9,True,False,16.06,15.41,False,True
SIG-reg,sz.002435-buy-2016-02-02-am,sz.002435,buy,2016-02-02,pm,15.41,16.06,15.41,16.21,14.9,True,True,16.21,14.9,True,False
SIG-reg,sh.600360-sell/risk-2016-02-29-am,sh.600360,sell,2016-02-29,pm,6.19,6.18,6.05,6.66,6.05,True,True,6.66,6.07,True,False
SIG-reg,sz.000982-buy-2016-02-29-pm,sz.000982,buy,2016-03-01,am,6.17,6.79,6.79,6.79,6.79,True,False,6.79,6.79,False,True
SIG-reg,sz.002409-buy-2016-02-29-pm,sz.002409,buy,2016-03-01,am,24.16,26.58,24.5,26.580000000000002,24.5,True,False,26.0,24.65,False,True
SIG-reg,sz.000982-buy-2016-03-01-am,sz.000982,buy,2016-03-01,pm,6.79,6.79,6.79,6.79,6.79,True,False,6.79,6.79,False,True
SIG-reg,sz.000982-buy-2016-03-01-pm,sz.000982,buy,2016-03-02,am,6.79,7.47,7.47,7.47,7.47,True,False,7.47,7.47,False,True
SIG-reg,sz.000982-buy-2016-03-02-am,sz.000982,buy,2016-03-02,pm,7.47,7.47,7.47,7.47,7.47,True,False,7.47,7.47,False,True
SIG-reg,sz.000982-buy-2016-03-02-pm,sz.000982,buy,2016-03-03,am,7.47,8.22,8.22,8.22,8.09,True,False,8.22,8.09,False,True
SIG-reg,sz.000520-sell/risk-2016-03-10-pm,sz.000520,sell,2016-03-11,am,9.09,9.02,8.71,9.02,8.71,True,False,9.02,8.79,False,True
SIG-reg,sz.000520-buy-2016-03-11-pm,sz.000520,buy,2016-03-14,am,8.95,9.45,9.06,9.6,9.06,True,False,9.6,9.32,False,True
SIG-reg,sz.002582-buy-2016-03-18-am,sz.002582,buy,2016-03-18,pm,30.88,32.15,30.89,32.15,29.98,True,True,31.6,29.98,True,False
SIG-reg,sz.000913-buy-2016-03-31-pm,sz.000913,buy,2016-04-01,am,11.42,12.56,11.72,12.56,11.72,True,False,12.56,12.11,False,True
SIG-reg,sz.000520-sell/risk-2016-03-31-pm,sz.000520,sell,2016-04-01,am,9.45,9.35,9.15,9.35,9.11,True,False,9.29,9.11,False,True
SIG-reg,sz.002582-sell/risk-2016-03-31-pm,sz.002582,sell,2016-04-01,am,31.68,31.1,29.5,31.1,29.400000000000002,True,False,30.71,29.4,False,True
SIG-reg,sz.000913-buy-2016-04-01-am,sz.000913,buy,2016-04-01,pm,12.1,12.56,12.11,12.56,11.72,True,True,12.56,11.72,True,False
SIG-reg,sz.002211-buy-2016-05-31-pm,sz.002211,buy,2016-06-01,am,11.59,12.75,12.75,12.75,12.75,True,False,12.75,12.75,False,True
SIG-reg,sz.002405-buy-2016-05-31-pm,sz.002405,buy,2016-06-01,am,32.05,34.2,32.78,34.2,32.78,True,False,34.19,33.32,False,True
SIG-reg,sz.002488-buy-2016-05-31-pm,sz.002488,buy,2016-06-01,am,22.77,24.14,22.82,24.14,22.82,True,False,23.46,22.91,False,True
SIG-reg,sz.002211-buy-2016-06-01-am,sz.002211,buy,2016-06-01,pm,12.75,12.75,12.75,12.75,12.75,True,False,12.75,12.75,False,True
SIG-reg,sz.002211-buy-2016-06-01-pm,sz.002211,buy,2016-06-02,am,12.75,14.03,13.0,14.030000000000001,13.0,True,False,14.03,13.7,False,True
SIG-reg,sz.002211-sell/risk-2016-06-13-am,sz.002211,sell,2016-06-13,pm,12.39,12.39,11.57,12.52,11.57,True,True,12.52,12.31,True,False
SIG-reg,sh.600120-buy-2016-06-30-pm,sh.600120,buy,2016-07-01,am,21.71,23.88,23.88,23.88,23.88,True,False,23.88,23.88,False,True
SIG-reg,sh.600120-buy-2016-07-01-am,sh.600120,buy,2016-07-01,pm,23.88,23.88,23.88,23.88,23.88,True,False,23.88,23.88,False,True
SIG-reg,sh.600120-buy-2016-07-01-pm,sh.600120,buy,2016-07-04,am,23.88,26.27,25.96,26.27,25.96,True,False,26.27,26.27,False,True
SIG-reg,sh.600120-buy-2016-07-04-am,sh.600120,buy,2016-07-04,pm,26.27,26.27,26.27,26.27,25.96,True,True,26.27,25.96,True,False
SIG-reg,sh.600120-buy-2016-07-04-pm,sh.600120,buy,2016-07-05,am,26.27,28.76,26.69,28.76,26.69,True,False,28.25,27.35,False,True
SIG-reg,sz.002312-sell/risk-2016-07-18-pm,sz.002312,sell,2016-07-19,am,12.54,12.48,12.12,12.48,12.120000000000001,True,False,12.39,12.13,False,True
SIG-reg,sh.600751-buy-2016-07-29-pm,sh.600751,buy,2016-08-01,am,8.94,9.83,9.83,9.83,9.83,True,False,9.83,9.83,False,True
SIG-reg,sz.002400-sell/risk-2016-07-29-pm,sz.002400,sell,2016-08-01,am,14.77,14.75,14.38,14.75,14.290000000000001,True,False,14.46,14.29,False,True
SIG-reg,sh.600751-buy-2016-08-01-am,sh.600751,buy,2016-08-01,pm,9.83,9.83,9.83,9.83,9.83,True,False,9.83,9.83,False,True
SIG-reg,sh.600556-buy-2016-08-09-am,sh.600556,buy,2016-08-09,pm,16.19,16.19,16.19,16.19,15.21,True,True,16.19,15.21,True,False
SIG-reg,sh.600556-buy-2016-08-09-pm,sh.600556,buy,2016-08-10,am,16.19,17.81,16.82,17.81,16.82,True,False,17.8,17.28,False,True
SIG-reg,sz.002266-buy-2016-09-30-pm,sz.002266,buy,2016-10-10,am,5.87,6.46,6.1,6.46,6.1000000000000005,True,False,6.19,6.12,False,True
SIG-reg,sz.002472-buy-2016-09-30-pm,sz.002472,buy,2016-10-10,am,12.32,12.75,12.42,12.92,12.42,True,False,12.92,12.6,False,True
SIG-reg,sz.000912-buy-2016-10-24-am,sz.000912,buy,2016-10-24,pm,11.14,11.14,11.14,11.14,10.23,True,True,11.14,10.23,True,False
SIG-reg,sz.000912-buy-2016-10-24-pm,sz.000912,buy,2016-10-25,am,11.14,12.25,11.55,12.25,11.55,True,False,12.25,12.25,False,True
SIG-reg,sz.000912-buy-2016-10-25-am,sz.000912,buy,2016-10-25,pm,12.25,12.25,12.25,12.25,11.55,True,True,12.25,11.55,True,False
SIG-reg,sz.000912-sell/profit-2016-11-03-am,sz.000912,sell,2016-11-03,pm,14.86,14.86,14.86,14.86,14.86,True,False,14.86,14.86,False,True
SIG-reg,sz.000912-sell/profit-2016-11-04-pm,sz.000912,sell,2016-11-07,am,16.35,15.84,14.72,17.2,14.72,True,True,17.2,14.89,True,False
SIG-reg,sz.002679-sell/profit-2016-11-18-pm,sz.002679,sell,2016-11-21,am,62.69,61.99,59.97,61.99,57.300000000000004,True,False,61.0,57.3,False,True
SIG-reg,sh.601789-sell/risk-2016-11-24-am,sh.601789,sell,2016-11-24,pm,7.38,7.38,7.24,7.5200000000000005,7.24,True,True,7.52,7.36,True,False
SIG-reg,sz.002621-sell/profit-2016-11-28-am,sz.002621,sell,2016-11-28,pm,27.39,27.39,27.39,27.39,27.39,True,False,27.39,27.39,False,True
SIG-reg,sz.002621-buy-2016-11-30-am,sz.002621,buy,2016-11-30,pm,33.14,33.14,33.14,33.14,31.88,True,True,33.14,31.88,True,False
SIG-reg,sz.002389-buy-2016-11-30-pm,sz.002389,buy,2016-12-01,am,20.88,22.97,22.97,22.97,22.97,True,False,22.97,22.97,False,True
SIG-reg,sh.600691-buy-2016-11-30-pm,sh.600691,buy,2016-12-01,am,3.39,3.46,3.4,3.46,3.4,True,False,3.44,3.4,False,True
SIG-reg,sz.002679-sell/risk-2016-11-30-pm,sz.002679,sell,2016-12-01,am,50.3,50.0,46.68,50.0,45.5,True,False,47.97,45.5,False,True
SIG-reg,sz.002389-buy-2016-12-01-am,sz.002389,buy,2016-12-01,pm,22.97,22.97,22.97,22.97,22.97,True,False,22.97,22.97,False,True
SIG-reg,sz.002389-buy-2016-12-01-pm,sz.002389,buy,2016-12-02,am,22.97,25.27,25.27,25.27,25.27,True,False,25.27,25.27,False,True
SIG-reg,sz.002389-buy-2016-12-02-am,sz.002389,buy,2016-12-02,pm,25.27,25.27,25.27,25.27,25.27,True,False,25.27,25.27,False,True
SIG-reg,sh.600215-buy-2016-12-30-pm,sh.600215,buy,2017-01-03,am,12.34,13.57,13.57,13.57,13.57,True,False,13.57,13.57,False,True
SIG-reg,sh.600215-buy-2017-01-03-am,sh.600215,buy,2017-01-03,pm,13.57,13.57,13.57,13.57,13.57,True,False,13.57,13.57,False,True
SIG-reg,sh.600215-buy-2017-01-03-pm,sh.600215,buy,2017-01-04,am,13.57,14.93,14.79,14.93,14.790000000000001,True,False,14.93,14.93,False,True
SIG-reg,sh.600215-buy-2017-01-04-am,sh.600215,buy,2017-01-04,pm,14.93,14.93,14.93,14.93,14.790000000000001,True,True,14.93,14.79,True,False
SIG-reg,sh.603227-buy-2017-01-26-pm,sh.603227,buy,2017-02-03,am,8.13,8.23,8.13,8.28,8.13,True,False,8.28,8.17,False,True
SIG-reg,sh.603227-buy-2017-02-03-am,sh.603227,buy,2017-02-03,pm,8.17,8.28,8.17,8.28,8.13,True,True,8.23,8.13,True,False
SIG-reg,sz.002694-sell/risk-2017-02-28-pm,sz.002694,sell,2017-03-01,am,37.19,37.04,33.47,37.04,33.47,True,False,36.36,34.36,False,True
SIG-reg,sz.002695-buy-2017-03-31-pm,sz.002695,buy,2017-04-05,am,22.87,23.3,22.88,23.3,22.88,True,False,23.16,23.08,False,True
SIG-reg,sz.002695-buy-2017-04-17-pm,sz.002695,buy,2017-04-18,am,20.51,21.0,20.56,21.0,20.36,True,True,20.67,20.36,True,False
SIG-reg,sz.002801-sell/risk-2017-04-20-am,sz.002801,sell,2017-04-20,pm,47.49,47.49,45.6,49.980000000000004,45.6,True,True,49.98,47.0,True,False
SIG-reg,sz.000906-buy-2017-04-20-pm,sz.000906,buy,2017-04-21,am,13.29,13.47,13.3,13.47,13.3,True,False,13.43,13.33,False,True
SIG-reg,sz.002801-sell/risk-2017-05-31-pm,sz.002801,sell,2017-06-01,am,41.7,41.68,40.4,41.68,38.19,True,False,40.73,38.19,False,True
SIG-reg,sz.000723-buy-2017-06-16-pm,sz.000723,buy,2017-06-19,am,7.87,8.66,7.91,8.66,7.8,True,True,8.02,7.8,True,False
SIG-reg,sz.002152-buy-2017-08-31-pm,sz.002152,buy,2017-09-01,am,7.91,8.03,7.91,8.03,7.91,True,False,8.02,7.96,False,True
SIG-reg,sh.603010-buy-2017-09-26-pm,sh.603010,buy,2017-09-27,am,27.9,28.43,27.93,28.43,27.59,True,True,28.2,27.59,True,False
SIG-reg,sz.002662-buy-2017-09-29-pm,sz.002662,buy,2017-10-09,am,7.9,8.69,8.69,8.69,8.69,True,False,8.69,8.69,False,True
SIG-reg,sz.002662-buy-2017-10-09-am,sz.002662,buy,2017-10-09,pm,8.69,8.69,8.69,8.69,8.69,True,False,8.69,8.69,False,True
SIG-reg,sz.002662-buy-2017-10-09-pm,sz.002662,buy,2017-10-10,am,8.69,9.56,9.56,9.56,9.56,True,False,9.56,9.56,False,True
SIG-reg,sz.002662-buy-2017-10-10-am,sz.002662,buy,2017-10-10,pm,9.56,9.56,9.56,9.56,9.56,True,False,9.56,9.56,False,True
SIG-reg,sz.002662-buy-2017-10-10-pm,sz.002662,buy,2017-10-11,am,9.56,10.52,10.05,10.52,10.05,True,False,10.52,10.49,False,True
SIG-reg,sz.002129-buy-2017-12-22-pm,sz.002129,buy,2017-12-25,am,11.58,12.02,11.68,12.02,11.58,True,False,11.85,11.58,False,True
SIG-reg,sh.600651-buy-2017-12-29-pm,sh.600651,buy,2018-01-02,am,9.15,9.55,9.17,9.55,9.17,True,False,9.54,9.41,False,True
SIG-reg,sz.000717-buy-2018-01-31-pm,sz.000717,buy,2018-02-01,am,8.11,8.53,8.2,8.53,8.16,True,False,8.3,8.16,False,True
SIG-reg,sh.600868-sell/risk-2018-01-31-pm,sh.600868,sell,2018-02-01,am,4.6,4.59,4.4,4.59,4.33,True,False,4.48,4.33,False,True
SIG-reg,sh.600698-sell/risk-2018-02-06-am,sh.600698,sell,2018-02-06,pm,5.37,5.37,5.01,5.48,5.01,True,True,5.48,5.35,True,False
SIG-reg,sh.600698-sell/risk-2018-02-23-am,sh.600698,sell,2018-02-23,pm,5.97,5.97,5.97,5.97,5.4,True,False,5.97,5.4,False,True
SIG-reg,sz.002570-sell/risk-2018-03-19-am,sz.002570,sell,2018-03-19,pm,5.91,5.91,5.91,5.91,5.63,True,False,5.91,5.63,False,True
SIG-reg,sz.002570-buy-2018-03-26-pm,sz.002570,buy,2018-03-27,am,5.22,5.4,5.23,5.45,5.23,True,False,5.45,5.31,False,True
SIG-reg,sz.002547-sell/risk-2018-03-30-pm,sz.002547,sell,2018-04-02,am,8.86,8.86,8.78,8.86,8.69,True,False,8.82,8.69,False,True
SIG-reg,sh.600900-sell/risk-2018-05-31-pm,sh.600900,sell,2018-06-01,am,17.11,17.06,16.83,17.06,16.77,True,False,16.89,16.77,False,True
SIG-reg,sz.002507-buy-2018-06-19-pm,sz.002507,buy,2018-06-20,am,23.5,24.89,23.66,25.150000000000002,23.66,True,False,25.15,24.37,False,True
SIG-reg,sz.002507-buy-2018-06-20-am,sz.002507,buy,2018-06-20,pm,24.35,25.15,24.37,25.150000000000002,23.66,True,True,24.89,23.66,True,False
SIG-reg,sz.000636-buy-2018-06-29-pm,sz.000636,buy,2018-07-02,am,15.88,17.28,16.4,17.28,16.4,True,False,17.08,16.47,False,True
SIG-reg,sz.002399-buy-2018-07-30-pm,sz.002399,buy,2018-07-31,am,17.95,18.8,18.01,18.8,18.01,True,False,18.76,18.51,False,True
SIG-reg,sh.601898-buy-2018-08-31-pm,sh.601898,buy,2018-09-03,am,5.01,5.09,5.01,5.16,5.01,True,False,5.16,5.05,False,True
SIG-reg,sh.601186-sell/risk-2018-08-31-pm,sh.601186,sell,2018-09-03,am,10.6,10.51,10.24,10.51,10.24,True,False,10.46,10.29,False,True
SIG-reg,sh.600298-sell/risk-2018-09-28-pm,sh.600298,sell,2018-10-08,am,29.49,28.76,27.76,28.76,27.310000000000002,True,False,28.1,27.31,False,True
SIG-reg,sh.601788-sell/risk-2018-09-28-pm,sh.601788,sell,2018-10-08,am,9.5,9.4,9.17,9.4,9.11,True,False,9.21,9.11,False,True
SIG-reg,sz.000001-buy-2018-10-11-pm,sz.000001,buy,2018-10-12,am,9.86,10.14,9.87,10.34,9.870000000000001,True,False,10.34,10.14,False,True
SIG-reg,sz.002478-buy-2018-10-12-am,sz.002478,buy,2018-10-12,pm,5.42,5.62,5.42,5.62,5.16,True,True,5.42,5.16,True,False
SIG-reg,sz.000001-buy-2018-10-12-am,sz.000001,buy,2018-10-12,pm,10.14,10.34,10.14,10.34,9.870000000000001,True,True,10.14,9.87,True,False
SIG-reg,sz.002152-buy-2018-10-16-pm,sz.002152,buy,2018-10-17,am,5.53,5.84,5.63,5.84,5.63,True,False,5.82,5.67,False,True
SIG-reg,sh.600668-buy-2018-10-31-pm,sh.600668,buy,2018-11-01,am,12.1,12.44,12.11,12.47,12.11,True,False,12.47,12.22,False,True
SIG-reg,sh.600340-buy-2018-10-31-pm,sh.600340,buy,2018-11-01,am,23.35,24.65,23.82,24.650000000000002,23.6,True,False,24.19,23.6,False,True
SIG-reg,sz.000584-buy-2018-10-31-pm,sz.000584,buy,2018-11-01,am,6.66,7.18,6.82,7.18,6.82,True,False,7.01,6.82,False,True
SIG-reg,sz.000659-buy-2018-11-30-pm,sz.000659,buy,2018-12-03,am,4.08,4.21,4.1,4.21,4.1,True,False,4.18,4.11,False,True
SIG-reg,sh.603366-buy-2018-11-30-pm,sh.603366,buy,2018-12-03,am,4.58,5.04,5.04,5.04,5.04,True,False,5.04,5.04,False,True
SIG-reg,sh.601113-buy-2018-11-30-pm,sh.601113,buy,2018-12-03,am,7.8,8.16,7.9,8.16,7.9,True,False,8.15,8.02,False,True
SIG-reg,sh.603366-buy-2018-12-03-am,sh.603366,buy,2018-12-03,pm,5.04,5.04,5.04,5.04,5.04,True,False,5.04,5.04,False,True
SIG-reg,sh.603366-buy-2018-12-03-pm,sh.603366,buy,2018-12-04,am,5.04,5.49,5.12,5.54,5.12,True,False,5.54,5.26,False,True
SIG-reg,sh.600531-buy-2019-02-28-pm,sh.600531,buy,2019-03-01,am,5.29,5.45,5.3,5.45,5.28,True,True,5.43,5.28,True,False
SIG-reg,sz.002192-buy-2019-02-28-pm,sz.002192,buy,2019-03-01,am,28.41,30.1,28.5,30.1,28.5,True,False,29.64,28.93,False,True
SIG-reg,sh.600531-buy-2019-03-20-pm,sh.600531,buy,2019-03-21,am,5.24,5.41,5.24,5.43,5.24,True,False,5.43,5.32,False,True
SIG-reg,sz.002458-buy-2019-03-29-pm,sz.002458,buy,2019-04-01,am,35.18,38.7,36.31,38.7,36.31,True,False,38.7,38.01,False,True
SIG-reg,sh.600721-buy-2019-03-29-pm,sh.600721,buy,2019-04-01,am,5.89,6.15,5.91,6.16,5.91,True,False,6.16,6.07,False,True
SIG-reg,sz.000159-sell/risk-2019-04-08-am,sz.000159,sell,2019-04-08,pm,11.63,11.63,11.63,11.63,10.11,True,False,11.63,10.11,False,True
SIG-reg,sz.000159-sell/risk-2019-04-10-am,sz.000159,sell,2019-04-10,pm,14.07,14.07,11.62,14.07,11.620000000000001,True,False,14.07,13.68,False,True
SIG-reg,sz.002458-sell/risk-2019-04-12-am,sz.002458,sell,2019-04-12,pm,25.81,25.81,25.81,25.810000000000002,23.23,True,True,25.81,23.23,True,True
SIG-reg,sh.600721-sell/risk-2019-04-30-pm,sh.600721,sell,2019-05-06,am,5.69,5.41,5.41,5.41,5.41,True,False,5.41,5.41,False,True
SIG-reg,sz.000159-sell/risk-2019-04-30-pm,sz.000159,sell,2019-05-06,am,10.08,9.71,9.07,9.71,9.07,True,False,9.07,9.07,False,True
SIG-reg,sz.002824-sell/risk-2019-04-30-pm,sz.002824,sell,2019-05-06,am,12.51,12.28,11.51,12.280000000000001,11.26,True,False,11.72,11.26,False,True
SIG-reg,sz.000159-sell/risk-2019-05-06-am,sz.000159,sell,2019-05-06,pm,9.07,9.07,9.07,9.71,9.07,True,True,9.71,9.07,True,False
SIG-reg,sh.600721-sell/risk-2019-05-06-am,sh.600721,sell,2019-05-06,pm,5.41,5.41,5.41,5.41,5.41,True,False,5.41,5.41,False,True
SIG-reg,sh.600721-sell/risk-2019-05-06-pm,sh.600721,sell,2019-05-07,am,5.41,5.39,5.14,5.39,5.14,True,False,5.16,5.14,False,True
SIG-reg,sh.600179-buy-2019-05-31-pm,sh.600179,buy,2019-06-03,am,4.63,4.95,4.66,4.95,4.66,True,False,4.86,4.78,False,True
SIG-reg,sh.600179-buy-2019-06-03-am,sh.600179,buy,2019-06-03,pm,4.78,4.86,4.78,4.95,4.66,True,True,4.95,4.66,True,False
SIG-reg,sh.600179-buy-2019-06-03-pm,sh.600179,buy,2019-06-04,am,4.79,5.0,4.85,5.0,4.8500000000000005,True,False,4.94,4.85,False,True
SIG-reg,sh.600422-sell/risk-2019-06-19-am,sh.600422,sell,2019-06-19,pm,11.61,11.61,11.61,11.61,11.61,True,False,11.61,11.61,False,True
SIG-reg,sh.600179-sell/risk-2019-06-21-am,sh.600179,sell,2019-06-21,pm,3.77,3.77,3.77,3.77,3.77,True,False,3.77,3.77,False,True
SIG-reg,sh.600179-sell/risk-2019-06-21-pm,sh.600179,sell,2019-06-24,am,3.77,3.58,3.58,3.58,3.58,True,False,3.58,3.58,False,True
SIG-reg,sh.600179-sell/risk-2019-06-24-am,sh.600179,sell,2019-06-24,pm,3.58,3.58,3.58,3.58,3.58,True,False,3.58,3.58,False,True
SIG-reg,sh.600179-sell/risk-2019-06-24-pm,sh.600179,sell,2019-06-25,am,3.58,3.4,3.4,3.4,3.4,True,False,3.4,3.4,False,True
SIG-reg,sh.600179-sell/risk-2019-06-25-am,sh.600179,sell,2019-06-25,pm,3.4,3.4,3.4,3.4,3.4,True,False,3.4,3.4,False,True
SIG-reg,sh.600179-sell/risk-2019-06-25-pm,sh.600179,sell,2019-06-26,am,3.4,3.23,3.23,3.23,3.23,True,False,3.23,3.23,False,True
SIG-reg,sh.600179-sell/risk-2019-06-26-am,sh.600179,sell,2019-06-26,pm,3.23,3.23,3.23,3.23,3.23,True,False,3.23,3.23,False,True
SIG-reg,sh.600179-sell/risk-2019-06-26-pm,sh.600179,sell,2019-06-27,am,3.23,3.15,3.07,3.15,3.0700000000000003,True,False,3.07,3.07,False,True
SIG-reg,sh.600179-sell/risk-2019-06-27-am,sh.600179,sell,2019-06-27,pm,3.07,3.07,3.07,3.15,3.0700000000000003,True,True,3.15,3.07,True,False
SIG-reg,sh.603421-buy-2019-06-28-pm,sh.603421,buy,2019-07-01,am,19.5,20.93,20.01,20.93,20.01,True,False,20.86,20.7,False,True
SIG-reg,sz.002869-buy-2019-06-28-pm,sz.002869,buy,2019-07-01,am,38.79,42.67,39.2,42.67,39.2,True,False,42.67,42.67,False,True
SIG-reg,sh.600559-buy-2019-06-28-pm,sh.600559,buy,2019-07-01,am,13.09,13.7,13.12,13.700000000000001,13.120000000000001,True,False,13.63,13.51,False,True
SIG-reg,sz.002869-buy-2019-07-01-am,sz.002869,buy,2019-07-01,pm,42.67,42.67,42.67,42.67,39.2,True,True,42.67,39.2,True,False
SIG-reg,sz.002869-buy-2019-07-01-pm,sz.002869,buy,2019-07-02,am,42.67,46.94,43.28,46.94,42.7,True,False,45.88,42.7,False,True
SIG-reg,sh.600559-sell/risk-2019-07-31-pm,sh.600559,sell,2019-08-01,am,12.53,12.52,12.24,12.52,12.200000000000001,True,False,12.31,12.2,False,True
SIG-reg,sh.603421-sell/risk-2019-07-31-pm,sh.603421,sell,2019-08-01,am,18.04,17.89,17.51,17.89,17.51,True,False,17.76,17.56,False,True
SIG-reg,sz.002869-sell/profit-2019-08-28-pm,sz.002869,sell,2019-08-29,am,67.19,67.08,63.56,69.18,63.56,True,True,69.18,65.46,True,False
SIG-reg,sz.000595-buy-2019-09-30-pm,sz.000595,buy,2019-10-08,am,3.43,3.55,3.44,3.5500000000000003,3.41,True,True,3.48,3.41,True,False
SIG-reg,sz.000056-buy-2019-09-30-pm,sz.000056,buy,2019-10-08,am,4.59,4.72,4.61,4.72,4.61,True,False,4.7,4.63,False,True
SIG-reg,sz.000038-buy-2019-09-30-pm,sz.000038,buy,2019-10-08,am,12.1,13.06,12.2,13.06,12.200000000000001,True,False,12.77,12.35,False,True
SIG-reg,sz.000536-sell/risk-2019-09-30-pm,sz.000536,sell,2019-10-08,am,2.76,2.76,2.69,2.7600000000000002,2.69,True,True,2.74,2.69,True,True
SIG-reg,sz.000536-sell/risk-2019-10-08-am,sz.000536,sell,2019-10-08,pm,2.74,2.74,2.69,2.7600000000000002,2.69,True,True,2.76,2.69,True,False
SIG-reg,sz.002776-buy-2019-11-29-pm,sz.002776,buy,2019-12-02,am,6.01,6.61,6.04,6.61,6.04,True,False,6.61,6.61,False,True
SIG-reg,sh.600734-sell/risk-2019-11-29-pm,sh.600734,sell,2019-12-02,am,6.91,6.89,6.74,6.890000000000001,6.67,True,False,6.77,6.67,False,True
SIG-reg,sz.000595-sell/risk-2019-11-29-pm,sz.000595,sell,2019-12-02,am,3.4,3.4,3.29,3.4,3.29,True,False,3.35,3.29,False,True
SIG-reg,sz.002776-buy-2019-12-02-am,sz.002776,buy,2019-12-02,pm,6.61,6.61,6.61,6.61,6.04,True,True,6.61,6.04,True,False
SIG-reg,sh.600734-sell/risk-2019-12-02-am,sh.600734,sell,2019-12-02,pm,6.77,6.77,6.67,6.890000000000001,6.67,True,True,6.89,6.74,True,False
SIG-reg,sz.002776-buy-2019-12-02-pm,sz.002776,buy,2019-12-03,am,6.61,7.13,6.63,7.22,6.63,True,False,7.22,6.86,False,True
SIG-reg,sh.603005-buy-2019-12-31-pm,sh.603005,buy,2020-01-02,am,39.38,43.32,39.61,43.32,39.61,True,False,43.32,43.32,False,True
SIG-reg,sh.603005-buy-2020-01-02-am,sh.603005,buy,2020-01-02,pm,43.32,43.32,43.32,43.32,39.61,True,True,43.32,39.61,True,False
SIG-reg,sh.603005-buy-2020-01-02-pm,sh.603005,buy,2020-01-03,am,43.32,47.38,44.23,47.65,44.230000000000004,True,False,47.65,45.33,False,True
SIG-reg,sh.600640-sell/risk-2020-01-23-pm,sh.600640,sell,2020-02-03,am,21.93,19.74,19.74,19.740000000000002,19.740000000000002,True,False,19.74,19.74,False,True
SIG-reg,sh.603005-sell/risk-2020-01-23-pm,sh.603005,sell,2020-02-03,am,80.9,72.81,72.81,72.81,72.81,True,False,72.81,72.81,False,True
SIG-reg,sh.600640-sell/risk-2020-02-03-am,sh.600640,sell,2020-02-03,pm,19.74,19.74,19.74,19.740000000000002,19.740000000000002,True,True,19.74,19.74,True,True
SIG-reg,sh.603005-sell/risk-2020-02-03-am,sh.603005,sell,2020-02-03,pm,72.81,72.81,72.81,72.81,72.81,True,False,72.81,72.81,False,True
SIG-reg,sh.600640-sell/risk-2020-02-03-pm,sh.600640,sell,2020-02-04,am,19.74,19.51,17.77,19.51,17.77,True,False,19.36,18.33,False,True
SIG-reg,sh.600695-sell/risk-2020-02-17-am,sh.600695,sell,2020-02-17,pm,8.84,8.84,8.84,8.84,8.4,True,False,8.84,8.4,False,True
SIG-reg,sz.000818-buy-2020-02-28-pm,sz.000818,buy,2020-03-02,am,25.7,27.4,26.28,28.27,26.28,True,False,28.27,27.38,False,True
SIG-reg,sh.603236-buy-2020-02-28-pm,sh.603236,buy,2020-03-02,am,224.79,239.47,226.06,247.08,226.06,True,False,247.08,236.0,False,True
SIG-reg,sz.000818-buy-2020-03-02-am,sz.000818,buy,2020-03-02,pm,27.38,28.27,27.38,28.27,26.28,True,True,27.4,26.28,True,False
SIG-reg,sh.603236-buy-2020-03-02-am,sh.603236,buy,2020-03-02,pm,236.0,247.08,236.0,247.08,226.06,True,True,239.47,226.06,True,False
SIG-reg,sz.000818-buy-2020-03-02-pm,sz.000818,buy,2020-03-03,am,28.27,29.95,28.38,29.95,27.400000000000002,True,True,29.12,27.4,True,False
SIG-reg,sh.603236-buy-2020-03-02-pm,sh.603236,buy,2020-03-03,am,242.7,262.9,247.05,262.9,242.8,True,False,254.32,242.8,False,True
