arm,order_id,symbol,side,live_date,live_session,limit_price,half_high,half_low,minute_day_high,minute_day_low,half_extremes_within_minute_range,finer_granularity_would_fill,other_session_high,other_session_low,halfday_verdict_conservative_miss,miss_attributable_to_this_session
SIG-reg,sh.603236-buy-2020-03-10-am,sh.603236,buy,2020-03-10,pm,213.74,220.0,213.74,220.0,203.81,True,True,214.41,203.81,True,False
SIG-reg,sh.603236-buy-2020-03-13-am,sh.603236,buy,2020-03-13,pm,208.25,218.0,208.25,218.0,198.91,True,True,214.99,198.91,True,False
SIG-reg,sh.600988-sell/risk-2020-03-31-pm,sh.600988,sell,2020-04-01,am,8.39,8.23,7.94,8.98,7.94,True,True,8.98,8.15,True,False
SIG-reg,sz.002185-sell/risk-2020-04-02-pm,sz.002185,sell,2020-04-03,am,11.31,11.16,10.75,11.16,10.71,True,False,11.07,10.71,False,True
SIG-reg,sz.002176-sell/risk-2020-04-30-am,sz.002176,sell,2020-04-30,pm,1.67,1.67,1.67,1.67,1.67,True,False,1.67,1.67,False,True
SIG-reg,sz.002176-sell/risk-2020-04-30-pm,sz.002176,sell,2020-05-06,am,1.67,1.59,1.59,1.59,1.59,True,False,1.59,1.59,False,True
SIG-reg,sz.002176-sell/risk-2020-05-06-am,sz.002176,sell,2020-05-06,pm,1.59,1.59,1.59,1.59,1.59,True,False,1.59,1.59,False,True
SIG-reg,sz.002176-sell/risk-2020-05-06-pm,sz.002176,sell,2020-05-07,am,1.59,1.51,1.51,1.51,1.51,True,False,1.51,1.51,False,True
SIG-reg,sz.002176-sell/risk-2020-05-07-am,sz.002176,sell,2020-05-07,pm,1.51,1.51,1.51,1.51,1.51,True,False,1.51,1.51,False,True
SIG-reg,sz.002618-sell/risk-2020-05-28-am,sz.002618,sell,2020-05-28,pm,10.38,10.38,10.38,10.38,10.38,True,False,10.38,10.38,False,True
SIG-reg,sz.002503-buy-2020-05-29-pm,sz.002503,buy,2020-06-01,am,2.68,2.87,2.7,2.91,2.7,True,False,2.91,2.82,False,True
SIG-reg,sh.600350-sell/risk-2020-06-30-pm,sh.600350,sell,2020-07-01,am,6.14,6.12,5.83,6.12,5.83,True,False,6.06,5.95,False,True
SIG-reg,sz.002503-sell/risk-2020-06-30-pm,sz.002503,sell,2020-07-01,am,2.81,2.81,2.76,2.81,2.7600000000000002,True,False,2.8,2.76,False,True
SIG-reg,sz.002503-sell/risk-2020-07-01-am,sz.002503,sell,2020-07-01,pm,2.8,2.8,2.76,2.81,2.7600000000000002,True,True,2.81,2.76,True,False
SIG-reg,sz.002382-buy-2020-07-24-pm,sz.002382,buy,2020-07-27,am,28.17,30.61,28.86,30.64,28.86,True,False,30.64,29.65,False,True
SIG-reg,sz.002625-buy-2020-07-31-pm,sz.002625,buy,2020-08-03,am,19.73,21.7,21.7,21.7,21.7,True,False,21.7,21.7,False,True
SIG-reg,sh.603718-buy-2020-07-31-pm,sh.603718,buy,2020-08-03,am,49.12,54.03,49.13,54.03,49.13,True,False,54.03,49.97,False,True
SIG-reg,sz.002625-buy-2020-08-03-am,sz.002625,buy,2020-08-03,pm,21.7,21.7,21.7,21.7,21.7,True,False,21.7,21.7,False,True
SIG-reg,sz.002625-buy-2020-08-03-pm,sz.002625,buy,2020-08-04,am,21.7,23.87,23.87,23.87,23.87,True,False,23.87,23.87,False,True
SIG-reg,sz.002625-buy-2020-08-04-am,sz.002625,buy,2020-08-04,pm,23.87,23.87,23.87,23.87,23.87,True,False,23.87,23.87,False,True
SIG-reg,sz.002625-buy-2020-08-04-pm,sz.002625,buy,2020-08-05,am,23.87,26.26,26.26,26.26,26.26,True,False,26.26,26.26,False,True
SIG-reg,sz.002625-buy-2020-08-05-am,sz.002625,buy,2020-08-05,pm,26.26,26.26,26.26,26.26,26.26,True,False,26.26,26.26,False,True
SIG-reg,sz.002335-buy-2020-09-30-pm,sz.002335,buy,2020-10-09,am,17.69,18.46,17.9,18.46,17.830000000000002,True,False,18.12,17.83,False,True
SIG-reg,sh.601012-buy-2020-09-30-pm,sh.601012,buy,2020-10-09,am,75.01,82.51,79.39,82.51,79.39,True,False,82.48,80.8,False,True
SIG-reg,sz.002335-sell/risk-2020-10-14-am,sz.002335,sell,2020-10-14,pm,22.28,22.28,22.28,22.28,21.2,True,False,22.28,21.2,False,True
SIG-reg,sz.002335-sell/risk-2020-10-14-pm,sz.002335,sell,2020-10-15,am,22.28,22.21,21.32,22.21,20.8,True,False,21.57,20.8,False,True
SIG-reg,sh.601012-buy-2020-10-26-am,sh.601012,buy,2020-10-26,pm,69.11,70.44,69.18,71.28,65.79,True,True,71.28,65.79,True,False
SIG-reg,sh.601012-sell/risk-2020-10-30-pm,sh.601012,sell,2020-11-02,am,75.99,75.65,70.51,75.66,70.51,True,False,75.66,73.44,False,True
A1,sz.002089-sell/profit-2015-04-15-am,sz.002089,sell,2015-04-15,pm,21.99,21.99,21.99,21.990000000000002,21.990000000000002,True,True,21.99,21.99,True,True
A1,sh.600118-sell/profit-2015-04-27-am,sh.600118,sell,2015-04-27,pm,41.47,41.47,41.47,41.47,41.47,True,False,41.47,41.47,False,True
A1,sh.600536-sell/profit-2015-06-01-pm,sh.600536,sell,2015-06-02,am,62.79,62.79,60.18,62.79,59.79,True,False,61.9,59.79,False,True
A1,sz.002095-buy-2015-10-19-pm,sz.002095,buy,2015-10-20,am,66.22,72.84,68.01,72.84,68.01,True,False,72.84,72.84,False,True
A1,sz.002572-sell/profit-2016-06-29-pm,sz.002572,sell,2016-06-30,am,56.59,56.45,55.4,57.300000000000004,55.4,True,True,57.3,55.81,True,False
A1,sz.002596-buy-2016-07-15-pm,sz.002596,buy,2016-07-18,am,34.0,35.95,34.0,35.95,34.0,True,False,35.59,34.47,False,True
A1,sh.603017-buy-2016-11-15-pm,sh.603017,buy,2016-11-16,am,24.68,26.64,24.85,26.64,24.75,True,False,25.99,24.75,False,True
A1,sh.600475-buy-2016-12-19-pm,sh.600475,buy,2016-12-20,am,22.26,24.4,22.91,24.400000000000002,22.31,True,False,23.25,22.31,False,True
A1,sz.000816-sell/risk-2017-07-11-pm,sz.000816,sell,2017-07-12,am,7.4,7.39,7.07,7.41,7.07,True,True,7.41,7.19,True,False
A1,sz.002411-sell/risk-2017-07-11-pm,sz.002411,sell,2017-07-12,am,27.98,27.96,27.6,27.96,27.43,True,False,27.82,27.43,False,True
A1,sz.000709-buy-2017-07-28-pm,sz.000709,buy,2017-07-31,am,5.13,5.63,5.21,5.63,5.21,True,False,5.57,5.35,False,True
A1,sz.002411-sell/risk-2017-08-11-am,sz.002411,sell,2017-08-11,pm,25.51,25.51,24.7,25.85,24.7,True,True,25.85,25.39,True,False
A1,sz.002407-buy-2017-09-11-pm,sz.002407,buy,2017-09-12,am,27.89,30.67,28.5,30.67,28.22,True,False,30.42,28.22,False,True
A1,sz.002057-sell/risk-2017-10-30-am,sz.002057,sell,2017-10-30,pm,13.88,13.88,13.61,14.44,13.61,True,True,14.44,13.76,True,False
A1,sh.600179-sell/risk-2018-02-01-am,sh.600179,sell,2018-02-01,pm,23.25,23.25,23.25,25.990000000000002,23.25,True,True,25.99,23.25,True,False
A1,sz.002596-sell/risk-2018-02-01-am,sz.002596,sell,2018-02-01,pm,9.76,9.76,9.76,11.0,9.76,True,True,11.0,9.76,True,False
A1,sz.002596-sell/risk-2018-02-01-pm,sz.002596,sell,2018-02-02,am,9.76,8.78,8.78,8.78,8.78,True,False,8.78,8.78,False,True
A1,sz.002596-sell/risk-2018-02-02-am,sz.002596,sell,2018-02-02,pm,8.78,8.78,8.78,8.78,8.78,True,False,8.78,8.78,False,True
A1,sh.600179-sell/risk-2018-03-22-am,sh.600179,sell,2018-03-22,pm,20.93,20.93,20.93,20.93,20.93,True,False,20.93,20.93,False,True
A1,sh.600179-sell/risk-2018-03-22-pm,sh.600179,sell,2018-03-23,am,20.93,18.84,18.84,18.84,18.84,True,False,18.84,18.84,False,True
A1,sh.600179-sell/risk-2018-03-23-am,sh.600179,sell,2018-03-23,pm,18.84,18.84,18.84,18.84,18.84,True,False,18.84,18.84,False,True
A1,sh.600179-sell/risk-2018-03-23-pm,sh.600179,sell,2018-03-26,am,18.84,16.96,16.96,16.96,16.96,True,False,16.96,16.96,False,True
A1,sh.600179-sell/risk-2018-03-26-am,sh.600179,sell,2018-03-26,pm,16.96,16.96,16.96,16.96,16.96,True,False,16.96,16.96,False,True
A1,sz.002656-sell/risk-2018-04-27-am,sz.002656,sell,2018-04-27,pm,21.86,21.86,21.86,21.86,21.86,True,False,21.86,21.86,False,True
A1,sz.002656-sell/risk-2018-04-27-pm,sz.002656,sell,2018-05-02,am,21.86,19.67,19.67,19.67,19.67,True,False,19.67,19.67,False,True
A1,sz.002656-sell/risk-2018-05-02-am,sz.002656,sell,2018-05-02,pm,19.67,19.67,19.67,19.67,19.67,True,False,19.67,19.67,False,True
A1,sz.002656-sell/risk-2018-05-02-pm,sz.002656,sell,2018-05-03,am,19.67,17.7,17.7,17.7,17.7,True,False,17.7,17.7,False,True
A1,sz.002656-sell/risk-2018-05-03-am,sz.002656,sell,2018-05-03,pm,17.7,17.7,17.7,17.7,17.7,True,False,17.7,17.7,False,True
A1,sz.002656-sell/risk-2018-05-03-pm,sz.002656,sell,2018-05-04,am,17.7,15.93,15.93,15.93,15.93,True,False,15.93,15.93,False,True
A1,sz.002656-sell/risk-2018-05-04-am,sz.002656,sell,2018-05-04,pm,15.93,15.93,15.93,15.93,15.93,True,False,15.93,15.93,False,True
A1,sz.000673-buy-2018-05-04-pm,sz.000673,buy,2018-05-07,am,18.88,20.35,19.24,20.77,19.240000000000002,True,False,20.77,20.11,False,True
A1,sz.000656-sell/profit-2018-12-26-am,sz.000656,sell,2018-12-26,pm,6.29,6.29,6.25,6.33,6.21,True,True,6.33,6.21,True,False
A1,sz.000656-sell/profit-2019-03-27-am,sz.000656,sell,2019-03-27,pm,7.08,7.08,6.96,7.08,6.44,True,False,7.08,6.44,False,True
A1,sz.002726-buy-2019-07-05-pm,sz.002726,buy,2019-07-08,am,12.25,13.2,12.36,13.200000000000001,12.030000000000001,True,True,12.89,12.03,True,False
A1,sh.600546-sell/profit-2019-07-25-am,sh.600546,sell,2019-07-25,pm,7.14,7.14,7.1,7.140000000000001,6.68,True,True,7.14,6.68,True,True
A1,sh.600546-sell/profit-2019-07-25-pm,sh.600546,sell,2019-07-26,am,7.14,7.04,6.6,7.04,6.6000000000000005,True,False,7.02,6.73,False,True
A1,sz.002465-buy-2019-08-21-pm,sz.002465,buy,2019-08-22,am,9.89,10.15,9.94,10.15,9.94,True,False,10.1,9.99,False,True
A1,sh.600095-buy-2019-09-10-pm,sh.600095,buy,2019-09-11,am,10.54,11.59,10.71,11.59,10.71,True,False,11.59,11.59,False,True
A1,sh.603609-sell/risk-2019-09-26-am,sh.603609,sell,2019-09-26,pm,12.13,12.13,11.91,12.74,11.91,True,True,12.74,12.08,True,False
A1,sh.603222-sell/risk-2019-09-27-am,sh.603222,sell,2019-09-27,pm,42.8,42.78,42.32,44.660000000000004,42.32,True,True,44.66,42.61,True,False
A1,sh.603078-sell/risk-2020-02-03-am,sh.603078,sell,2020-02-03,pm,35.96,35.96,35.96,35.96,35.96,True,False,35.96,35.96,False,True
A1,sh.603308-sell/risk-2020-02-03-am,sh.603308,sell,2020-02-03,pm,14.23,14.23,14.23,14.23,14.23,True,False,14.23,14.23,False,True
A1,sh.603078-sell/risk-2020-02-03-pm,sh.603078,sell,2020-02-04,am,35.96,35.89,32.36,35.89,32.36,True,False,35.57,34.9,False,True
A1,sh.600527-buy-2020-04-14-pm,sh.600527,buy,2020-04-15,am,4.04,4.44,4.31,4.44,4.3100000000000005,True,False,4.44,4.44,False,True
A1,sz.002432-buy-2020-06-12-pm,sz.002432,buy,2020-06-15,am,10.75,11.35,10.8,11.35,10.8,True,False,11.34,11.01,False,True
A1,sh.600216-buy-2020-06-19-pm,sh.600216,buy,2020-06-22,am,18.91,20.5,19.18,20.5,19.18,True,False,20.5,20.15,False,True
A1,sh.600350-buy-2020-07-06-pm,sh.600350,buy,2020-07-07,am,6.54,6.8,6.59,6.92,6.59,True,False,6.92,6.62,False,True
A1,sh.600359-sell/risk-2020-09-03-pm,sh.600359,sell,2020-09-04,am,9.76,9.56,9.3,9.75,9.3,True,False,9.75,9.53,False,True
A1,sz.002438-sell/risk-2020-11-10-pm,sz.002438,sell,2020-11-11,am,11.93,11.91,11.53,11.92,11.53,True,False,11.92,11.65,False,True
A1,sh.603665-sell/risk-2020-12-29-am,sh.603665,sell,2020-12-29,pm,27.13,27.13,27.13,27.13,27.13,True,False,27.13,27.13,False,True
A1,sh.603665-sell/risk-2020-12-29-pm,sh.603665,sell,2020-12-30,am,27.13,24.42,24.42,24.42,24.42,True,False,24.42,24.42,False,True
A1,sh.603665-sell/risk-2020-12-30-am,sh.603665,sell,2020-12-30,pm,24.42,24.42,24.42,24.42,24.42,True,False,24.42,24.42,False,True
A1,sh.603665-sell/risk-2020-12-30-pm,sh.603665,sell,2020-12-31,am,24.42,21.98,21.98,21.98,21.98,True,False,21.98,21.98,False,True
A1,sh.603665-sell/risk-2020-12-31-am,sh.603665,sell,2020-12-31,pm,21.98,21.98,21.98,21.98,21.98,True,False,21.98,21.98,False,True
A2,sz.000548-sell/profit-2015-04-07-am,sz.000548,sell,2015-04-07,pm,12.25,12.25,12.25,12.25,11.950000000000001,True,False,12.25,11.95,False,True
A2,sz.000024-sell/risk-2015-09-24-am,sz.000024,sell,2015-09-24,pm,28.48,28.48,28.48,28.48,28.48,True,False,28.48,28.48,False,True
A2,sh.603088-sell/risk-2015-12-09-pm,sh.603088,sell,2015-12-10,am,51.99,51.33,48.91,51.33,48.47,True,False,50.38,48.47,False,True
A2,sz.002572-buy-2016-04-08-pm,sz.002572,buy,2016-04-11,am,44.5,48.95,44.61,48.95,44.61,True,False,48.95,48.0,False,True
A2,sh.601689-sell/risk-2016-07-27-pm,sh.601689,sell,2016-07-28,am,28.38,28.2,27.52,28.2,27.52,True,False,28.17,27.54,False,True
A2,sh.600848-buy-2016-09-06-pm,sh.600848,buy,2016-09-07,am,22.99,23.98,23.0,24.94,23.0,True,False,24.94,24.01,False,True
A2,sz.000007-buy-2016-11-07-pm,sz.000007,buy,2016-11-08,am,27.9,28.65,28.1,28.650000000000002,28.02,True,False,28.5,28.02,False,True
A2,sz.002647-sell/profit-2016-12-05-am,sz.002647,sell,2016-12-05,pm,64.01,64.0,63.0,64.28,60.96,True,True,64.28,60.96,True,False
A2,sh.600228-sell/profit-2016-12-16-pm,sh.600228,sell,2016-12-19,am,19.04,18.84,18.1,18.84,17.7,True,False,18.4,17.7,False,True
A2,sz.002411-sell/risk-2017-08-11-am,sz.002411,sell,2017-08-11,pm,25.51,25.51,24.7,25.85,24.7,True,True,25.85,25.39,True,False
A2,sh.600773-buy-2017-09-13-pm,sh.600773,buy,2017-09-14,am,15.3,16.45,15.57,16.45,15.57,True,False,16.4,15.66,False,True
A2,sz.000735-buy-2018-01-26-pm,sz.000735,buy,2018-01-29,am,9.37,10.3,9.4,10.3,9.4,True,False,9.91,9.6,False,True
A2,sz.000810-sell/risk-2018-08-03-pm,sz.000810,sell,2018-08-06,am,7.8,7.79,7.06,7.79,7.0600000000000005,True,False,7.35,7.1,False,True
A2,sz.000656-buy-2018-09-06-pm,sz.000656,buy,2018-09-07,am,5.29,5.39,5.29,5.4,5.29,True,False,5.4,5.32,False,True
A2,sz.002726-sell/risk-2019-07-22-am,sz.002726,sell,2019-07-22,pm,10.72,10.72,10.72,10.93,10.72,True,True,10.93,10.72,True,False
A2,sz.002726-sell/risk-2019-07-22-pm,sz.002726,sell,2019-07-23,am,10.72,10.14,9.65,10.14,9.65,True,False,10.1,9.65,False,True
A2,sh.600546-sell/risk-2019-07-25-am,sh.600546,sell,2019-07-25,pm,7.14,7.14,7.1,7.140000000000001,6.68,True,True,7.14,6.68,True,True
A2,sh.600546-sell/risk-2019-07-25-pm,sh.600546,sell,2019-07-26,am,7.14,7.04,6.6,7.04,6.6000000000000005,True,False,7.02,6.73,False,True
A2,sh.601066-sell/profit-2020-03-05-am,sh.601066,sell,2020-03-05,pm,38.89,38.89,38.1,38.89,35.7,True,False,38.89,35.7,False,True
A2,sh.601066-sell/risk-2020-03-05-pm,sh.601066,sell,2020-03-06,am,38.89,38.46,36.2,38.46,36.1,True,False,37.01,36.1,False,True
A2,sh.600527-buy-2020-04-20-pm,sh.600527,buy,2020-04-21,am,4.64,5.1,4.71,5.1000000000000005,4.44,True,True,5.04,4.44,True,False
A2,sh.600216-buy-2020-06-30-pm,sh.600216,buy,2020-07-01,am,19.26,19.89,19.26,19.89,19.03,True,True,19.44,19.03,True,False
A2,sh.600051-buy-2020-07-03-pm,sh.600051,buy,2020-07-06,am,9.85,10.38,9.88,10.38,9.88,True,False,10.37,10.22,False,True
A2,sz.000903-sell/risk-2020-08-26-pm,sz.000903,sell,2020-08-27,am,6.24,6.24,6.07,6.26,6.07,True,True,6.26,6.18,True,False
A2,sz.000576-buy-2020-10-16-pm,sz.000576,buy,2020-10-19,am,12.43,13.05,12.5,13.05,12.5,True,False,12.78,12.54,False,True
A2,sh.600363-sell/risk-2020-12-09-am,sh.600363,sell,2020-12-09,pm,24.6,24.6,24.4,27.14,24.400000000000002,True,True,27.14,24.4,True,False
A2,sh.600363-sell/risk-2020-12-09-pm,sh.600363,sell,2020-12-10,am,24.4,24.16,22.91,24.16,22.91,True,False,23.95,23.37,False,True
A2,sh.603665-sell/risk-2020-12-29-am,sh.603665,sell,2020-12-29,pm,27.13,27.13,27.13,27.13,27.13,True,False,27.13,27.13,False,True
A2,sh.603665-sell/risk-2020-12-29-pm,sh.603665,sell,2020-12-30,am,27.13,24.42,24.42,24.42,24.42,True,False,24.42,24.42,False,True
A2,sh.603665-sell/risk-2020-12-30-am,sh.603665,sell,2020-12-30,pm,24.42,24.42,24.42,24.42,24.42,True,False,24.42,24.42,False,True
A2,sh.603665-sell/risk-2020-12-30-pm,sh.603665,sell,2020-12-31,am,24.42,21.98,21.98,21.98,21.98,True,False,21.98,21.98,False,True
A2,sh.603665-sell/risk-2020-12-31-am,sh.603665,sell,2020-12-31,pm,21.98,21.98,21.98,21.98,21.98,True,False,21.98,21.98,False,True
B1,sz.002099-buy-2019-04-10-am,sz.002099,buy,2019-04-10,pm,10.69,10.69,10.69,10.69,9.63,True,True,10.69,9.63,True,False
B1,sz.002099-buy-2019-04-10-pm,sz.002099,buy,2019-04-11,am,10.69,11.76,10.76,11.76,10.3,True,True,11.39,10.3,True,False
B1,sz.002079-sell/risk-2019-05-06-am,sz.002079,sell,2019-05-06,pm,5.99,5.98,5.85,6.34,5.8500000000000005,True,True,6.34,5.95,True,False
B1,sz.002182-buy-2019-07-10-am,sz.002182,buy,2019-07-10,pm,7.87,8.07,7.87,8.07,7.8,True,True,7.98,7.8,True,False
B1,sz.002299-sell/risk-2020-01-21-am,sz.002299,sell,2020-01-21,pm,22.33,22.33,22.1,23.0,22.1,True,True,23.0,22.25,True,False
B1,sz.002299-sell/risk-2020-01-21-pm,sz.002299,sell,2020-01-22,am,22.12,21.9,20.87,22.05,20.87,True,False,22.05,21.5,False,True
B1,sz.002903-buy-2020-01-22-am,sz.002903,buy,2020-01-22,pm,14.32,14.54,14.32,14.64,13.97,True,True,14.64,13.97,True,False
B1,sz.002184-buy-2020-02-03-am,sz.002184,buy,2020-02-03,pm,9.7,9.7,9.7,9.700000000000001,9.700000000000001,True,False,9.7,9.7,False,True
B1,sz.002182-sell/risk-2020-02-03-am,sz.002182,sell,2020-02-03,pm,9.46,9.46,9.46,9.46,9.46,True,False,9.46,9.46,False,True
B1,sz.002489-sell/risk-2020-02-03-am,sz.002489,sell,2020-02-03,pm,4.3,4.3,4.3,4.3,4.3,True,False,4.3,4.3,False,True
B1,sz.002903-sell/risk-2020-02-03-am,sz.002903,sell,2020-02-03,pm,12.47,12.47,12.47,12.47,12.47,True,False,12.47,12.47,False,True
B1,sz.002489-sell/risk-2020-02-03-pm,sz.002489,sell,2020-02-04,am,4.3,4.15,3.87,4.15,3.87,True,False,4.02,3.9,False,True
B1,sz.002903-sell/risk-2020-02-03-pm,sz.002903,sell,2020-02-04,am,12.47,11.87,11.22,11.870000000000001,11.22,True,False,11.75,11.58,False,True
B1,sz.002429-buy-2020-02-04-am,sz.002429,buy,2020-02-04,pm,3.73,3.85,3.73,3.85,3.5,True,True,3.77,3.5,True,False
B1,sz.002184-sell/profit-2020-02-24-am,sz.002184,sell,2020-02-24,pm,12.44,12.44,12.44,12.44,12.1,True,False,12.44,12.1,False,True
B1,sz.002184-sell/profit-2020-02-25-pm,sz.002184,sell,2020-02-26,am,13.24,12.77,12.23,12.77,11.92,True,False,12.62,11.92,False,True
B1,sz.002409-buy-2020-03-13-am,sz.002409,buy,2020-03-13,pm,35.97,37.2,35.97,37.49,32.910000000000004,True,True,37.49,32.91,True,False
B1,sz.002312-buy-2020-04-16-am,sz.002312,buy,2020-04-16,pm,4.58,4.64,4.58,4.66,4.5,True,True,4.66,4.5,True,False
B1,sz.002702-sell/risk-2020-07-30-am,sz.002702,sell,2020-07-30,pm,9.35,9.35,9.0,9.42,8.55,True,True,9.42,8.55,True,False
B1,sz.002919-sell/risk-2020-11-11-am,sz.002919,sell,2020-11-11,pm,42.8,42.8,42.8,42.800000000000004,42.800000000000004,True,True,42.8,42.8,True,True
B1,sz.002919-sell/risk-2020-11-11-pm,sz.002919,sell,2020-11-12,am,42.8,38.52,38.52,44.77,38.52,True,True,44.77,38.52,True,False
B2,sz.002234-buy-2019-03-06-pm,sz.002234,buy,2019-03-07,am,27.89,30.49,28.06,30.68,28.060000000000002,True,False,30.68,29.6,False,True
B2,sz.002458-sell/profit-2019-03-12-am,sz.002458,sell,2019-03-12,pm,49.8,49.8,49.8,49.800000000000004,46.0,True,True,49.8,46.0,True,True
B2,sz.002181-buy-2019-03-12-pm,sz.002181,buy,2019-03-13,am,6.32,6.95,6.39,6.95,6.390000000000001,True,False,6.95,6.52,False,True
B2,sz.002648-sell/profit-2019-04-08-am,sz.002648,sell,2019-04-08,pm,19.72,19.72,19.72,19.72,19.72,True,False,19.72,19.72,False,True
B2,sz.002648-sell/profit-2019-04-17-am,sz.002648,sell,2019-04-17,pm,19.95,19.95,19.61,19.95,17.82,True,False,19.95,17.82,False,True
B2,sz.002695-sell/risk-2019-05-08-pm,sz.002695,sell,2019-05-09,am,14.36,13.59,12.92,13.59,12.92,True,False,13.26,12.92,False,True
B2,sh.603508-buy-2019-05-09-pm,sh.603508,buy,2019-05-10,am,55.5,60.99,56.49,61.0,56.49,True,False,61.0,57.1,False,True
B2,sz.002463-sell/risk-2019-07-25-am,sz.002463,sell,2019-07-25,pm,16.43,16.42,15.93,16.580000000000002,15.02,True,True,16.58,15.02,True,False
B2,sh.600988-buy-2019-08-02-pm,sh.600988,buy,2019-08-05,am,5.51,5.98,5.59,6.0,5.59,True,False,6.0,5.88,False,True
B2,sz.002214-buy-2019-08-16-pm,sz.002214,buy,2019-08-19,am,9.67,10.03,9.76,10.07,9.76,True,False,10.07,9.95,False,True
B2,sz.000739-buy-2019-10-11-pm,sz.000739,buy,2019-10-14,am,12.95,13.28,12.97,13.280000000000001,12.84,True,True,13.15,12.84,True,False
B2,sz.000739-sell/profit-2019-11-11-am,sz.000739,sell,2019-11-11,pm,12.36,12.36,11.83,12.6,11.83,True,True,12.6,12.3,True,False
B2,sh.600063-sell/profit-2019-11-14-am,sh.600063,sell,2019-11-14,pm,3.43,3.43,3.4,3.43,3.39,True,False,3.43,3.39,False,True
B2,sz.002299-sell/risk-2020-01-21-am,sz.002299,sell,2020-01-21,pm,22.33,22.33,22.1,23.0,22.1,True,True,23.0,22.25,True,False
B2,sz.002299-sell/risk-2020-01-21-pm,sz.002299,sell,2020-01-22,am,22.12,21.9,20.87,22.05,20.87,True,False,22.05,21.5,False,True
B2,sz.000672-sell/risk-2020-01-23-pm,sz.000672,sell,2020-02-03,am,17.26,15.8,15.53,15.8,15.530000000000001,True,False,15.8,15.53,False,True
B2,sh.600846-sell/risk-2020-02-03-am,sh.600846,sell,2020-02-03,pm,8.3,8.3,8.3,8.3,8.3,True,False,8.3,8.3,False,True
B2,sz.002476-sell/risk-2020-02-03-am,sz.002476,sell,2020-02-03,pm,5.64,5.64,5.64,5.64,5.64,True,False,5.64,5.64,False,True
B2,sh.600745-buy-2020-02-03-pm,sh.600745,buy,2020-02-04,am,112.5,120.51,112.53,122.87,112.53,True,False,122.87,118.5,False,True
B2,sh.600846-sell/risk-2020-02-03-pm,sh.600846,sell,2020-02-04,am,8.3,8.14,7.49,8.14,7.49,True,False,8.12,7.92,False,True
B2,sz.002476-sell/risk-2020-02-03-pm,sz.002476,sell,2020-02-04,am,5.64,5.45,5.08,5.45,5.08,True,False,5.37,5.26,False,True
B2,sh.600521-buy-2020-02-05-pm,sh.600521,buy,2020-02-06,am,18.8,20.68,20.02,20.68,20.02,True,False,20.68,20.68,False,True
B2,sh.603456-sell/risk-2020-02-11-am,sh.603456,sell,2020-02-11,pm,18.13,18.13,18.13,18.13,18.13,True,False,18.13,18.13,False,True
B2,sh.603456-sell/risk-2020-02-11-pm,sh.603456,sell,2020-02-12,am,18.13,17.94,16.32,17.98,16.32,True,False,17.98,17.15,False,True
B2,sz.000987-buy-2020-04-03-pm,sz.000987,buy,2020-04-07,am,9.14,9.53,9.23,9.540000000000001,9.23,True,False,9.54,9.36,False,True
B2,sz.002734-sell/profit-2020-05-11-am,sz.002734,sell,2020-05-11,pm,17.61,17.61,17.4,18.080000000000002,17.400000000000002,True,True,18.08,17.6,True,False
B2,sz.002734-sell/profit-2020-05-11-pm,sz.002734,sell,2020-05-12,am,17.5,17.5,17.09,17.5,17.09,True,False,17.39,17.09,False,True
B2,sz.002585-sell/risk-2020-07-13-pm,sz.002585,sell,2020-07-14,am,8.89,8.85,8.34,8.85,8.34,True,False,8.65,8.36,False,True
B2,sz.000529-buy-2020-08-28-pm,sz.000529,buy,2020-08-31,am,9.35,9.8,9.36,9.8,9.36,True,False,9.7,9.48,False,True
