family,symbol,day,category,sig_ret_20,pool_med_20,pool_mean_20,elig_ctrl_20,fill_day,trig_to_fill,post_fill_ret_20
A1,sh.600029,2015-03-13,unmatched,0.5294117647058829,0.25041810147809873,0.30013199057088435,0.2883731740900073,,,
A1,sz.000987,2015-03-16,unmatched,0.5328151986183074,0.2218889454193843,0.264255299987571,0.14859304148807734,,,
A1,sz.000680,2015-03-17,unmatched,0.1762632197414804,0.16407952001485582,0.20669451555329366,0.029872954968551645,,,
A1,sh.601111,2015-03-17,unmatched,0.04554865424430665,0.16407952001485582,0.20669451555329366,0.212271347688236,,,
A1,sh.600227,2015-03-18,unmatched,0.29508196721311464,0.1563260106715375,0.1996332839205374,0.1344550773365501,,,
A1,sh.600569,2015-03-18,unmatched,0.08860759493670889,0.1563260106715375,0.1996332839205374,0.18819760474280955,,,
A1,sh.600876,2015-03-18,unmatched,0.22001803426510436,0.1563260106715375,0.1996332839205374,0.07714488929804504,,,
A1,sh.600782,2015-03-18,unmatched,0.1319444444444442,0.1563260106715375,0.1996332839205374,0.16219934836062558,,,
A1,sz.000713,2015-03-18,unmatched,0.09897610921501743,0.1563260106715375,0.1996332839205374,0.16125449409488507,,,
A1,sh.600396,2015-03-18,unmatched,0.15549597855227848,0.1563260106715375,0.1996332839205374,0.13066664499903252,,,
A1,sh.601186,2015-03-19,unmatched,0.4603564843269834,0.16106016580918614,0.20145832846931563,0.22523898184022934,,,
A1,sh.601669,2015-03-19,unmatched,0.5472972972972967,0.16106016580918614,0.20145832846931563,0.21185490310607621,,,
A1,sh.600639,2015-03-19,unmatched,-0.0543396226415096,0.16106016580918614,0.20145832846931563,0.09749233980305419,,,
A1,sh.601800,2015-03-19,unmatched,0.46922567835870255,0.16106016580918614,0.20145832846931563,0.1462105688692812,,,
A1,sh.601618,2015-03-19,unmatched,0.30367504835589965,0.16106016580918614,0.20145832846931563,0.21267277418333635,,,
A1,sh.600068,2015-03-19,unmatched,0.20948616600790526,0.16106016580918614,0.20145832846931563,0.18740494534863306,,,
A1,sz.000031,2015-03-20,unmatched,0.20563674321503123,0.12762011594479206,0.16870706642016436,0.21617710370232784,,,
A1,sh.601688,2015-03-20,unmatched,0.04038179148311305,0.12762011594479206,0.16870706642016436,0.27638789691741716,,,
A1,sh.601000,2015-03-23,unmatched,0.05796089385474845,0.13698630136986334,0.17360260961956045,0.20292478899644917,,,
A1,sz.000024,2015-03-23,unmatched,0.08165460799747648,0.13698630136986334,0.17360260961956045,0.2923490121379912,,,
