family,symbol,day,category,sig_ret_20,pool_med_20,pool_mean_20,elig_ctrl_20,fill_day,trig_to_fill,post_fill_ret_20
A1,sz.002271,2015-03-23,unmatched,0.028904428904428903,0.13698630136986334,0.17360260961956045,0.1153580232315734,,,
A1,sh.600657,2015-03-23,unmatched,0.12293144208037798,0.13698630136986334,0.17360260961956045,0.10863345223679399,,,
A1,sz.000750,2015-03-23,unmatched,0.061788617886179065,0.13698630136986334,0.17360260961956045,0.13679314400016113,,,
A1,sh.600999,2015-03-23,unmatched,0.13909412142627686,0.13698630136986334,0.17360260961956045,0.22092937433876497,,,
A1,sh.600113,2015-03-26,unmatched,0.07738492328218749,0.16881172311113324,0.20335975473132298,0.20111174732428566,,,
A1,sh.600685,2015-03-26,unmatched,0.1316600616468513,0.16881172311113324,0.20335975473132298,0.18894262118786087,,,
A1,sh.601989,2015-03-26,unmatched,0.3486590038314177,0.16881172311113324,0.20335975473132298,0.3303019130159017,,,
A1,sz.000528,2015-03-30,unmatched,0.004968062455642519,0.11338100102145088,0.15298954995462322,0.26779458198111783,,,
A1,sh.601318,2015-03-30,unmatched,0.07641320660330164,0.11338100102145088,0.15298954995462322,0.2931378395741151,,,
A1,sh.600188,2015-03-30,unmatched,0.060179257362356076,0.11338100102145088,0.15298954995462322,0.22743064222490905,,,
A1,sz.000651,2015-03-30,unmatched,0.2700450450450449,0.11338100102145088,0.15298954995462322,0.08275109108622276,,,
A1,sh.601668,2015-03-30,unmatched,0.2984886649874059,0.11338100102145088,0.15298954995462322,0.2195436272065594,,,
A1,sh.600061,2015-03-30,unmatched,0.07802197802197819,0.11338100102145088,0.15298954995462322,0.15958999221040532,,,
A1,sz.000776,2015-03-30,unmatched,0.03735944867609775,0.11338100102145088,0.15298954995462322,0.23115614002738374,,,
A1,sh.600325,2015-03-30,unmatched,-0.03028350515463918,0.11338100102145088,0.15298954995462322,0.20504481916644623,,,
A1,sz.002500,2015-03-30,unmatched,0.3054245283018866,0.11338100102145088,0.15298954995462322,0.26826360669069715,,,
A1,sh.600031,2015-03-30,unmatched,0.026974951830443183,0.11338100102145088,0.15298954995462322,0.1370928894088099,,,
A1,sh.600864,2015-03-30,unmatched,0.17060702875399403,0.11338100102145088,0.15298954995462322,0.25242431037847624,,,
A1,sz.002621,2015-10-16,filled,0.0772532188841204,0.08966658295926555,0.12099688751327894,0.21487631179270986,2015-10-19,0.02145922746781115,0.07563025210084073
A1,sz.000702,2015-10-16,filled,-0.0015873015873014706,0.08966658295926555,0.12099688751327894,0.07556184332403826,2015-10-19,-0.03015873015873005,0.06137479541734869
A1,sz.002095,2015-10-19,unmatched,0.11824222289338615,0.12087240536722776,0.1442258361531894,0.1242776580587068,,,
A1,sh.603288,2015-10-19,filled,-0.01580005745475499,0.12087240536722776,0.1442258361531894,0.22244896411768672,2015-10-20,0.0091927607009481,-0.027896384856249012
A1,sh.603088,2015-10-20,filled,0.14652908067542225,0.08979977708781162,0.11667352915209726,0.12564158883030738,2015-10-21,-0.05459662288930578,0.2095653899583252
A1,sh.600036,2015-10-21,unmatched,-0.02835741037988193,0.16418193302435036,0.18659780235418705,0.15104536361280507,,,
A1,sh.600279,2015-10-23,unmatched,0.0543401552575864,0.12245470245199774,0.14352934591037883,0.03266585873387125,,,
A1,sh.600285,2015-10-23,unmatched,-0.0565345080763584,0.12245470245199774,0.14352934591037883,0.12333448352026428,,,
A1,sh.600276,2015-10-26,unmatched,-0.03002887391722786,0.092968436806799,0.12215969701375101,0.027109155008254747,,,
A1,sz.002519,2015-10-27,unmatched,0.08326429163214621,0.09884494347372008,0.12470021381811917,0.050679122009470265,,,
A1,sh.603588,2015-10-27,unmatched,0.11022342586323597,0.09884494347372008,0.12470021381811917,0.2614810283856238,,,
A1,sz.000613,2015-10-29,unmatched,0.08832116788321165,0.1202961839592902,0.1504536109695941,0.04760627695081212,,,
A1,sz.002423,2015-10-30,unmatched,-0.1095489162272999,0.04986728672051355,0.08416089165329375,0.09255027695370126,,,
A1,sz.002743,2015-11-26,unmatched,0.09860359076660008,-0.017692591227423726,-0.0005631324193648965,-0.09095353293405069,,,
A1,sh.600365,2016-02-24,filled,-0.0012262415695893925,0.003766022921404266,0.017413971055913507,0.02820016402003417,2016-02-25,-0.05334150827713058,0.160621761658031
A1,sh.600219,2016-04-01,filled,-0.13101604278074874,0.001697792869269854,0.01917720753320801,0.007900906303094235,2016-04-05,-0.014705882352941235,-0.08276797829036642
A1,sz.000961,2016-04-05,filled,0.089096573208723,-0.021990740740741033,-0.00896562648846067,-0.023331328987042665,2016-04-06,-0.010591900311526459,0.1007556675062975
A1,sz.002572,2016-04-05,filled,0.16201889836367833,-0.021990740740741033,-0.00896562648846067,0.019389324592716008,2016-04-06,-0.011523392486748052,0.1678712986710189
A1,sh.601199,2016-04-05,unmatched,0.02016348773841914,-0.021990740740741033,-0.00896562648846067,0.09807901271994532,,,
A1,sz.000567,2016-04-06,unmatched,-0.09119054320292708,-0.020810514786418266,-0.009312061081325176,-0.025385339807972373,,,
A1,sz.002508,2016-04-07,unmatched,0.06097814776274757,-0.04393770856507262,-0.032106837601055635,0.003638194855642296,,,
A1,sz.000036,2016-04-08,unmatched,-0.055741360089186176,-0.07804131599081854,-0.06348542187610774,0.012421942190880109,,,
A1,sz.002530,2016-04-11,unmatched,0.0007434923840046181,-0.10081008100810052,-0.08562583098738415,-0.08479383810566832,,,
A1,sh.600104,2016-04-11,unmatched,-0.02203721841332107,-0.10081008100810052,-0.08562583098738415,-0.09047688249101678,,,
A1,sz.002294,2016-04-11,unmatched,-0.05827911079294812,-0.10081008100810052,-0.08562583098738415,-0.10100765688595899,,,
A1,sz.000708,2016-04-12,unmatched,-0.1220504475183074,-0.10092807424593953,-0.084169494141824,-0.051416586556988886,,,
A1,sh.600782,2016-04-12,unmatched,-0.22857142857142831,-0.10092807424593953,-0.084169494141824,-0.10921625637123225,,,
A1,sh.601088,2016-04-12,unmatched,-0.08483633934535761,-0.10092807424593953,-0.084169494141824,-0.047320027323056756,,,
A1,sh.600188,2016-04-13,unmatched,-0.24470787468247224,-0.12012480499219969,-0.1005714819411123,-0.0853264783371404,,,
A1,sh.600395,2016-04-13,unmatched,-0.2406749555950265,-0.12012480499219969,-0.1005714819411123,-0.038976096342647,,,
A1,sz.000937,2016-04-13,unmatched,-0.15472312703583058,-0.12012480499219969,-0.1005714819411123,-0.13616969435415924,,,
A1,sz.000951,2016-04-13,unmatched,-0.16217732884399594,-0.12012480499219969,-0.1005714819411123,-0.08776220537562221,,,
A1,sh.600348,2016-04-13,unmatched,-0.20969855832241124,-0.12012480499219969,-0.1005714819411123,-0.06630768542511353,,,
A1,sh.600508,2016-04-13,unmatched,-0.12413108242303827,-0.12012480499219969,-0.1005714819411123,0.04672772972524162,,,
A1,sz.002578,2016-04-14,unmatched,-0.18066406250000033,-0.13301201938751106,-0.11257253271373165,-0.12115866527758823,,,
A1,sh.600851,2016-04-14,unmatched,-0.07266666666666699,-0.13301201938751106,-0.11257253271373165,-0.06785182007755108,,,
A1,sh.600123,2016-04-14,unmatched,-0.19377162629757783,-0.13301201938751106,-0.11257253271373165,-0.05201932249165735,,,
A1,sz.002586,2016-04-15,unmatched,-0.12266666666666659,-0.12023671515650125,-0.09736313526942438,-0.11650324824686939,,,
A1,sh.601009,2016-04-15,unmatched,0.04026845637583909,-0.12023671515650125,-0.09736313526942438,-0.10488029383167159,,,
A1,sh.600111,2016-04-15,unmatched,-0.05367647058823588,-0.12023671515650125,-0.09736313526942438,-0.11769655272328258,,,
A1,sh.601166,2016-04-15,unmatched,0.004419191919192267,-0.12023671515650125,-0.09736313526942438,-0.1083132409223531,,,
A1,sz.000586,2016-04-19,unmatched,-0.09691438504997796,-0.13474465709199873,-0.11540442521267906,-0.13000186237610956,,,
A1,sz.002155,2016-04-21,unmatched,0.15271389144434222,-0.06489834442819764,-0.04614953705180285,-0.02560709654183657,,,
A1,sh.600997,2016-04-22,unmatched,-0.09010600706713778,-0.06003060443764363,-0.04022006235765371,-0.05679028916397886,,,
A1,sh.600016,2016-04-26,unmatched,-0.06342494714587743,-0.0778933829243812,-0.05892075552147709,-0.07239680111828661,,,
A1,sh.600177,2016-04-28,unmatched,-0.027504911591355596,-0.06360130041089579,-0.0479790053444998,-0.06418314694064362,,,
A1,sz.000573,2016-04-29,unmatched,-0.040718562874251685,-0.06784034178187387,-0.054736093137655505,-0.10609861760762831,,,
A1,sh.601689,2016-06-22,filled,-0.015903927296332054,0.06327896079713535,0.07290836072810207,0.025615607616996307,2016-06-23,-0.013631937682570539,-0.0013162224415922408
A1,sz.000887,2016-07-06,filled,-0.04674046740467397,-0.040892193308550207,-0.030688957852397638,0.06894600786317084,2016-07-07,0.0016400164001639794,-0.04338927548096605
A1,sz.002032,2016-07-12,filled,-0.0017930327868850293,-0.03101475459198988,-0.0170352106914002,0.004037714114033708,2016-07-13,-0.03637295081967218,0.03375863902179721
A1,sz.002596,2016-07-15,unmatched,-0.012941176470588012,-0.041640378548895685,-0.02821265993375963,-0.022780803192595078,,,
A1,sh.603898,2016-07-19,filled,0.016051816389749174,-0.013580246913580063,0.00008667440334661653,-0.028582680984638054,2016-07-20,0.0022528865108422114,0.02135431300927193
A1,sh.600848,2016-09-01,unmatched,-0.047702407002188196,0.0,0.015600260443977462,-0.030230205599895577,,,
A1,sz.002491,2016-09-06,unmatched,-0.05827886710239627,-0.008460236886632333,0.008997854369792085,-0.04513689698156147,,,
A1,sh.600733,2016-09-08,unmatched,-0.39293397413153586,-0.021037868162692264,-0.0054471912144945945,-0.01870845138681889,,,
A1,sz.002411,2016-09-09,unmatched,0.1758000876808421,0.0018814675446849893,0.01622432647811193,-0.00659459550309438,,,
A1,sh.603268,2016-09-14,unmatched,-0.11052362271874505,0.030557219892150655,0.043456931635943344,0.04196873563803534,,,
A1,sz.002352,2016-09-22,unmatched,0.05523495465787254,0.01939058171745134,0.031174090618366408,-0.07550927743038569,,,
A1,sh.600228,2016-09-27,unmatched,0.11212333566923616,0.03948736185578294,0.053389871964788636,0.0823727797506296,,,
A1,sh.600660,2016-10-10,unmatched,-0.038064165307232556,0.01408450704225328,0.02795282173398446,0.22715285940686644,,,
A1,sh.600877,2016-10-10,unmatched,0.11899313501144193,0.01408450704225328,0.02795282173398446,0.04896821423031041,,,
A1,sh.601633,2016-10-10,unmatched,-0.06535362578334836,0.01408450704225328,0.02795282173398446,-0.054918107032251307,,,
A1,sz.002647,2016-10-12,unmatched,0.09839187473550548,0.002421307506053738,0.018523624836763522,0.002157257303433302,,,
A1,sz.002057,2016-10-14,unmatched,0.006752608962553808,0.02514506769825875,0.0398169439514609,-0.019388944232259942,,,
A1,sh.603611,2016-10-18,unmatched,0.1674008810572689,0.026331538001196586,0.039094107818479176,0.14940824812270498,,,
A1,sh.601668,2016-10-18,unmatched,0.1818181818181821,0.026331538001196586,0.039094107818479176,0.08015501659411925,,,
A1,sh.600084,2016-10-19,unmatched,-0.03577817531305949,0.026098901098901006,0.03818782940963841,0.007946570636449124,,,
A1,sh.600161,2016-10-20,unmatched,-0.07703048638585053,0.023255813953488413,0.034638517530837215,-0.039503999284476385,,,
A1,sz.000034,2016-10-20,unmatched,-0.14663461538461564,0.023255813953488413,0.034638517530837215,0.005174006325723046,,,
A1,sh.601058,2016-10-26,unmatched,0.016166281755195966,0.017379679144384985,0.029574897396262224,0.1357155679536182,,,
A1,sz.000004,2016-11-01,unmatched,0.0019175455417064224,0.008490868311438637,0.017764104265341276,0.06595576007015236,,,
A1,sz.002647,2016-11-03,unmatched,0.17625827150591533,0.008683068017365958,0.016674282463086734,0.014689625120999939,,,
A1,sz.000007,2016-11-03,unmatched,-0.05588673621460538,0.008683068017365958,0.016674282463086734,0.016946183728316466,,,
A1,sz.000608,2016-11-03,unmatched,0.027777777777777235,0.008683068017365958,0.016674282463086734,-0.01855170210749313,,,
A1,sz.000019,2016-11-04,unmatched,-0.15295305401312476,-0.007299270072992692,0.002331593137054219,0.021193907600606264,,,
A1,sh.603017,2016-11-15,unmatched,-0.17017828200972418,-0.08271534512264678,-0.07009177513677974,-0.09821144342125739,,,
A1,sz.002685,2016-11-16,filled,-0.17891097666378553,-0.0876404494382026,-0.07449487463862418,-0.13398737620537488,2016-11-17,-0.008643042350907515,-0.16477768090671308
A1,sz.000002,2016-11-18,unmatched,-0.18975468975468945,-0.06585788561525108,-0.054620249973037875,-0.004030946182499417,,,
A1,sh.600383,2016-11-23,unmatched,-0.010093167701863415,-0.0624060150375938,-0.054937234053878,-0.027173687890375352,,,
A1,sh.600475,2016-12-19,unmatched,-0.18733153638814015,-0.046457670101980264,-0.048656515198656776,-0.007949552057357524,,,
A1,sz.000725,2017-01-03,filled,0.029032258064515704,-0.024390243902439268,-0.021409297383273823,-0.04560549248201111,2017-01-04,0.006451612903225712,0.022435897435897134
A1,sz.000959,2017-01-04,filled,-0.07320261437908526,-0.031550068587105295,-0.027587408866634723,-0.083432211603747,2017-01-05,-0.007843137254902044,-0.05928853754940733
A1,sh.600742,2017-01-09,filled,0.01473087818696861,-0.02033898305084736,-0.015887450346283312,-0.0631332415062427,2017-01-10,-0.01359773371104811,0.0201033888569786
A1,sh.600764,2017-02-21,filled,0.02388337468982593,-0.007898108270184612,0.002531172518554432,0.03701380752934271,2017-02-22,0.06389578163771703,-0.0408163265306124
A1,sh.600260,2017-03-01,unmatched,0.10144927536231907,-0.019567673688794085,-0.008868156002992617,0.05817443998318592,,,
A1,sh.600638,2017-03-03,unmatched,-0.004987531172069848,-0.028271424547322788,-0.018188384259230157,-0.0018290904278909226,,,
A1,sz.002143,2017-03-20,unmatched,-0.49381338969300814,-0.06442223249246054,-0.056846483500328525,-0.13162294856427478,,,
A1,sh.600209,2017-03-24,unmatched,-0.3061907417735643,-0.09515635212100476,-0.09169175212467627,-0.19905741149197842,,,
A1,sz.002040,2017-03-30,filled,-0.23047906450396094,-0.068282349486666,-0.058143530265808006,-0.10580774661662821,2017-03-31,-0.09996227838551508,-0.1278290025146689
A1,sz.002411,2017-06-08,filled,0.0010582010582005363,0.03045646336785568,0.04140330725911369,-0.005431747381830554,2017-06-09,0.0017636684303350414,0.000352112676056171
A1,sz.000816,2017-07-10,filled,-0.06184210526315814,-0.013161321819984861,-0.001281489027320837,0.02825078195894175,2017-07-11,-0.02631578947368418,-0.03648648648648678
A1,sh.600303,2017-07-20,filled,0.021616541353383978,0.024725274725274637,0.034265121806267,0.15700805095636738,2017-07-21,0.08364661654135319,-0.06678230702515109
A1,sz.000709,2017-07-28,unmatched,-0.08966861598440545,0.011198208286673506,0.01722433653307034,0.055701645988590134,,,
A1,sz.002057,2017-09-04,filled,-0.019695044472681,-0.009106644370684869,0.009062711396952234,-0.026634194620268104,2017-09-05,-0.031766200762388785,0.014435695538057791
A1,sz.000510,2017-09-08,filled,-0.10395584176632933,-0.0009371953696758473,0.010396265736016569,-0.002847057451411539,2017-09-11,-0.026678932842686187,-0.1086956521739132
A1,sz.002407,2017-09-11,unmatched,-0.11617067049121521,-0.022495466017921906,-0.013415325740567304,-0.04522776663532731,,,
A1,sh.600773,2017-09-11,filled,-0.01652298850574685,-0.022495466017921906,-0.013415325740567304,-0.07974731847060959,2017-09-12,-0.0007183908045976795,-0.018691588785046287
A1,sz.002408,2017-09-12,filled,-0.07480314960629864,-0.020713595322851053,-0.013062977576469691,-0.0462655538672214,2017-09-13,0.013385826771653564,-0.09013209013208956
A1,sz.000831,2017-09-13,unmatched,-0.2142857142857144,-0.030303093401742476,-0.025007577440984342,-0.09011677045518558,,,
A1,sz.000657,2017-09-18,unmatched,-0.1371321227301192,-0.030777931941402825,-0.022825256736723438,-0.09002821704937496,,,
A1,sh.600315,2017-11-01,filled,0.001902173913043148,-0.060550418510890325,-0.05317708617477495,-0.006299154977314703,2017-11-02,0.001630434782608825,-0.008410200759631503
A1,sh.600179,2018-01-08,filled,-0.27926549349655705,-0.09242083225954467,-0.08462378227770787,-0.12784514802177693,2018-01-09,0.044376434583014435,-0.37875457875457874
A1,sz.002656,2018-01-12,filled,-0.36101083032491,-0.15087413333249955,-0.15359005522443264,-0.1802951579025337,2018-01-15,-0.004011231448054597,-0.35561820378574316
A1,sz.002596,2018-01-16,filled,-0.13231552162849902,-0.11285459375281703,-0.11299785142277188,-0.2650442332982375,2018-01-17,0.032230703986429354,-0.14379622021364047
A1,sz.000735,2018-01-23,filled,-0.06494960806271033,-0.08337847598411019,-0.08255894573699309,-0.17558034102168746,2018-01-24,0.02015677491601342,-0.10098792535675127
A1,sz.002742,2018-01-26,unmatched,0.11613745106568096,-0.07712240937479509,-0.07690749478834888,-0.10079297675426044,,,
A1,sz.000673,2018-05-04,unmatched,-0.5815677966101693,-0.03826672219600402,-0.0287480824901656,-0.011223819903841314,,,
A1,sz.000576,2018-05-09,filled,-0.07172224760164458,-0.0439826398601561,-0.036648101999124334,-0.14795501381732626,2018-05-10,-0.003654636820466073,-0.06923429619440613
A1,sz.000810,2018-06-11,filled,0.10777202072538827,-0.10012674271229449,-0.09968509487326321,-0.037537855425607024,2018-06-12,0.0694300518134714,0.027131782945736038
A1,sz.000656,2018-09-04,filled,-0.061068702290075993,-0.04033214709371258,-0.042920154472452704,-0.037811400706221666,2018-09-05,0.00190839694656475,-0.09714285714285664
A1,sz.000089,2018-09-21,filled,-0.10320284697508908,-0.13938053097345082,-0.13090245384895222,-0.13687380526300794,2018-09-25,-0.023724792408066464,-0.0814094775212637
A1,sz.002030,2018-10-08,filled,-0.3378820960698692,-0.036878232863788496,-0.034998276784802426,-0.05805488221115764,2018-10-09,0.003820960698689868,-0.34475258292550315
A1,sh.600338,2018-10-10,filled,-0.12417218543046371,-0.0461059597696854,-0.04401438522447551,-0.12883164384907692,2018-10-11,-0.024006622516556386,-0.12637828668363016
A1,sh.600766,2019-01-10,filled,-0.1504424778761062,0.04524361948955913,0.04732892274418653,-0.11399255715045203,2019-01-11,0.0022123893805310324,-0.14017660044150115
A1,sh.600546,2019-07-02,filled,0.26132404181184654,-0.04871794871794821,-0.04156732031379959,-0.06687880754293149,2019-07-03,0.06271777003484313,0.20491803278688536
A1,sz.002726,2019-07-05,unmatched,-0.226122448979592,-0.06607369758576853,-0.05767262629096483,-0.07723930024178108,,,
A1,sz.000672,2019-07-19,filled,-0.10355253212396065,-0.06418604651162829,-0.04307288731889867,-0.05295543723828611,2019-07-22,-0.019652305366590905,-0.05551272166538168
A1,sh.600281,2019-07-19,filled,-0.2099827882960411,-0.06418604651162829,-0.04307288731889867,-0.07564205825698647,2019-07-22,-0.09982788296041278,-0.10516252390057368
A1,sh.601009,2019-07-25,filled,-0.06630584654936578,-0.025787965616046016,-0.0076405685565447915,-0.08035207306449133,2019-07-26,0.00344431687715252,-0.06591812378877271
A1,sh.603609,2019-07-25,filled,-0.03750000000000009,-0.025787965616046016,-0.0076405685565447915,-0.041260562036009876,2019-07-26,0.002083333333333215,-0.05405405405405406
A1,sz.002299,2019-08-08,filled,-0.07998661311914357,0.07968701518535459,0.09923478845938083,0.03894308528908652,2019-08-09,-0.033132530120481896,-0.05884389061959172
A1,sz.002759,2019-08-12,unmatched,-0.31845042678923174,0.09809386800935105,0.12097630555525725,0.08637320914418485,,,
A1,sh.603803,2019-08-15,unmatched,0.061484098939929455,0.09910885918419499,0.11652187459788757,0.19509358202393617,,,
A1,sz.002465,2019-08-21,unmatched,0.03033367037411483,0.048536156946955566,0.06687049192763773,0.09985834106080453,,,
A1,sh.600316,2019-08-22,filled,-0.046780072904009984,0.046210073669778695,0.06398677835100833,0.0026930675960208815,2019-08-23,-0.006682867557715633,-0.04770642201834885
A1,sz.002436,2019-08-26,unmatched,0.17063492063492114,0.04275010510432642,0.0645875389736936,0.01924578475652927,,,
A1,sz.000066,2019-08-27,unmatched,0.3931623931623931,0.010099820274930615,0.026799187638743657,-0.0073517139279471126,,,
A1,sh.600095,2019-09-10,unmatched,-0.16793168880455422,-0.05718270571827033,-0.045219622946259495,0.1900652063291963,,,
A1,sz.002552,2019-09-10,unmatched,1.289915966386554,-0.05718270571827033,-0.045219622946259495,-0.11329563550422865,,,
A1,sh.603222,2019-09-11,filled,-0.03323013415892617,-0.055811277330264586,-0.04055481933477269,-0.11923556622601168,2019-09-12,-0.034262125902992824,0.002350929685830838
A1,sz.002447,2019-09-17,unmatched,-0.10282776349614364,-0.046627810158201166,-0.03532130833189823,0.14666597854124483,,,
A1,sh.601066,2019-12-16,filled,0.14601769911504414,0.05273514364423537,0.08042267639841214,0.09540783733789879,2019-12-17,0.012536873156342221,0.11726147123088126
A1,sh.603078,2019-12-25,filled,0.10818307905686564,-0.00838414634146356,0.02432370110633107,0.015614999695978193,2019-12-26,0.028848821081830955,-0.030466433000808868
A1,sh.603308,2019-12-30,filled,-0.024112525117213512,-0.09802073515551357,-0.04551583003597601,-0.11006258065383168,2019-12-31,0.005358338914936311,0.012658227848101555
A1,sz.002791,2020-01-02,unmatched,0.1687537268932613,-0.09590973201692488,-0.04806339480669797,-0.08034404895638551,,,
A1,sh.600527,2020-04-14,unmatched,-0.1361386138613866,-0.004345527246290781,0.011848667993281872,0.02187086600766939,,,
A1,sz.002432,2020-06-12,unmatched,0.16000000000000014,0.1894111323459149,0.2221247922983373,0.27671505478460456,,,
A1,sh.600216,2020-06-19,unmatched,0.08251941159020215,0.12302644238936111,0.14964831075188625,0.11347706026059612,,,
A1,sz.002385,2020-06-22,filled,0.04627766599597627,0.12640887074016505,0.15490043205208343,0.09615317139972782,2020-06-23,-0.0895372233400401,0.12154696132596698
A1,sh.603363,2020-06-30,filled,-0.022678647839110222,0.07770104717779225,0.10279322729393273,0.26110020602232414,2020-07-01,0.02182284980744531,-0.03978224455611412
A1,sh.600051,2020-07-01,filled,0.29609544468546534,0.09056372532596002,0.12142149582514836,0.19006354348492227,2020-07-02,0.00433839479392617,0.26889848812094974
A1,sh.600350,2020-07-06,unmatched,0.09034348547160986,0.04843092766872403,0.08934290108948449,0.13125015814662183,,,
A1,sh.600658,2020-07-06,unmatched,0.04193548387096713,0.04843092766872403,0.08934290108948449,0.25647385508710474,,,
A1,sz.002185,2020-07-06,unmatched,0.14598540145985384,0.04843092766872403,0.08934290108948449,0.052641158757458964,,,
A1,sz.002156,2020-07-06,unmatched,0.03755522827687763,0.04843092766872403,0.08934290108948449,0.17654292679305078,,,
A1,sh.600556,2020-07-10,filled,-0.10761513907888742,-0.015696485087834666,0.024468546157465108,0.037636334803456406,2020-07-13,-0.0018239854081166795,-0.14664230242119702
A1,sz.000903,2020-07-10,unmatched,0.13544668587896247,-0.015696485087834666,0.024468546157465108,0.018338364583630917,,,
A1,sh.601038,2020-07-14,filled,0.07929883138564287,-0.045286759388590225,-0.016649908087458226,-0.06955716053731238,2020-07-15,-0.07595993322203676,0.1237579042457091
A1,sh.600127,2020-07-14,unmatched,-0.034482758620689946,-0.045286759388590225,-0.016649908087458226,-0.06336961905368592,,,
A1,sh.600359,2020-08-18,filled,-0.16522491349480972,-0.08026030368763593,-0.07089858792674143,-0.10698228816389108,2020-08-19,0.04325259515570945,-0.217247097844113
A1,sz.000576,2020-10-09,filled,-0.08016528925619826,-0.028014215430743672,-0.006627756521920318,-0.07220693992910636,2020-10-12,0.05867768595041323,-0.10772833723653408
A1,sz.000333,2020-10-09,filled,0.2282327292546671,-0.028014215430743672,-0.006627756521920318,-0.023526595444649856,2020-10-12,0.008039242403597324,0.22627737226277378
A1,sz.002438,2020-10-12,filled,-0.07153284671532822,-0.03516049171002411,-0.014138996528295146,-0.09818390240815289,2020-10-13,0.016788321167883202,-0.14357501794687721
A1,sh.603338,2020-10-12,filled,-0.11089918256130749,-0.03516049171002411,-0.014138996528295146,-0.07152580400664121,2020-10-13,0.0021798365122616126,-0.0755845568243606
A1,sz.002706,2020-10-12,unmatched,0.013237924865831863,-0.03516049171002411,-0.014138996528295146,-0.03923197315068816,,,
A1,sh.600105,2020-10-19,unmatched,0.01990811638591161,-0.01711638035837565,0.004846951697191236,-0.0387994624742239,,,
A1,sz.002241,2020-10-26,filled,-0.1263974446725986,0.019329220393539237,0.04420680232832177,0.018010017564732174,2020-10-27,0.025096965548710992,-0.16136211885154672
A1,sh.600363,2020-11-05,unmatched,-0.10645047585477618,0.010815307820299491,0.016718148387778825,-0.042580405928939635,,,
A1,sh.600165,2020-11-20,filled,-0.18883610451306387,-0.03661971830985933,-0.02261490285986384,-0.08952791061478642,2020-11-23,-0.026128266033254244,-0.08414634146341438
A1,sh.603128,2020-12-18,filled,0.39952718676122956,-0.013172984763856144,0.009428798726970408,-0.05130811512165936,2020-12-21,0.01891252955082723,0.35498839907192625
A1,sh.603665,2020-12-21,filled,-0.44226044226044214,-0.023832707377011098,-0.007990590563835536,-0.001294245382162429,2020-12-22,0.06809406809406804,-0.4834045349983568
A1,sh.603212,2020-12-23,filled,-0.1005037783375311,0.0012007429821484505,0.021556071691445067,-0.03385987902360608,2020-12-24,0.012342569269521375,-0.10649415277432162
A2,sh.600536,2015-03-04,filled,0.022456279809220936,0.17988825166351796,0.22296776758868186,0.17031000955889047,2015-03-05,-0.02086645468998416,0.08605642378729428
A2,sz.000548,2015-03-05,filled,0.16666666666666652,0.1956289233812022,0.24353489889990426,0.28768792022759787,2015-03-06,-0.007478632478632452,0.1991388589881593
A2,sz.000748,2015-03-06,filled,0.12859672421425405,0.23471571939390345,0.277101920898615,0.18993060378759452,2015-03-09,0.07326250553342195,0.10022685089709205
A2,sh.600177,2015-03-06,filled,0.33403805496828753,0.23471571939390345,0.277101920898615,0.2574456046913496,2015-03-09,0.06906272022551097,0.25774555042847735
A2,sh.600874,2015-03-09,unmatched,0.13888888888888906,0.24156101809419628,0.28667254786263724,0.1563327739233288,,,
A2,sh.600678,2015-03-10,unmatched,0.25194621372965287,0.21986221899927483,0.2644062920934009,0.21858617105738748,,,
A2,sh.600107,2015-03-10,unmatched,0.16056572379367728,0.21986221899927483,0.2644062920934009,0.24985413161925263,,,
A2,sh.600096,2015-03-11,unmatched,0.04479669193659541,0.20149275804049704,0.2546507746749208,0.12687625432542857,,,
A2,sh.600098,2015-03-11,unmatched,0.00797607178464621,0.20149275804049704,0.2546507746749208,0.21713746408396375,,,
A2,sz.000939,2015-03-11,unmatched,0.09052031361368518,0.20149275804049704,0.2546507746749208,0.13658839146016452,,,
A2,sz.002089,2015-03-16,unmatched,0.33918459796149447,0.2218889454193843,0.264255299987571,0.1736867608186563,,,
A2,sh.600297,2015-03-17,unmatched,0.20978120978121018,0.16407952001485582,0.20669451555329366,0.16095049826978863,,,
A2,sh.600010,2015-03-17,unmatched,0.02170283806343898,0.16407952001485582,0.20669451555329366,0.20669946414986212,,,
A2,sh.600118,2015-03-17,unmatched,-0.014076070679844177,0.16407952001485582,0.20669451555329366,0.1670371828692375,,,
A2,sz.000987,2015-03-18,unmatched,0.32414085702163753,0.1563260106715375,0.1996332839205374,0.15872072830141087,,,
A2,sz.000835,2015-03-20,unmatched,-0.12014787430683904,0.12762011594479206,0.16870706642016436,0.20139384498716165,,,
A2,sh.600029,2015-03-20,unmatched,0.3278271918678526,0.12762011594479206,0.16870706642016436,0.26894093986222417,,,
A2,sh.600396,2015-03-20,unmatched,0.16711229946524075,0.12762011594479206,0.16870706642016436,0.21113481092862246,,,
A2,sh.600227,2015-03-23,unmatched,0.3022222222222217,0.13698630136986334,0.17360260961956045,0.19435986838081237,,,
A2,sz.000680,2015-03-23,unmatched,0.10887949260042262,0.13698630136986334,0.17360260961956045,0.1729410079014365,,,
A2,sh.601186,2015-03-23,unmatched,0.3579965850882194,0.13698630136986334,0.17360260961956045,0.08207130781385925,,,
A2,sh.601669,2015-03-23,unmatched,0.8425720620842574,0.13698630136986334,0.17360260961956045,0.12513970383258707,,,
