day,sess,symbol,reason,source,intent
2015-03-05,pm,sz.000413,take_half,2015-03-05,profit
2015-03-06,pm,sz.000413,clear,2015-03-06,profit
2015-03-09,am,sz.000413,clear,2015-03-06,risk
2015-03-20,am,sh.600177,take_half,2015-03-20,profit
2015-03-23,am,sz.002051,take_half,2015-03-23,profit
2015-03-23,pm,sh.600177,clear,2015-03-23,profit
2015-03-23,pm,sz.002051,take_half,2015-03-23,profit
2015-03-25,am,sz.002081,take_half,2015-03-25,profit
2015-03-27,pm,sz.002081,clear,2015-03-27,profit
2015-04-20,am,sz.002051,clear,2015-04-20,profit
2015-04-22,pm,sz.000430,take_half,2015-04-22,profit
2015-05-06,pm,sh.601677,protection,2015-05-06,risk
2015-05-26,am,sz.002156,take_half,2015-05-26,profit
2015-05-26,pm,sz.000430,clear,2015-05-26,profit
2015-05-29,pm,sh.600332,take_half,2015-05-29,profit
2015-06-01,am,sz.002156,clear,2015-06-01,profit
2015-06-01,pm,sh.600332,clear,2015-06-01,profit
2015-07-02,pm,sh.601808,protection,2015-07-02,risk
2015-07-03,am,sh.601808,protection,2015-07-02,risk
2015-07-03,am,sz.000576,stop,2015-07-03,risk
2015-07-03,pm,sh.600690,stop,2015-07-03,risk
2015-08-24,am,sh.600152,protection,2015-08-24,risk
2015-08-24,pm,sh.600016,account_trim,2015-07-31,risk
2015-08-24,pm,sh.600478,account_trim,2015-07-31,risk
2015-08-24,pm,sh.601166,account_trim,2015-07-31,risk
2015-08-25,am,sh.600478,stop,2015-08-25,risk
2015-08-25,pm,sh.601166,stop,2015-08-25,risk
2015-09-01,pm,sh.600016,account_trim,2015-08-31,risk
2015-09-15,am,sz.002632,stop,2015-09-15,risk
2015-09-15,pm,sz.002171,stop,2015-09-15,risk
2015-10-16,am,sz.002034,account_trim,2015-09-30,risk
2015-10-19,am,sz.000686,account_trim,2015-09-30,risk
2015-11-05,am,sz.000686,take_half,2015-11-05,profit
2015-11-10,am,sz.000686,clear,2015-11-10,profit
2015-11-10,am,sz.002034,take_half,2015-11-10,profit
2015-11-12,am,sz.002477,account_trim,2015-10-30,risk
2015-11-12,pm,sz.002477,account_trim,2015-10-30,risk
2015-11-20,am,sz.002034,clear,2015-11-20,profit
2015-11-24,am,sz.002477,take_half,2015-11-24,profit
2016-01-05,am,sh.600051,protection,2016-01-05,risk
2016-01-11,am,sh.600391,stop,2016-01-11,risk
2016-01-22,am,sz.002477,protection,2016-01-22,risk
2016-02-18,pm,sh.600207,account_trim,2016-01-29,risk
2016-02-29,am,sh.600207,protection,2016-02-29,risk
2016-02-29,pm,sh.600207,protection,2016-02-29,risk
2016-04-26,pm,sh.600618,account_trim,2016-03-31,risk
2016-05-13,am,sh.600240,stop,2016-05-13,risk
2016-05-18,am,sh.600618,protection,2016-05-18,risk
2016-08-17,am,sh.600586,account_trim,2016-07-29,risk
2016-09-20,pm,sh.600039,account_trim,2016-08-31,risk
2016-11-21,pm,sh.600694,take_half,2016-11-21,profit
2016-11-22,am,sh.600694,take_half,2016-11-21,profit
2016-11-28,am,sh.600039,account_trim,2016-10-31,risk
2016-11-28,pm,sh.600039,account_trim,2016-10-31,risk
2016-11-29,am,sh.600039,take_half,2016-11-29,profit
2017-04-06,am,sh.600586,take_half,2017-04-06,profit
2017-04-26,am,sh.600694,protection,2017-04-26,risk
2017-05-11,am,sh.600488,stop,2017-05-11,risk
2017-05-11,am,sh.600586,protection,2017-05-11,risk
2017-07-11,pm,sh.603556,stop,2017-07-11,risk
2017-08-16,pm,sh.600466,account_trim,2017-07-31,risk
2017-09-06,pm,sh.600466,take_half,2017-09-06,profit
2017-09-19,am,sh.600466,clear,2017-09-19,profit
2017-09-19,pm,sh.600466,clear,2017-09-19,risk
2017-09-20,am,sh.600466,clear,2017-09-19,risk
2017-10-13,pm,sh.603955,account_trim,2017-09-29,risk
2017-10-16,am,sh.603955,take_half,2017-10-16,profit
2017-10-16,pm,sh.603955,take_half,2017-10-16,profit
2017-10-17,pm,sh.603955,clear,2017-10-17,profit
2017-11-17,am,sh.600497,stop,2017-11-17,risk
2017-11-17,pm,sh.600497,stop,2017-11-17,risk
2017-12-15,am,sz.000166,stop,2017-12-15,risk
2017-12-22,am,sh.600176,account_trim,2017-11-30,risk
2018-01-03,am,sh.600176,take_half,2018-01-03,profit
2018-01-29,am,sz.000938,stop,2018-01-29,risk
2018-02-09,am,sh.600039,protection,2018-02-09,risk
2018-02-09,pm,sh.600039,protection,2018-02-09,risk
2018-02-09,pm,sh.600874,stop,2018-02-09,risk
2018-04-17,pm,sh.600176,protection,2018-04-17,risk
2018-04-20,pm,sz.002424,protection,2018-04-20,risk
2018-05-15,pm,sh.600409,account_trim,2018-04-27,risk
2018-05-17,pm,sh.600409,take_half,2018-05-17,profit
2018-05-22,pm,sh.600409,clear,2018-05-22,profit
2018-05-23,am,sh.600409,clear,2018-05-22,risk
2018-05-30,pm,sz.000789,stop,2018-05-30,risk
2018-06-19,am,sz.002507,stop,2018-06-19,risk
2018-06-19,pm,sh.600016,stop,2018-06-19,risk
2018-06-19,pm,sz.000627,stop,2018-06-19,risk
2018-07-16,am,sz.000063,account_trim,2018-06-29,risk
2018-07-16,pm,sz.000063,account_trim,2018-06-29,risk
2018-08-06,am,sz.000063,protection,2018-08-06,risk
2018-09-10,am,sz.000410,stop,2018-09-10,risk
2018-09-10,pm,sz.000410,stop,2018-09-10,risk
