symbol,sclass,source_signal,outcome,n_sent
sz.002626,buy,2019-03-29,filled,2
sz.002696,buy,2019-03-29,filled,2
sh.600612,sell,2019-03-29,filled,1
sh.600623,sell,2019-03-29,filled,1
sh.600741,sell,2019-03-29,filled,1
sh.601113,sell,2019-03-29,filled,1
sh.601607,sell,2019-03-29,filled,1
sh.603590,sell,2019-03-29,filled,1
sz.000036,sell,2019-03-29,filled,1
sz.000560,sell,2019-03-29,filled,1
sz.000656,sell,2019-03-29,filled,1
sz.000703,sell,2019-03-29,filled,1
sh.600350,buy,2019-04-30,filled,4
sh.603218,buy,2019-04-30,filled,3
sh.603313,buy,2019-04-30,filled,2
sh.603810,buy,2019-04-30,filled,4
sh.603871,buy,2019-04-30,filled,4
sz.000863,buy,2019-04-30,filled,3
sz.002267,buy,2019-04-30,filled,3
sz.002416,buy,2019-04-30,filled,3
sz.002605,buy,2019-04-30,filled,4
sz.002861,buy,2019-04-30,filled,4
sh.600389,sell,2019-04-30,filled,1
sh.600563,sell,2019-04-30,filled,1
sh.600566,sell,2019-04-30,filled,1
sh.603788,sell,2019-04-30,filled,1
sh.603968,sell,2019-04-30,filled,1
sz.000042,sell,2019-04-30,filled,1
sz.002101,sell,2019-04-30,filled,1
sz.002382,sell,2019-04-30,filled,1
sz.002626,sell,2019-04-30,filled,1
sz.002696,sell,2019-04-30,filled,1
sh.600026,buy,2019-05-31,filled,2
sh.600999,buy,2019-05-31,filled,2
sh.603228,buy,2019-05-31,filled,3
sh.603393,buy,2019-05-31,filled,2
sh.603878,buy,2019-05-31,filled,3
sz.000543,buy,2019-05-31,filled,2
sz.000989,buy,2019-05-31,filled,2
sz.002088,buy,2019-05-31,filled,2
sz.002352,buy,2019-05-31,filled,2
sz.002831,buy,2019-05-31,filled,2
sh.600350,sell,2019-05-31,filled,1
sh.603218,sell,2019-05-31,filled,1
sh.603313,sell,2019-05-31,filled,1
sh.603810,sell,2019-05-31,filled,1
sh.603871,sell,2019-05-31,filled,1
sz.000863,sell,2019-05-31,filled,1
sz.002267,sell,2019-05-31,filled,1
sz.002416,sell,2019-05-31,filled,1
sz.002605,sell,2019-05-31,filled,1
sz.002861,sell,2019-05-31,filled,1
sh.600062,buy,2019-06-28,filled,2
sh.600090,buy,2019-06-28,filled,3
sh.601607,buy,2019-06-28,filled,3
sh.601928,buy,2019-06-28,filled,2
sh.603858,buy,2019-06-28,filled,2
sz.002746,buy,2019-06-28,filled,3
sz.002757,buy,2019-06-28,filled,2
sh.600026,sell,2019-06-28,filled,1
sh.600999,sell,2019-06-28,filled,1
sh.603228,sell,2019-06-28,filled,1
sh.603393,sell,2019-06-28,filled,1
sh.603878,sell,2019-06-28,filled,1
sz.002088,sell,2019-06-28,filled,1
sz.002352,sell,2019-06-28,filled,1
sh.600188,buy,2019-07-31,filled,2
sh.600655,buy,2019-07-31,filled,2
sh.600755,buy,2019-07-31,filled,2
sh.601311,buy,2019-07-31,filled,2
sh.603538,buy,2019-07-31,filled,2
sh.603816,buy,2019-07-31,filled,3
sz.000732,buy,2019-07-31,filled,2
sz.002358,buy,2019-07-31,filled,2
sz.002601,buy,2019-07-31,filled,2
sh.600062,sell,2019-07-31,filled,1
sh.600090,sell,2019-07-31,filled,1
sh.601607,sell,2019-07-31,filled,1
sh.601928,sell,2019-07-31,filled,1
sz.000543,sell,2019-07-31,filled,1
sz.000989,sell,2019-07-31,filled,1
sz.002746,sell,2019-07-31,filled,1
sz.002757,sell,2019-07-31,filled,1
sz.002831,sell,2019-07-31,filled,1
sh.600020,buy,2019-08-30,filled,2
sh.600919,buy,2019-08-30,filled,2
sh.601168,buy,2019-08-30,filled,2
sh.601169,buy,2019-08-30,filled,2
sz.000703,buy,2019-08-30,filled,2
sz.002602,buy,2019-08-30,filled,2
sz.002746,buy,2019-08-30,filled,2
sz.002798,buy,2019-08-30,filled,2
sh.600188,sell,2019-08-30,filled,1
sh.600655,sell,2019-08-30,filled,1
sh.601311,sell,2019-08-30,filled,1
sh.603538,sell,2019-08-30,filled,1
sh.603816,sell,2019-08-30,filled,1
sh.603858,sell,2019-08-30,filled,1
sz.002358,sell,2019-08-30,filled,1
sz.002601,sell,2019-08-30,filled,1
sh.600655,buy,2019-09-30,filled,2
sh.600859,buy,2019-09-30,filled,2
sh.601666,buy,2019-09-30,filled,2
sh.601997,buy,2019-09-30,filled,2
sz.002128,buy,2019-09-30,filled,2
sz.002299,buy,2019-09-30,filled,2
sh.600020,sell,2019-09-30,filled,1
sh.600755,sell,2019-09-30,filled,1
sh.601169,sell,2019-09-30,filled,1
sz.000703,sell,2019-09-30,filled,1
sz.000732,sell,2019-09-30,filled,1
sz.002798,sell,2019-09-30,filled,1
sh.600153,buy,2019-10-31,filled,3
sh.601700,buy,2019-10-31,filled,3
sh.603160,buy,2019-10-31,filled,2
sh.603218,buy,2019-10-31,filled,2
sh.603258,buy,2019-10-31,filled,2
sh.603508,buy,2019-10-31,filled,2
sz.000528,buy,2019-10-31,filled,2
sz.000966,buy,2019-10-31,filled,2
sz.002092,buy,2019-10-31,filled,4
sh.600655,sell,2019-10-31,filled,1
sh.600859,sell,2019-10-31,filled,1
sh.600919,sell,2019-10-31,filled,1
sh.601168,sell,2019-10-31,filled,1
sh.601666,sell,2019-10-31,filled,1
sh.601997,sell,2019-10-31,filled,1
sz.002299,sell,2019-10-31,filled,1
sz.002602,sell,2019-10-31,filled,1
sz.002746,sell,2019-10-31,filled,1
sh.600197,buy,2019-11-29,filled,2
sh.600346,buy,2019-11-29,filled,2
sh.600511,buy,2019-11-29,filled,2
sh.600557,buy,2019-11-29,filled,2
sh.603806,buy,2019-11-29,filled,24
sz.000028,buy,2019-11-29,filled,2
sz.002299,buy,2019-11-29,filled,2
sz.002746,buy,2019-11-29,filled,2
sz.002869,buy,2019-11-29,filled,2
sh.601700,sell,2019-11-29,filled,1
sh.603160,sell,2019-11-29,filled,1
sh.603218,sell,2019-11-29,filled,1
sh.603258,sell,2019-11-29,filled,1
sh.603508,sell,2019-11-29,filled,1
sz.000528,sell,2019-11-29,filled,1
sz.000966,sell,2019-11-29,filled,1
sz.002092,sell,2019-11-29,filled,1
sz.002128,sell,2019-11-29,filled,1
sh.603160,buy,2019-12-31,filled,2
sh.603368,buy,2019-12-31,filled,2
sh.603609,buy,2019-12-31,filled,3
sh.603658,buy,2019-12-31,filled,2
sh.603886,buy,2019-12-31,filled,2
sz.000708,buy,2019-12-31,filled,2
sz.002234,buy,2019-12-31,filled,3
sh.600153,sell,2019-12-31,filled,1
sh.600197,sell,2019-12-31,filled,1
sh.600346,sell,2019-12-31,filled,1
sh.600511,sell,2019-12-31,filled,1
sh.603806,sell,2019-12-31,filled,1
sz.000028,sell,2019-12-31,filled,1
sz.002869,sell,2019-12-31,filled,1
sh.603187,buy,2020-01-23,filled,2
sh.603218,buy,2020-01-23,filled,3
sh.603708,buy,2020-01-23,filled,2
sh.603916,buy,2020-01-23,filled,3
sz.000402,buy,2020-01-23,filled,3
sz.002479,buy,2020-01-23,filled,5
sh.600557,sell,2020-01-23,filled,1
sh.603160,sell,2020-01-23,filled,1
sh.603368,sell,2020-01-23,filled,1
sh.603609,sell,2020-01-23,filled,1
sh.603658,sell,2020-01-23,filled,1
sh.603886,sell,2020-01-23,filled,1
sh.600015,buy,2020-02-28,filled,2
sh.600761,buy,2020-02-28,filled,2
sh.600908,buy,2020-02-28,filled,2
sh.601717,buy,2020-02-28,filled,2
sh.601997,buy,2020-02-28,filled,2
sh.603878,buy,2020-02-28,filled,2
sz.002128,buy,2020-02-28,filled,2
sz.002801,buy,2020-02-28,filled,1
sh.603187,sell,2020-02-28,filled,1
sh.603218,sell,2020-02-28,filled,1
sh.603708,sell,2020-02-28,filled,1
sz.000708,sell,2020-02-28,filled,1
sz.002234,sell,2020-02-28,filled,1
sz.002299,sell,2020-02-28,filled,1
sz.002479,sell,2020-02-28,filled,1
sz.002746,sell,2020-02-28,filled,1
sh.600346,buy,2020-03-31,filled,2
sh.601163,buy,2020-03-31,filled,2
sh.603008,buy,2020-03-31,filled,2
sh.603129,buy,2020-03-31,filled,2
sh.603313,buy,2020-03-31,filled,2
sh.603360,buy,2020-03-31,filled,2
sz.002861,buy,2020-03-31,filled,2
sh.600908,sell,2020-03-31,filled,1
sh.601717,sell,2020-03-31,filled,1
sh.601997,sell,2020-03-31,filled,1
sh.603878,sell,2020-03-31,filled,1
sh.603916,sell,2020-03-31,filled,1
sz.002128,sell,2020-03-31,filled,1
sz.002801,sell,2020-03-31,filled,1
sh.600782,buy,2020-04-30,filled,2
sh.600928,buy,2020-04-30,filled,3
sh.601229,buy,2020-04-30,filled,2
sh.601328,buy,2020-04-30,filled,2
sh.603218,buy,2020-04-30,filled,3
sh.603238,buy,2020-04-30,filled,2
sh.603323,buy,2020-04-30,filled,3
sz.000703,buy,2020-04-30,filled,3
sz.000983,buy,2020-04-30,filled,2
sz.002015,buy,2020-04-30,filled,3
sh.600015,sell,2020-04-30,filled,1
sh.600346,sell,2020-04-30,filled,1
sh.600761,sell,2020-04-30,filled,1
sh.601163,sell,2020-04-30,filled,1
sh.603008,sell,2020-04-30,filled,1
sh.603129,sell,2020-04-30,filled,1
sh.603313,sell,2020-04-30,filled,1
sh.603360,sell,2020-04-30,filled,1
sz.000402,sell,2020-04-30,filled,1
sz.002861,sell,2020-04-30,filled,1
sh.600390,buy,2020-05-29,filled,2
sh.600673,buy,2020-05-29,filled,2
sh.603360,buy,2020-05-29,filled,2
sz.000028,buy,2020-05-29,filled,2
sz.002110,buy,2020-05-29,filled,2
sh.600928,sell,2020-05-29,filled,1
sh.601229,sell,2020-05-29,filled,1
sh.603323,sell,2020-05-29,filled,1
sz.000983,sell,2020-05-29,filled,1
sz.002015,sell,2020-05-29,filled,1
sh.600016,buy,2020-06-30,filled,3
sh.600177,buy,2020-06-30,filled,6
sh.600919,buy,2020-06-30,filled,3
sh.601009,buy,2020-06-30,filled,3
sh.601818,buy,2020-06-30,filled,3
sh.600390,sell,2020-06-30,filled,1
sh.600673,sell,2020-06-30,filled,1
sh.603218,sell,2020-06-30,filled,1
sh.603360,sell,2020-06-30,filled,1
sz.000028,sell,2020-06-30,filled,1
sh.600510,buy,2020-07-31,filled,3
sh.600998,buy,2020-07-31,filled,2
sh.601028,buy,2020-07-31,filled,2
sz.000915,buy,2020-07-31,filled,2
sz.000923,buy,2020-07-31,filled,3
sz.002714,buy,2020-07-31,filled,2
sz.002778,buy,2020-07-31,filled,2
sz.002847,buy,2020-07-31,filled,2
sh.600016,sell,2020-07-31,filled,1
sh.600177,sell,2020-07-31,filled,1
sh.600782,sell,2020-07-31,filled,1
sh.600919,sell,2020-07-31,filled,1
sh.601009,sell,2020-07-31,filled,1
sh.601328,sell,2020-07-31,filled,1
sh.601818,sell,2020-07-31,filled,1
sz.002110,sell,2020-07-31,filled,1
sh.603200,buy,2020-08-31,filled,3
sh.603301,buy,2020-08-31,filled,2
sh.603810,buy,2020-08-31,filled,2
sz.002223,buy,2020-08-31,filled,2
sz.002432,buy,2020-08-31,filled,2
sz.002486,buy,2020-08-31,filled,3
sz.002932,buy,2020-08-31,filled,2
sh.600510,sell,2020-08-31,filled,1
sh.600998,sell,2020-08-31,filled,1
sh.601028,sell,2020-08-31,filled,1
sz.000703,sell,2020-08-31,filled,1
sz.000923,sell,2020-08-31,filled,1
sz.002778,sell,2020-08-31,filled,1
sz.002847,sell,2020-08-31,filled,1
sz.002734,buy,2020-09-30,filled,2
sz.002768,buy,2020-09-30,filled,2
sz.002950,buy,2020-09-30,filled,2
sh.603200,sell,2020-09-30,filled,1
sh.603238,sell,2020-09-30,filled,1
sh.603810,sell,2020-09-30,filled,1
sh.600126,buy,2020-10-30,filled,2
sh.600216,buy,2020-10-30,filled,3
sh.600583,buy,2020-10-30,filled,2
sz.002661,buy,2020-10-30,filled,2
sz.002980,buy,2020-10-30,filled,2
sh.603301,sell,2020-10-30,filled,1
sz.000915,sell,2020-10-30,filled,1
sz.002486,sell,2020-10-30,filled,1
sz.002714,sell,2020-10-30,filled,1
sz.002734,sell,2020-10-30,filled,1
sh.603258,buy,2020-11-30,filled,2
sh.603950,buy,2020-11-30,filled,2
sz.000955,buy,2020-11-30,filled,2
sz.002022,buy,2020-11-30,filled,2
sz.002940,buy,2020-11-30,filled,2
sh.600216,sell,2020-11-30,filled,1
sh.600583,sell,2020-11-30,filled,1
sz.002661,sell,2020-11-30,filled,1
sz.002768,sell,2020-11-30,filled,1
sz.002980,sell,2020-11-30,filled,1
